distance_m,x_m,y_m,height_m
47.842845,-0.170000,-0.170000,0.067932520
47.963053,-0.085000,-0.085000,0.069540899
48.083261,0.000000,0.000000,0.071351574
48.203469,0.085000,0.085000,0.073345530
48.323677,0.170000,0.170000,0.075577695
48.443886,0.255000,0.255000,0.078059340
48.564094,0.340000,0.340000,0.080798661
48.684302,0.425000,0.425000,0.083801147
48.804510,0.510000,0.510000,0.087069933
48.924718,0.595000,0.595000,0.090606102
49.044926,0.680000,0.680000,0.094408948
49.165134,0.765000,0.765000,0.098476173
49.285343,0.850000,0.850000,0.102804022
49.405551,0.935000,0.935000,0.107387354
49.525759,1.020000,1.020000,0.112203234
49.645967,1.105000,1.105000,0.117252242
49.766175,1.190000,1.190000,0.122534553
49.886383,1.275000,1.275000,0.128038916
50.006592,1.360000,1.360000,0.133752197
50.126800,1.445000,1.445000,0.139659202
50.247008,1.530000,1.530000,0.145742498
50.367216,1.615000,1.615000,0.151982262
50.487424,1.700000,1.700000,0.158356164
50.607632,1.785000,1.785000,0.164839308
50.727840,1.870000,1.870000,0.171404240
50.848049,1.955000,1.955000,0.178016641
50.968257,2.040000,2.040000,0.184637408
51.088465,2.125000,2.125000,0.191244180
51.208673,2.210000,2.210000,0.197801034
51.328881,2.295000,2.295000,0.204271034
51.449089,2.380000,2.380000,0.210616894
51.569298,2.465000,2.465000,0.216801757
51.689506,2.550000,2.550000,0.222790114
51.809714,2.635000,2.635000,0.228548837
51.929922,2.720000,2.720000,0.234048336
52.050130,2.805000,2.805000,0.239263839
52.170338,2.890000,2.890000,0.244176778
52.290546,2.975000,2.975000,0.248766666
52.410755,3.060000,3.060000,0.253001920
52.530963,3.145000,3.145000,0.256792940
52.651171,3.230000,3.230000,0.260130790
52.771379,3.315000,3.315000,0.263016143
52.891587,3.400000,3.400000,0.265450632
53.011795,3.485000,3.485000,0.267436845
53.132004,3.570000,3.570000,0.268978329
53.252212,3.655000,3.655000,0.270079580
53.372420,3.740000,3.740000,0.270746042
53.492628,3.825000,3.825000,0.270984099
53.612836,3.910000,3.910000,0.270792171
53.733044,3.995000,3.995000,0.270180596
53.853252,4.080000,4.080000,0.269166200
53.973461,4.165000,4.165000,0.267759124
54.093669,4.250000,4.250000,0.265970393
54.213877,4.335000,4.335000,0.263811894
54.334085,4.420000,4.420000,0.261296364
54.454293,4.505000,4.505000,0.258437365
54.574501,4.590000,4.590000,0.255249271
54.694710,4.675000,4.675000,0.251747242
54.814918,4.760000,4.760000,0.247947200
54.935126,4.845000,4.845000,0.243864036
55.055334,4.930000,4.930000,0.239509781
55.175542,5.015000,5.015000,0.234911136
55.295750,5.100000,5.100000,0.230086890
55.415958,5.185000,5.185000,0.225056456
55.536167,5.270000,5.270000,0.219839838
55.656375,5.355000,5.355000,0.214457608
55.776583,5.440000,5.440000,0.208930861
55.896791,5.525000,5.525000,0.203281192
56.016999,5.610000,5.610000,0.197530653
56.137207,5.695000,5.695000,0.191701723
56.257416,5.780000,5.780000,0.185817267
56.377624,5.865000,5.865000,0.179901120
56.497832,5.950000,5.950000,0.173977995
56.618040,6.035000,6.035000,0.168071731
56.738248,6.120000,6.120000,0.162206368
56.858456,6.205000,6.205000,0.156406131
56.978664,6.290000,6.290000,0.150695391
57.098873,6.375000,6.375000,0.145098619
57.219081,6.460000,6.460000,0.139640351
57.339289,6.545000,6.545000,0.134345139
57.459497,6.630000,6.630000,0.129237515
57.579705,6.715000,6.715000,0.124341944
57.699913,6.800000,6.800000,0.119687914
57.820121,6.885000,6.885000,0.115301923
57.940330,6.970000,6.970000,0.111202270
58.060538,7.055000,7.055000,0.107412684
58.180746,7.140000,7.140000,0.103956615
58.300954,7.225000,7.225000,0.100857184
58.421162,7.310000,7.310000,0.098137147
58.541370,7.395000,7.395000,0.095818854
58.661579,7.480000,7.480000,0.093924206
58.781787,7.565000,7.565000,0.092474619
58.901995,7.650000,7.650000,0.091490981
59.022203,7.735000,7.735000,0.090995447
59.142411,7.820000,7.820000,0.091024858
59.262619,7.905000,7.905000,0.091580531
59.382827,7.990000,7.990000,0.092680788
59.503036,8.075000,8.075000,0.094343245
59.623244,8.160000,8.160000,0.096584773
59.743452,8.245000,8.245000,0.099421470
59.863660,8.330000,8.330000,0.102868630
59.983868,8.415000,8.415000,0.106940715
60.104076,8.500000,8.500000,0.111651329
60.224285,8.585000,8.585000,0.117013189
60.344493,8.670000,8.670000,0.123038102
60.464701,8.755000,8.755000,0.129755277
60.584909,8.840000,8.840000,0.137163464
60.705117,8.925000,8.925000,0.145264670
60.825325,9.010000,9.010000,0.154066735
60.945533,9.095000,9.095000,0.163576489
61.065742,9.180000,9.180000,0.173799739
61.185950,9.265000,9.265000,0.184741262
61.306158,9.350000,9.350000,0.196404789
61.426366,9.435000,9.435000,0.208792998
61.546574,9.520000,9.520000,0.221907509
61.666782,9.605000,9.605000,0.235748875
61.786991,9.690000,9.690000,0.250325439
61.907199,9.775000,9.775000,0.265641821
62.027407,9.860000,9.860000,0.281679573
62.147615,9.945000,9.945000,0.298434853
62.267823,10.030000,10.030000,0.315902755
62.388031,10.115000,10.115000,0.334077318
62.508239,10.200000,10.200000,0.352951532
62.628448,10.285000,10.285000,0.372517343
62.748656,10.370000,10.370000,0.392765671
62.868864,10.455000,10.455000,0.413686414
62.989072,10.540000,10.540000,0.435268465
63.109280,10.625000,10.625000,0.457499728
63.229488,10.710000,10.710000,0.480384402
63.349697,10.795000,10.795000,0.503889604
63.469905,10.880000,10.880000,0.528000269
63.590113,10.965000,10.965000,0.552700419
63.710321,11.050000,11.050000,0.577973182
63.830529,11.135000,11.135000,0.603800815
63.950737,11.220000,11.220000,0.630164725
64.070945,11.305000,11.305000,0.657045494
64.191154,11.390000,11.390000,0.684422905
64.311362,11.475000,11.475000,0.712275966
64.431570,11.560000,11.560000,0.740582935
64.551778,11.645000,11.645000,0.769325297
64.671986,11.730000,11.730000,0.798476418
64.792194,11.815000,11.815000,0.828009775
64.912403,11.900000,11.900000,0.857900851
65.032611,11.985000,11.985000,0.888124525
65.152819,12.070000,12.070000,0.918655096
65.273027,12.155000,12.155000,0.949466315
65.393235,12.240000,12.240000,0.980531411
65.513443,12.325000,12.325000,1.011823120
65.633651,12.410000,12.410000,1.043313714
65.753860,12.495000,12.495000,1.074975029
65.874068,12.580000,12.580000,1.106776496
65.994276,12.665000,12.665000,1.138684289
66.114484,12.750000,12.750000,1.170673544
66.234692,12.835000,12.835000,1.202714626
66.354900,12.920000,12.920000,1.234777604
66.475108,13.005000,13.005000,1.266832283
66.595317,13.090000,13.090000,1.298848225
66.715525,13.175000,13.175000,1.330794776
66.835733,13.260000,13.260000,1.362641091
66.955941,13.345000,13.345000,1.394356158
67.076149,13.430000,13.430000,1.425908824
67.196357,13.515000,13.515000,1.457267816
67.316566,13.600000,13.600000,1.488381376
67.436774,13.685000,13.685000,1.519234202
67.556982,13.770000,13.770000,1.549796768
67.677190,13.855000,13.855000,1.580037588
67.797398,13.940000,13.940000,1.609925173
67.917606,14.025000,14.025000,1.639428051
68.037814,14.110000,14.110000,1.668514789
68.158023,14.195000,14.195000,1.697154010
68.278231,14.280000,14.280000,1.725314419
68.398439,14.365000,14.365000,1.752964819
68.518647,14.450000,14.450000,1.780074131
68.638855,14.535000,14.535000,1.806592452
68.759063,14.620000,14.620000,1.832490671
68.879272,14.705000,14.705000,1.857753613
68.999480,14.790000,14.790000,1.882350950
69.119688,14.875000,14.875000,1.906252578
69.239896,14.960000,14.960000,1.929428642
69.360104,15.045000,15.045000,1.951849558
69.480312,15.130000,15.130000,1.973486034
69.600520,15.215000,15.215000,1.994309095
69.720729,15.300000,15.300000,2.014290106
69.840937,15.385000,15.385000,2.033400798
69.961145,15.470000,15.470000,2.051605276
70.081353,15.555000,15.555000,2.068847246
70.201561,15.640000,15.640000,2.085135312
70.321769,15.725000,15.725000,2.100443039
70.441978,15.810000,15.810000,2.114744502
70.562186,15.895000,15.895000,2.128014319
70.682394,15.980000,15.980000,2.140227683
70.802602,16.065000,16.065000,2.151360400
70.922810,16.150000,16.150000,2.161388920
71.043018,16.235000,16.235000,2.170290376
71.163226,16.320000,16.320000,2.178042625
71.283435,16.405000,16.405000,2.184624282
71.403643,16.490000,16.490000,2.189974560
71.523851,16.575000,16.575000,2.194104712
71.644059,16.660000,16.660000,2.197004929
71.764267,16.745000,16.745000,2.198657441
71.884475,16.830000,16.830000,2.199045464
72.004684,16.915000,16.915000,2.198153241
72.124892,17.000000,17.000000,2.195966094
72.245100,17.085000,17.085000,2.192470470
72.365308,17.170000,17.170000,2.187653988
72.485516,17.255000,17.255000,2.181505493
72.605724,17.340000,17.340000,2.174015097
72.725932,17.425000,17.425000,2.165152859
72.846141,17.510000,17.510000,2.154908026
72.966349,17.595000,17.595000,2.143300901
73.086557,17.680000,17.680000,2.130327367
73.206765,17.765000,17.765000,2.115984824
73.326973,17.850000,17.850000,2.100272236
73.447181,17.935000,17.935000,2.083190171
73.567390,18.020000,18.020000,2.064740847
73.687598,18.105000,18.105000,2.044928171
73.807806,18.190000,18.190000,2.023757775
73.928014,18.275000,18.275000,2.001237057
74.048222,18.360000,18.360000,1.977371900
74.168430,18.445000,18.445000,1.952144997
74.288638,18.530000,18.530000,1.925603612
74.408847,18.615000,18.615000,1.897762709
74.529055,18.700000,18.700000,1.868639140
74.649263,18.785000,18.785000,1.838251669
74.769471,18.870000,18.870000,1.806620969
74.889679,18.955000,18.955000,1.773769640
75.009887,19.040000,19.040000,1.739722198
75.130096,19.125000,19.125000,1.704505076
75.250304,19.210000,19.210000,1.668146613
