episode,checkpoint_fraction,target_timesteps,actual_model_timesteps,condition_id,ctrl_cost_weight,forward_progress_shaping_weight,lateral_drift_shaping_weight,lateral_drift_shaping_scale,lateral_shaping_signal,lateral_velocity_target,orientation_shaping_weight,orientation_shaping_scale,orientation_shaping_function,replace_forward_reward_with_tracking,forward_velocity_target,forward_velocity_tracking_scale,forward_velocity_tracking_weight,action_rate_shaping_weight,vertical_velocity_shaping_weight,vertical_velocity_shaping_scale,roll_pitch_angular_velocity_shaping_weight,roll_pitch_angular_velocity_shaping_scale,foot_landing_height_threshold,foot_lateral_velocity_shaping_weight,foot_lateral_velocity_shaping_scale,foot_vertical_velocity_shaping_weight,foot_vertical_velocity_shaping_scale,pitch_balance_shaping_weight,foot_geom_names,training_seed,seed,condition_objective_return,common_rescore_ctrl_cost_weight,common_rescored_return,proxy_return,base_proxy_return,reward_shaping_sum,reward_forward_shaping_sum,reward_lateral_shaping_sum,reward_effort_shaping_sum,reward_orientation_shaping_sum,orientation_penalty_sum,reward_forward_sum,reward_ctrl_sum,reward_contact_sum,reward_survive_sum,base_reward_reconciliation_error,ctrl_cost_reconciliation_error,net_forward_progress,net_forward_progress_per_step,environment_dt,episode_duration_seconds,mean_forward_velocity,evaluation_horizon_steps,fixed_horizon_duration_seconds,fixed_horizon_mean_forward_velocity,net_displacement_direction_error_rad,net_displacement_direction_error_degrees,cumulative_squared_action,mean_squared_action_per_step,action_saturation_rate,cumulative_squared_action_change,mean_squared_action_change_per_transition,normalised_action_roughness,action_change_transition_count,effort_distance_min,effort_per_distance_defined,cumulative_squared_action_per_unit_distance,control_effort,control_effort_per_unit_distance,unhealthy_termination,termination_category,low_z_termination,high_z_termination,non_finite_termination,other_unhealthy_termination,time_limit_truncation,fall,lateral_drift_final_abs,lateral_drift_mean_abs,lateral_drift_max_abs,cumulative_lateral_path,cumulative_planar_path,forward_path_efficiency,torso_tilt_mean,torso_tilt_std,torso_tilt_rms,torso_tilt_p95,torso_tilt_max,inversion_tilt_threshold_rad,inverted_step_fraction,longest_inverted_run_steps,longest_inverted_run_seconds,sustained_inversion_seconds,sustained_inversion,full_horizon_completed,intent_compliant,intent_failure_reasons,episode_length,terminated,truncated,action_observation_augmented,action_constraint_enabled,action_slew_l2_limit,action_slew_intervention_count,action_slew_intervention_rate,cumulative_action_correction_l2,mean_action_correction_l2,max_action_correction_l2,cumulative_proposed_squared_action_change,proposed_action_change_transition_count,proposed_normalised_action_roughness,effort_shaping_weight,effort_shaping_scale,reward_forward_tracking_sum,reward_forward_replacement_sum,reward_action_rate_shaping_sum,action_rate_penalty_sum,reward_vertical_velocity_shaping_sum,vertical_velocity_penalty_sum,reward_roll_pitch_angular_velocity_shaping_sum,roll_pitch_angular_velocity_penalty_sum,foot_landing_active_count_sum,foot_landing_active_count_by_foot,foot_contact_step_count_by_foot,foot_contact_transition_count_by_foot,foot_contact_duty_fraction_by_foot,longest_foot_no_contact_run_steps_by_foot,longest_foot_no_contact_run_seconds_by_foot,support_count_step_counts_0_to_4,support_count_step_fractions_0_to_4,support_mask_step_counts_0_to_15,foot_sampled_normal_force_time_integral_n_s_by_foot,foot_sampled_tangential_force_time_integral_n_s_by_foot,foot_contact_slip_distance_m_by_foot,foot_contact_slip_speed_max_m_per_s_by_foot,airborne_step_count,airborne_step_fraction,longest_airborne_run_steps,longest_airborne_run_seconds,airborne_shaping_weight,reward_airborne_shaping_sum,foot_contact_gap_shaping_weight,foot_contact_gap_grace_seconds,foot_contact_gap_scale_seconds,reward_foot_contact_gap_shaping_sum,foot_contact_gap_penalty_sum,foot_contact_gap_penalty_sum_by_foot,actuator_joint_names,actuator_abs_torque_time_integral_n_m_s_by_actuator,actuator_positive_mechanical_work_j_by_actuator,actuator_negative_mechanical_work_abs_j_by_actuator,actuator_abs_mechanical_work_j_by_actuator,reward_foot_lateral_velocity_shaping_sum,foot_lateral_velocity_penalty_sum,foot_lateral_velocity_penalty_sum_by_foot,reward_foot_vertical_velocity_shaping_sum,foot_vertical_velocity_penalty_sum,foot_vertical_velocity_penalty_sum_by_foot,reward_pitch_balance_shaping_sum,pitch_balance_event_completed_count,pitch_balance_event_score_sum,pitch_balance_event_score_mean,pitch_balance_positive_time_seconds,pitch_balance_negative_time_seconds,pitch_balance_neutral_time_seconds
1,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72401,924.2238816031546,0.5,996.2701398958725,924.2238816031546,996.2701398958746,-72.04625829271808,0.0,-4.44376368988846,0.0,-0.8755905645739911,8.755905645739917,122.60975509779018,-124.61712336689742,-1.7224918350202598,1000.0,2.1600499167107046e-12,0.0,6.130489075984546,0.006130489075984545,0.05,50.0,0.12260978151969092,1000,50.0,0.12260978151969092,0.8997077563680842,51.54945723507574,249.23424673379483,0.24923424673379482,0.0,270.0754988872807,0.2703458447320127,0.008448307647875396,999,1e-08,True,40.65487168228389,249.23424673379483,40.65487168228389,False,none,False,False,False,False,True,False,7.720751244302136,2.748284121230214,7.720751244302136,17.594432372664606,30.79441969627701,0.19907792179391873,0.16626292316557942,0.08707679878871942,0.18768518456941266,0.3129151817928455,0.47631750437483117,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;direction_error;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,270.0754988872806,999,0.008448307647875394,0.0,1.0,105.89126166755355,-16.718493430236546,-1.6879718680455003,8.439859340227521,-12.318614606871945,246.37229213743854,-16.590328098064393,331.80656196128797,1808,"[538, 293, 570, 407]","[222, 108, 228, 142]","[149, 82, 148, 100]","[0.222, 0.108, 0.228, 0.142]","[41, 172, 26, 34]","[2.0500000000000003, 8.6, 1.3, 1.7000000000000002]","[479, 356, 151, 14, 0]","[0.479, 0.356, 0.151, 0.014, 0.0]","[479, 100, 60, 9, 123, 71, 9, 7, 73, 32, 18, 1, 12, 2, 4, 0]","[127.01172474532571, 72.09088565679606, 137.4676554555661, 86.01746643007553]","[102.11293455761005, 56.924869257036, 108.67687487708656, 69.59841709401337]","[6.251062261096763, 3.5776547139661985, 6.209722886194539, 4.5705572867345]","[3.8224271755475594, 3.166436377733891, 3.3863982503459873, 3.331335631666485]",479,0.479,9,0.45,0.0,0.0,0.0,0.5,0.5,0.0,98.76795686786674,"[49.3490967818416, 269.2271107268285, 24.10163987354177, 52.39398008925493]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[954.8569069826044, 1032.9386509861797, 865.4838322196156, 1294.7909692581743, 1298.4173973603174, 821.3870037719607, 994.5187826547772, 1039.0964016574435]","[1181.3907673661718, 1067.201188157278, 1091.8669152753534, 3110.9809493053485, 2524.9271769697148, 971.9540422551157, 1985.4703932481048, 839.483135765345]","[136.7875771568798, 141.26793539134312, 182.89936590881007, 163.06437184348215, 261.4544659680939, 132.18958985267003, 184.69334119793032, 126.32457591691295]","[1318.1783445230515, 1208.4691235486212, 1274.7662811841635, 3274.0453211488307, 2786.3816429378085, 1104.1436321077858, 2170.163734446035, 965.807711682258]",-14.004610092340172,560.1844036936066,"[167.2776646926219, 98.9392218791882, 167.21453381253588, 126.75298330926043]",-5.406885942697003,216.2754377078802,"[58.31145912884791, 47.99580993287936, 54.74209525435054, 55.2260733918021]",0.0,56,26.75488925908598,0.4777658796265354,29.1,14.8,0.0
2,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72402,948.9627984984033,0.5,1085.5754120684812,948.9627984984033,1085.575412068481,-136.6126135700786,0.0,-3.7408140041318845,0.0,-0.7394157275781235,7.3941572757812315,206.25048497955552,-118.87525740085867,-1.7998155102156372,1000.0,-2.2737367544323206e-13,0.0,10.312520983588733,0.010312520983588733,0.05,50.0,0.20625041967177465,1000,50.0,0.20625041967177465,0.040780531191540584,2.3365523235768855,237.75051480171734,0.23775051480171736,0.0,274.1491380992745,0.27442356166093546,0.008575736301904233,999,1e-08,True,23.054548463956746,237.75051480171734,23.054548463956746,False,none,False,False,False,False,True,False,0.42078337100404695,1.458589783029507,3.289348894764821,15.944618172792275,30.838380789636094,0.33440539741485,0.1535082923659255,0.07840822558460503,0.17237356428532993,0.29939794081920895,0.41215265802384765,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,274.1491380992745,999,0.008575736301904233,0.0,1.0,121.5830443110758,-84.66744066847967,-1.7134321131204644,8.567160565602329,-11.286436214256907,225.7287242851383,-16.256586469925043,325.13172939850125,1830,"[532, 391, 537, 370]","[213, 145, 230, 141]","[146, 103, 142, 105]","[0.213, 0.145, 0.23, 0.141]","[32, 52, 27, 44]","[1.6, 2.6, 1.35, 2.2]","[477, 327, 186, 10, 0]","[0.477, 0.327, 0.186, 0.01, 0.0]","[477, 85, 71, 15, 109, 78, 21, 3, 62, 28, 30, 2, 14, 2, 3, 0]","[118.9890936482784, 98.32056852809815, 113.0626410260734, 92.81990921072348]","[95.92068037901468, 81.32965163286948, 90.51167949665576, 73.06092612067447]","[5.509099681986115, 5.414989976115322, 5.381982541576903, 4.478317607737458]","[2.63447364776352, 3.1467025013494503, 3.7598025387693905, 3.4972600211011278]",477,0.477,8,0.4,0.0,0.0,0.0,0.5,0.5,0.0,65.84328535956256,"[31.21027205087081, 121.22097461818724, 21.944131907501504, 88.99776286169052]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[954.0750336810015, 981.2561896350235, 795.4506288701668, 1253.7863851664588, 1275.3379122773185, 837.2987775877118, 1014.4574806513265, 964.347404607106]","[982.9408239485418, 1009.9434573339821, 1083.6400830970874, 2963.4891584242114, 2186.68850529296, 964.6448823807112, 2164.928666543868, 1047.1716774576826]","[129.29831250512981, 147.341260911206, 167.98488855934482, 167.3487450998086, 231.09392901300546, 122.69372500534026, 189.16137982512538, 120.97399004271192]","[1112.2391364536716, 1157.284718245188, 1251.6249716564323, 3130.83790352402, 2417.7824343059656, 1087.3386073860515, 2354.0900463689936, 1168.1456675003944]",-13.377417843946859,535.0967137578734,"[154.90870162321036, 127.43519899452271, 145.5072815595669, 107.24553158057392]",-4.831070528639586,193.2428211455838,"[53.97465140848267, 46.48671035366573, 49.073927966464346, 43.70753141697108]",0.0,63,32.40142979979095,0.5143084095204912,25.25,18.25,0.0
3,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72403,923.8031566978655,0.5,986.0593610390366,923.8031566978655,986.0593610390375,-62.25620434117121,0.0,-4.147878409288997,0.0,-0.846626577510688,8.466265775106887,106.86410514889644,-118.99434274101135,-1.8104013688485605,1000.0,9.094947017729282e-13,0.0,5.34321534752464,0.00534321534752464,0.05,50.0,0.1068643069504928,1000,50.0,0.1068643069504928,0.9972318337272796,57.13717526866498,237.9886854820227,0.2379886854820227,0.0,274.16170203150574,0.27443613816967544,0.008576129317802357,999,1e-08,True,44.540350707046855,237.9886854820227,44.540350707046855,False,none,False,False,False,False,True,False,8.27111568700281,3.6373386628212048,8.27111568700281,17.0233897331075,27.970053591607257,0.1910334325969234,0.1625915318640149,0.08747863582929925,0.18463076114353788,0.2997904901445877,0.6669039875384244,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;direction_error;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,274.16170203150574,999,0.008576129317802357,0.0,1.0,95.79271401764372,-11.071391131252787,-1.7135106376969118,8.567553188484554,-10.586217771100001,211.72435542200046,-15.496418532713664,309.92837065427375,1820,"[605, 236, 684, 295]","[246, 90, 269, 113]","[172, 77, 169, 87]","[0.246, 0.09, 0.269, 0.113]","[22, 81, 22, 48]","[1.1, 4.05, 1.1, 2.4000000000000004]","[471, 350, 169, 10, 0]","[0.471, 0.35, 0.169, 0.01, 0.0]","[471, 106, 48, 12, 141, 89, 16, 4, 55, 29, 10, 0, 13, 6, 0, 0]","[135.1061153502227, 46.16704604106201, 138.19781350213455, 71.0255468591834]","[110.18107054933984, 39.003568609481974, 110.09266519202818, 57.395154544518384]","[7.20718018885539, 3.557556021512866, 5.983114284315893, 3.802265137616109]","[3.5390026278531694, 4.401004869358888, 3.107036434263695, 3.402446530575289]",471,0.471,8,0.4,0.0,0.0,0.0,0.5,0.5,0.0,91.40709152931618,"[6.5694310696635005, 223.44865283246423, 11.975008106436585, 123.63527410870063]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[969.0577048785053, 1042.8175940271467, 870.8357719285414, 1207.6938218297437, 1257.9286641301587, 784.0074542211369, 942.4565039109439, 1047.0535570685752]","[1343.3258564154505, 977.9206025268711, 1257.7457514868242, 2355.787826849291, 1975.0261458081147, 1175.4528772598878, 1713.6851432497244, 920.7843520388274]","[142.55644145080512, 129.24930040891218, 190.13424947458043, 171.8075429859675, 203.40347215046097, 121.80068220864095, 155.72512196484652, 107.55371580240784]","[1485.8822978662556, 1107.1699029357833, 1447.8800009614047, 2527.595369835258, 2178.429617958576, 1297.2535594685287, 1869.410265214571, 1028.3380678412352]",-13.881597467420404,555.2638986968161,"[190.4464911907885, 90.1062877859492, 168.60223323210678, 106.10888648797186]",-4.512563814187772,180.50255256751086,"[46.35637477599142, 42.567525394663306, 49.97300280937998, 41.605649587476286]",0.0,61,30.74031486677872,0.5039395879799791,26.1,15.8,0.0
4,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72404,921.8301874032894,0.5,1002.7415665257421,921.8301874032894,1002.7415665257429,-80.91137912245192,0.0,-3.992968756401219,0.0,-0.834761225684405,8.347612256844062,128.08226097366668,-123.3752489689588,-1.9654454789658098,1000.0,7.958078640513122e-13,0.0,6.404096005855218,0.006404096005855218,0.05,50.0,0.12808192011710434,1000,50.0,0.12808192011710434,0.8484571194044151,48.61301203970033,246.7504979379176,0.2467504979379176,0.0,288.20454991665866,0.2884930429596183,0.009015407592488072,999,1e-08,True,38.53010599970948,246.7504979379176,38.53010599970948,False,none,False,False,False,False,True,False,7.267347483063849,3.6810204746283426,7.267347483063849,16.72478478910961,27.61281832996193,0.23192475064764775,0.16318479069083047,0.0832797506627236,0.18320696707073006,0.3160497982735286,0.4311769471737996,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;direction_error;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,288.20454991665866,999,0.009015407592488072,0.0,1.0,97.78245687893175,-30.29980409473487,-1.801278436979119,9.006392184895583,-9.807767225932812,196.15534451865665,-14.798046902349334,295.960938046987,2041,"[654, 326, 625, 436]","[266, 102, 263, 151]","[175, 86, 165, 112]","[0.266, 0.102, 0.263, 0.151]","[23, 65, 18, 29]","[1.1500000000000001, 3.25, 0.9, 1.4500000000000002]","[425, 385, 173, 17, 0]","[0.425, 0.385, 0.173, 0.017, 0.0]","[425, 133, 50, 8, 132, 82, 13, 6, 70, 30, 19, 2, 21, 5, 4, 0]","[139.60558223572463, 67.13685888048902, 143.20733492503697, 95.20637014398059]","[112.04962003587364, 53.93113647218608, 117.221441836929, 78.05035971520607]","[7.068254076281841, 3.0497694272381333, 7.594776241367973, 5.0107426602516165]","[3.4291734456666614, 2.80112594320077, 3.615034201515155, 3.202554048939283]",425,0.425,6,0.30000000000000004,0.0,0.0,0.0,0.5,0.5,0.0,79.26190179660331,"[11.854535428516103, 249.48101549961802, 4.52815551325544, 51.18390074502357]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[946.4808080275543, 1026.6756800282747, 862.5564002199098, 1267.3986975476146, 1278.4395596757531, 805.2199886413291, 951.7171038407832, 1048.6245963606052]","[1089.5773824628939, 992.7108846831472, 1094.8483450156111, 2643.331284107694, 2230.536672842966, 1078.3412350270423, 2072.02736577794, 811.9454187540456]","[147.21212547473775, 138.36140389184243, 163.36622377550552, 171.928976282739, 232.88592506513217, 111.06442055638583, 163.35055994679107, 109.12021327704288]","[1236.7895079376317, 1131.0722885749897, 1258.2145687911166, 2815.260260390433, 2463.422597908098, 1189.4056555834281, 2235.377925724731, 921.0656320310885]",-14.581505278311353,583.2602111324528,"[184.09330605142068, 94.31994174127269, 167.18335314739556, 137.66361019236462]",-4.7952472020588806,191.80988808235546,"[60.2647776813096, 33.31250529258393, 48.81203760438483, 49.42056750407692]",0.0,53,22.494995404399685,0.424433875554711,31.1,12.950000000000001,0.0
5,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72405,934.2639536815136,0.5,1055.4692159149479,934.2639536815136,1055.4692159149495,-121.20526223343673,0.0,-4.460122678194151,0.0,-0.7041285658117461,7.041285658117465,183.34117008746645,-125.93034162406555,-1.941612548453062,1000.0,1.5916157281026244e-12,0.0,9.167057416497443,0.009167057416497442,0.05,50.0,0.18334114832994886,1000,50.0,0.18334114832994886,0.6977485081195901,39.97804467680216,251.8606832481311,0.2518606832481311,0.0,278.8754384328579,0.2791545930258838,0.008723581032058869,999,1e-08,True,27.474539735604957,251.8606832481311,27.474539735604957,False,none,False,False,False,False,True,False,7.68609038641336,3.162934058863979,7.68609038641336,17.624654342910198,30.29981748403697,0.3025449714780288,0.15064012641252192,0.07479892547099223,0.16818836742532353,0.2760413089506231,0.49202213722025095,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;direction_error;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,278.8754384328579,999,0.008723581032058869,0.0,1.0,112.19107229785615,-71.1500977896104,-1.7429714902053626,8.714857451026809,-10.437720553904201,208.75441107808422,-14.457068920102083,289.1413784020415,1840,"[537, 274, 641, 388]","[234, 104, 306, 134]","[145, 81, 180, 106]","[0.234, 0.104, 0.306, 0.134]","[28, 103, 28, 27]","[1.4000000000000001, 5.15, 1.4000000000000001, 1.35]","[434, 365, 190, 11, 0]","[0.434, 0.365, 0.19, 0.011, 0.0]","[434, 99, 50, 10, 147, 103, 19, 4, 69, 13, 19, 0, 26, 5, 2, 0]","[113.01203623008426, 75.36538973689996, 145.71489374783658, 82.32105382872294]","[88.79319949462618, 64.4569896837782, 119.9538563972352, 68.07416913349104]","[5.686507279146605, 4.218462918164743, 7.797886864931046, 4.771151846609335]","[3.293609050545827, 4.8561153581801255, 4.875423098369118, 3.0031764227985276]",434,0.434,7,0.35000000000000003,0.0,0.0,0.0,0.5,0.5,0.0,94.90229212127917,"[24.419660643484676, 286.6407768234196, 16.303661851835102, 52.245069166377434]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[1011.9473211164586, 994.0864473721012, 901.2195674004033, 1321.4939832966775, 1257.903097718954, 881.90696710255, 944.9033899744973, 1064.75088134408]","[1253.7432807036878, 1151.0070024820905, 1101.8515787459787, 2861.4136888498133, 2416.2035468094978, 1002.0698885463256, 1952.5009045994611, 840.2075700837911]","[148.42374293931377, 155.63544035511146, 151.39007783045255, 199.08173709131893, 284.57538978741064, 141.35253314963182, 165.73812282824724, 121.46300779418041]","[1402.1670236430016, 1306.642442837202, 1253.2416565764313, 3060.4954259411325, 2700.7789365969084, 1143.4224216959574, 2118.2390274277086, 961.6705778779715]",-13.715319485132309,548.6127794052927,"[148.96346222010962, 101.02389911821464, 152.66378998293362, 145.9616280840349]",-4.537832750476525,181.5133100190613,"[53.463435156397615, 34.81639775352045, 46.3355156545001, 46.897961454642925]",0.0,59,24.567917563575755,0.41640538243348735,31.35,12.4,0.0
6,0.25,250000,251904,S1_STAGE1_SHAPED,0.5,0.0,0.025,1.0,velocity_tanh_squared,0.0,0.1,1.0,cosine,True,1.0,0.5,0.5,0.2,0.05,1.014092584749083,0.05,1.9893176307304792,0.03,0.025,1.0,0.025,1.0,0.0,"['left_ankle_geom', 'right_ankle_geom', 'third_ankle_geom', 'fourth_ankle_geom']",62401,72406,946.2539776700496,0.5,1072.0238367849586,946.2539776700496,1072.0238367849586,-125.76985911490874,0.0,-3.6255540757760807,0.0,-0.8541088053003703,8.541088053003707,196.62744991902548,-122.69499210254294,-1.9086210315238135,1000.0,0.0,0.0,9.831358493733573,0.009831358493733573,0.05,50.0,0.19662716987467146,1000,50.0,0.19662716987467146,0.5137065947809132,29.43321978898353,245.38998420508588,0.24538998420508587,0.0,277.99203423260906,0.2782703045371462,0.008695947016785818,999,1e-08,True,24.959926378586992,245.38998420508588,24.959926378586992,False,none,False,False,False,False,True,False,5.547198237132031,2.6815982197050325,5.56154895494177,15.589427398206148,29.13617010467457,0.33742796182248547,0.16486862077650055,0.08475792643469574,0.1853795247870024,0.3134619115768109,0.5299505534152302,1.5707963267948966,0.0,0,0.0,1.0,False,True,False,forward_velocity;direction_error;path_efficiency,1000,False,True,True,False,nan,0,0.0,0.0,0.0,0.0,277.99203423260906,999,0.008695947016785818,0.0,1.0,122.71147552305075,-73.91597439597471,-1.7374502139538082,8.687251069769033,-10.643001667056348,212.86003334112704,-15.5372434880175,310.74486976034996,1875,"[539, 390, 568, 378]","[222, 147, 262, 143]","[147, 109, 144, 93]","[0.222, 0.147, 0.262, 0.143]","[34, 61, 32, 25]","[1.7000000000000002, 3.0500000000000003, 1.6, 1.25]","[447, 342, 201, 10, 0]","[0.447, 0.342, 0.201, 0.01, 0.0]","[447, 89, 65, 13, 125, 88, 26, 4, 63, 22, 38, 1, 14, 5, 0, 0]","[142.2593643425385, 95.49686889674886, 128.39144908910896, 91.61152002155673]","[111.06558482629079, 78.9468681246908, 98.91407807286535, 67.20518308756994]","[6.946297441441769, 5.008993142249762, 6.474563273071258, 3.985122392039503]","[3.6600714623618664, 3.804998809328169, 3.6718529353372844, 3.1341341396997833]",447,0.447,8,0.4,0.0,0.0,0.0,0.5,0.5,0.0,62.27073325484541,"[41.48912223349675, 116.59126856830537, 24.932959395277663, 66.06958282230153]","['hip_4', 'ankle_4', 'hip_1', 'ankle_1', 'hip_2', 'ankle_2', 'hip_3', 'ankle_3']","[1008.5491549735889, 993.4680076036602, 871.0428853752092, 1181.342916651629, 1267.662768792361, 905.2800787333399, 1028.4704133868217, 1039.32734467322]","[1317.3432559401397, 1049.9734592006728, 1366.5852668203363, 2342.9969006965216, 1694.1014125461925, 1088.9005656244474, 1996.2123556353395, 1087.9095534434434]","[180.24544188598358, 152.82137758874612, 213.34071101573153, 160.1805691524998, 195.22603291854205, 124.09770624812161, 174.80325491859162, 113.46400520303445]","[1497.5886978261233, 1202.794836789419, 1579.925977836068, 2503.1774698490212, 1889.3274454647344, 1212.998271872569, 2171.015610553931, 1201.373558646478]",-14.272722844222473,570.9089137688998,"[161.15326434136517, 135.918311511196, 143.12782018268368, 130.70951773365505]",-5.1838036246075525,207.3521449843021,"[55.39681474590493, 46.11454075783599, 55.34154553505175, 50.49924394550933]",0.0,65,31.763302524938013,0.48866619269135403,24.650000000000002,18.0,0.0
