#{"t_start": 1787236830.7265546, "env_id": "Ant-v5"}
r,l,t
-72.930477,81,21.786352
-34.377973,34,21.811345
-73.672612,71,21.864868
-57.831007,60,21.908871
-64.850382,62,21.953393
-105.509644,99,22.024403
-160.930881,156,22.135434
-17.075654,13,22.145442
-83.594198,86,22.208952
-14.140622,11,22.216953
-47.949167,51,22.254483
-40.121153,38,22.2826
-21.311286,20,22.2966
-42.188431,36,22.322607
-1037.44759,1000,23.063343
-29.315313,21,23.553121
-51.801002,56,23.599123
-19.25923,16,23.611123
-18.994729,20,23.628134
-25.191529,21,23.644651
-1076.116665,1000,24.386107
-51.483978,53,24.424116
-99.822805,95,24.492637
-30.310633,29,24.51364
-16.186711,15,24.523806
-40.716914,45,24.557256
-24.719501,30,24.579257
-18.959698,16,24.591258
-25.1372,24,24.610258
-89.971364,88,24.676789
-23.795246,27,24.696783
-23.299214,22,24.712784
-34.598742,31,24.734791
-51.586367,54,24.774562
-109.133148,116,24.858085
-158.774693,162,24.980611
-77.186953,68,25.034619
-68.874705,61,25.538836
-43.370577,42,25.571837
-21.139936,20,25.587838
-22.337232,17,25.601838
-58.15965,53,25.641357
-19.524291,24,25.659603
-26.360693,29,25.683608
-21.054649,18,25.697603
-20.934301,23,25.715609
-27.100141,33,25.740132
-19.901493,18,25.754131
-78.269534,78,25.811244
-17.26784,18,25.824252
-45.949088,45,25.857723
-119.30152,128,25.954791
-27.979897,31,25.978791
-50.173762,56,26.021793
-35.644525,32,26.046317
-52.519347,51,26.086318
-23.020134,25,26.107319
-31.407956,34,26.132912
-38.115491,33,26.158541
-89.910267,86,26.222372
-31.728574,29,26.244897
-47.12056,42,26.274659
-62.805036,58,26.31666
-45.560276,50,26.35319
-76.242587,70,26.403192
-37.131631,48,26.437198
-59.291017,63,26.482715
-19.06314,15,26.493714
-1047.863406,1000,27.728386
-38.158446,31,27.75291
-32.890355,35,27.778429
-15.762754,18,27.792801
-1078.892253,1000,28.546503
-68.315227,70,28.601503
-36.474787,36,28.628511
-37.48277,44,28.661025
-60.763762,63,28.707437
-56.996666,53,28.74596
-63.721286,91,28.813058
-16.446767,15,28.824058
-42.146069,54,28.863553
-15.697994,17,28.875554
-40.894519,48,28.912555
-15.080851,16,28.925555
-73.605242,81,28.988081
-44.18326,47,29.024805
-13.523034,12,29.033813
-17.030158,18,29.048327
-18.461223,20,29.064328
-52.242993,52,29.579965
-11.612287,21,29.597302
-35.722421,41,29.629802
-80.431986,86,29.69771
-21.446892,24,29.71571
-47.821009,48,29.753238
-20.03692,17,29.767246
-7.841781,12,29.777518
-17.263446,26,29.797519
-19.14224,15,29.809526
-31.666009,31,29.835636
-46.198199,46,29.871152
-31.606112,42,29.903151
-1040.0665,1000,30.648535
-38.149424,31,30.671537
-29.617941,31,30.694537
-15.869352,16,30.705537
-67.974025,72,30.758062
-23.001005,20,30.773072
-80.956732,99,30.844678
-60.866005,57,30.88568
-30.476017,32,30.908681
-152.691112,161,31.031801
-98.276115,107,31.116314
-65.219255,61,31.626552
-96.734135,100,31.705588
-1056.452791,1000,32.459453
-92.300504,119,32.544977
-21.397137,19,32.558976
-1000.052419,1000,33.795228
-56.904524,64,33.84574
-30.08361,29,33.867748
-61.017633,60,33.910749
-40.560786,39,33.939759
-78.62247,80,33.997276
-19.395697,22,34.014277
-31.727118,34,34.039283
-31.096389,32,34.061796
-62.024982,64,34.108798
-70.305179,68,34.162419
-79.739527,85,34.224421
-116.789455,125,34.316101
-19.361305,17,34.328099
-32.623321,31,34.350623
-54.815739,59,34.394624
-15.499146,16,34.406623
-13.051448,16,34.417624
-68.565192,72,34.47415
-387.741079,403,34.764727
-15.38358,13,34.774729
-37.022265,43,34.805851
-61.937939,67,34.853374
-30.868135,34,34.877374
-38.755039,35,34.902376
-40.308863,52,34.940379
-1002.358462,1000,36.169662
-10.65269,13,36.178662
-21.491724,22,36.194662
-32.045152,32,36.217663
-58.127939,61,36.261199
-49.346075,49,36.299312
-24.612363,25,36.318314
-39.897145,42,36.349846
-96.269636,97,36.419843
-60.001044,66,36.469368
-46.218773,48,36.504367
-56.842613,67,36.552889
-30.976093,32,36.574889
-11.473745,11,36.58289
-107.888004,119,36.671431
-21.927567,21,36.686512
-35.382981,42,36.716545
-31.720793,28,36.737437
-61.004648,68,36.786242
-14.106511,16,36.798243
-57.818111,68,36.846253
-6.716205,11,36.854768
-41.492951,42,36.884769
-71.59512,70,36.939778
-30.757161,36,36.966208
-9.577323,14,36.977205
-84.249054,86,37.042213
-21.407886,19,37.056722
-32.408146,43,37.089719
-48.966464,48,37.592386
-13.893573,13,37.602386
-13.085534,13,37.613386
-46.267612,62,37.661425
-22.311917,19,37.676425
-29.266664,26,37.698425
-996.053334,1000,38.456965
-23.02181,27,38.476966
-34.430567,50,38.51346
-21.671751,23,38.53046
-63.980725,74,38.586982
-14.353826,14,38.596982
-20.340626,19,38.610982
-123.793546,137,38.709503
-101.665023,107,38.787142
-12.726209,12,38.79615
-35.676604,36,38.822151
-81.55086,105,38.897678
-27.548648,28,38.917678
-20.034439,22,38.934686
-18.69601,17,38.947686
-22.436589,25,38.967201
-42.522478,40,38.997202
-60.76734,63,39.047208
-94.506208,92,39.122722
-963.445966,1000,40.352717
-53.355314,57,40.395718
-16.072278,16,40.407718
-976.81125,1000,41.619349
-30.791717,38,41.649357
-29.684793,38,41.68039
-28.337781,31,41.70439
-51.713838,60,41.750907
-37.221933,37,41.780431
-46.849374,57,41.825445
-35.675985,52,41.867965
-29.538511,24,41.885965
-17.888364,15,41.897966
-29.047745,31,41.920966
-16.272302,15,41.932968
-26.565151,25,41.950977
-89.823705,92,42.016492
-20.329186,19,42.030492
-67.823601,70,42.081015
-105.998837,128,42.179545
-49.23711,52,42.218544
-18.30274,20,42.233544
-36.365414,45,42.266074
-14.818714,19,42.281293
-77.581382,101,42.356818
-46.074911,47,42.390819
-14.676872,21,42.40682
-74.975113,88,42.474345
-189.748683,241,42.647205
-48.126154,47,42.68272
-18.856948,18,42.696719
-16.827326,22,42.712828
-24.433036,31,42.736834
-99.873056,112,42.820495
-14.125014,16,42.832496
-52.283262,51,42.870027
-102.099415,122,42.96065
-16.89493,18,42.973644
-48.72032,59,43.017651
-88.712951,104,43.100173
-15.547761,13,43.110173
-26.219197,28,43.13217
-62.310464,71,43.64385
-19.410226,21,43.661856
-23.421637,29,43.687857
-23.434657,24,43.706863
-13.953679,13,43.716866
-44.594193,54,43.75938
-44.783596,48,43.796472
-102.975673,118,43.884991
-30.261175,26,43.903991
-23.598608,37,43.930992
-46.823363,50,43.967515
-31.886158,30,43.992517
-12.059654,17,44.005517
-21.397371,28,44.026517
-28.437055,34,44.052032
-35.628035,44,44.086042
-975.5523,1000,44.832561
-28.281003,33,44.859084
-65.551031,74,44.913085
-31.775801,31,44.936083
-35.96261,44,44.96861
-68.432737,78,45.02661
-46.401736,51,45.066118
-30.311123,29,45.087118
-39.981604,47,45.122119
-41.156442,43,45.155632
-34.804068,44,45.655026
-72.739431,96,45.731544
-32.772789,38,45.762062
-31.049456,41,45.795145
-46.989997,65,45.847153
-874.974213,932,46.546716
-34.162705,41,46.576231
-62.080925,79,46.633233
-37.227671,36,46.659753
-100.348769,113,46.745036
-69.605942,71,46.797672
-928.979273,1000,48.024702
-22.683473,30,48.046709
-10.420972,11,48.055215
-31.70103,35,48.080223
-17.020832,14,48.091223
-56.484484,79,48.151233
-42.176109,48,48.18675
-35.272117,34,48.211749
-967.166615,1000,48.959744
-9.767043,13,48.969744
-15.837708,12,48.978745
-23.704236,23,48.997747
-18.353086,19,49.011747
-46.956727,48,49.047754
-12.177809,17,49.061269
-34.906773,36,49.090265
-238.405555,295,49.779274
-14.049922,17,49.792799
-939.581576,1000,50.546675
-925.497055,1000,51.768043
-28.962922,37,51.797135
-35.167687,43,51.830134
-22.043073,27,51.851144
-82.788722,107,51.930662
-23.461909,28,51.951669
-44.180963,56,51.994193
-13.990636,17,52.007193
-54.982375,59,52.049203
-60.464971,65,52.097724
-60.997321,67,52.145732
-61.137723,73,52.198247
-36.174778,50,52.234248
-36.025363,42,52.265773
-32.229776,38,52.293952
-26.813368,41,52.323949
-33.417549,40,52.352956
-62.894161,70,52.403471
-14.490745,18,52.417472
-890.028463,1000,53.175166
-11.510926,18,53.189174
-114.958407,153,53.773605
-13.850408,15,53.785605
-9.069195,11,53.794744
-21.536362,19,53.812746
-90.861839,105,53.901268
-44.610012,55,53.941269
-21.361341,17,53.954277
-52.674007,60,53.997793
-13.335951,17,54.010793
-14.81366,12,54.019793
-22.233215,23,54.036793
-58.901341,62,54.083317
-51.766993,71,54.137325
-30.778281,42,54.16806
-41.491565,46,54.201063
-12.749693,16,54.213061
-15.914764,19,54.226062
-47.177641,69,54.278703
-111.778763,120,54.365226
-49.748697,60,54.410228
-53.110284,57,54.453235
-20.29097,20,54.46975
-36.986614,38,54.49775
-12.052103,17,54.509751
-24.310608,29,54.530751
-27.73185,35,54.556759
-902.736074,1000,55.805363
-58.016859,91,55.875707
-68.047546,76,55.932707
-16.298829,14,55.943707
-47.245796,58,55.988236
-60.719027,69,56.038235
-62.475368,81,56.097761
-57.590875,70,56.148284
-933.879673,1000,56.885321
-18.473093,17,56.898322
-888.200859,1000,58.11736
-15.635758,20,58.132361
-28.146433,49,58.167885
-58.048676,65,58.214885
-912.631047,1000,58.950946
-23.83117,30,58.972463
-51.529872,67,59.023465
-33.796445,38,59.053474
-79.356132,106,59.132986
-22.850944,31,59.156542
-32.261837,49,59.194237
-21.792256,31,59.21823
-21.039341,22,59.694371
-9.523774,13,59.705371
-39.517702,44,59.741373
-14.628042,18,59.755375
-64.549078,95,59.830504
-17.674881,36,59.857499
-831.949797,1000,60.602793
-25.090275,33,60.627793
-21.965242,37,60.653801
-30.659337,41,60.683316
-146.684421,207,60.830922
-9.69828,15,60.840923
-48.870444,71,60.897444
-9.000916,13,60.906445
-69.873982,87,60.973969
-38.874174,49,61.011966
-27.240133,32,61.035966
-18.898823,23,61.053974
-16.349291,24,61.071485
-65.068204,71,61.124483
-770.663017,909,62.287511
-51.584159,53,62.325512
-21.851344,24,62.343512
-85.742321,128,62.439035
-37.070604,55,62.479261
-45.860055,58,62.521263
-61.951098,75,62.575792
-17.928185,16,62.587792
-19.25203,25,62.605792
-9.725921,17,62.618921
-11.462223,12,62.627793
-15.067903,17,62.639794
-15.719547,17,62.651795
-843.678944,1000,63.893757
-60.21011,70,63.94967
-8.301321,11,63.958673
-86.568639,100,64.033194
-11.423093,12,64.042194
-29.126204,36,64.067708
-8.782692,9,64.074718
-27.796624,37,64.101899
-18.317543,25,64.119899
-836.534113,1000,64.85808
-17.257525,19,64.872593
-16.303882,22,64.888593
-15.602306,18,64.901594
-41.17829,54,64.941594
-13.14273,18,64.954601
-24.793933,36,64.980118
-23.122668,35,65.007119
-19.267235,24,65.02512
-16.66463,22,65.04212
-11.118152,15,65.054128
-19.973636,23,65.071645
-21.408626,26,65.091642
-105.575985,139,65.201275
-48.73605,66,65.707285
-72.14938,86,65.775813
-11.286688,14,65.78782
-21.799407,29,65.813898
-19.455118,28,65.835947
-47.379769,76,65.895178
-64.572002,79,65.956186
-40.723042,47,65.991703
-17.725865,23,66.008703
-56.908505,86,66.072382
-823.500228,1000,66.813436
-12.665486,15,66.825439
-66.525975,90,66.889966
-32.746397,49,66.926993
-17.26823,25,66.945994
-46.692742,66,66.998503
-14.47274,23,67.016507
-20.216801,23,67.034504
-106.472556,133,67.135034
-19.444933,19,67.149035
-36.637648,49,67.18656
-45.218171,73,67.244561
-36.938072,55,67.755394
-35.625204,61,67.804443
-125.083082,164,67.935534
-60.60056,83,67.998094
-24.31426,50,68.035059
-25.34407,31,68.058067
-13.576661,12,68.067067
-63.797858,99,68.140589
-19.610034,24,68.158793
-15.074862,20,68.173309
-10.906874,14,68.18331
-24.043559,40,68.213311
-107.040262,145,68.324079
-45.076531,50,68.361087
-62.828144,73,68.412604
-25.50673,29,68.433604
-15.410106,22,68.449604
-18.252571,22,68.465611
-27.393515,35,68.49103
-30.115394,37,68.517036
-36.820563,46,68.552039
-25.025048,37,68.578562
-45.089548,45,68.613561
-20.748292,26,68.633562
-77.027677,110,68.71209
-103.116433,136,68.811731
-59.483495,81,68.874255
-23.739165,28,68.895741
-8.067366,16,68.907739
-10.847193,15,68.918741
-25.199391,43,68.950742
-16.741715,27,68.970749
-53.433111,77,69.029266
-17.848209,24,69.048266
-39.979441,65,69.096776
-19.178302,34,69.12378
-8.188039,15,69.135788
-12.17482,15,69.148293
-20.70254,35,69.176533
-23.180542,28,69.199534
-15.132941,22,69.218534
-70.941899,102,69.760157
-46.052451,61,69.808775
-29.072415,36,69.837776
-33.426276,44,69.870784
-52.857934,62,69.920299
-19.203439,23,69.938299
-14.975915,23,69.9563
-31.591144,44,69.988822
-11.247316,12,69.997823
-38.999166,49,70.033823
-63.633143,95,70.106349
-789.679599,1000,70.850942
-11.085903,14,70.861945
-14.001856,27,70.881461
-821.738489,1000,72.107792
-44.483818,65,72.154793
-79.840557,97,72.224315
-17.762513,23,72.241316
-21.150712,38,72.26984
-36.918559,52,72.307054
-36.349709,53,72.346056
-20.056393,24,72.363062
-18.745517,27,72.383643
-38.72812,59,72.427577
-33.246934,48,72.463581
-9.241507,12,72.472582
-14.9973,19,72.487096
-22.227331,43,72.518097
-44.095775,45,72.552099
-12.367392,16,72.564106
-47.669594,58,72.605428
-49.043661,62,72.64943
-9.407167,13,72.65943
-22.987086,40,72.687949
-55.352653,71,72.740486
-11.120796,13,72.751487
-27.578126,29,72.772494
-18.820702,17,72.785014
-49.942516,76,72.842234
-12.073585,17,72.855234
-9.726748,16,72.867241
-16.973944,21,72.881758
-8.835241,14,72.891757
-179.96979,228,73.06229
-40.539118,53,73.100809
-35.30678,54,73.141809
-28.595197,41,73.173814
-788.599307,1000,74.403608
-23.724532,32,74.427609
-14.222711,24,74.444615
-14.941189,15,74.455609
-35.241809,52,74.494132
-19.030864,27,74.514132
-8.714523,11,74.522131
-32.450467,42,74.553133
-14.890334,25,74.571141
-12.346877,13,74.581656
-5.469582,19,74.595656
-15.030293,20,74.609656
-12.001174,14,74.619657
-11.83787,20,74.633657
-34.48608,55,74.672665
-11.034047,18,74.68618
-64.813732,94,74.755185
-17.098873,19,74.769188
-23.51855,37,74.796218
-11.060457,15,74.807225
-11.703153,10,74.814786
-137.496298,189,74.95631
-23.017289,35,74.983835
-17.759532,19,75.000833
-71.392675,127,75.099355
-63.502932,101,75.175362
-80.384596,107,75.255887
-19.205139,28,75.277922
-59.157412,88,75.814533
-58.532117,73,75.872454
-40.093587,47,75.909966
-48.52252,61,75.959967
-24.888057,30,75.983503
-33.946488,39,76.012501
-39.782228,54,76.051498
-770.9557,1000,76.787717
-23.346713,26,76.807817
-26.880863,55,76.847816
-25.974509,39,76.875827
-13.009728,19,76.889342
-39.200061,46,76.922343
-26.734016,37,76.949344
-12.463862,21,76.96535
-15.739597,19,76.979862
-22.838207,42,77.010863
-123.622348,165,77.133389
-34.567764,46,77.169497
-26.250546,36,77.198007
-31.417047,47,77.235005
-9.947172,15,77.247006
-69.971735,109,77.792731
-11.636902,16,77.806175
-9.198309,11,77.814175
-30.00043,42,77.847172
-14.326178,16,77.860172
-27.685914,36,77.888686
-52.928371,102,77.967695
-38.252188,41,77.998199
-59.775172,81,78.061206
-17.415365,26,78.081737
-11.373733,17,78.093866
-12.288858,16,78.105855
-165.7253,237,78.280872
-11.386407,19,78.294873
-59.740852,90,78.359879
-93.916065,127,78.458411
-12.74818,16,78.471417
-75.175409,98,78.543974
-23.71217,40,78.572987
-15.302613,15,78.584507
-56.124448,80,78.642507
-73.106586,91,78.710031
-19.447746,27,78.72903
-13.71861,14,78.740031
-19.185281,24,78.757031
-38.502119,60,78.799767
-24.400021,31,78.822776
-20.501137,25,78.840776
-89.891985,136,78.939852
-25.400526,35,78.966861
-18.44595,23,78.987363
-42.654405,58,79.033368
-14.318942,24,79.051368
-117.916945,199,79.202639
-12.261474,19,79.217638
-23.565364,24,79.235639
-26.821029,39,79.265649
-23.685085,38,79.754769
-14.225219,23,79.772776
-9.752358,12,79.782291
-76.735819,117,79.870823
-11.496448,17,79.884338
-13.04709,24,79.903338
-18.636571,29,79.926339
-30.44525,45,79.962341
-20.808296,29,79.984866
-19.026216,27,80.005867
-35.410102,53,80.045867
-27.574292,41,80.076877
-19.850342,22,80.092399
-21.668958,28,80.112399
-20.13037,21,80.128397
-33.265563,49,80.164649
-19.125812,24,80.182172
-75.665714,120,80.271284
-74.826778,107,80.349815
-16.800311,20,80.363814
-18.205545,29,80.385339
-17.877835,21,80.400337
-33.551253,58,80.442338
-20.404017,28,80.462338
-21.774297,21,80.477352
-10.973871,28,80.496861
-20.21318,30,80.518864
-13.56504,22,80.53686
-22.242695,28,80.557863
-9.917209,14,80.567875
-14.278841,16,80.579875
-51.812863,67,80.627475
-68.297594,84,80.691916
-56.455195,95,80.760917
-24.493035,31,80.784453
-46.367556,60,80.828598
-12.075873,17,80.841599
-50.179548,71,80.89512
-39.597114,56,80.935121
-32.355816,42,80.967129
-22.6923,23,80.986645
-13.248495,16,80.998647
-43.10432,73,81.053648
-24.364527,36,81.079654
-101.733644,133,81.180176
-7.125234,14,81.191682
-17.480956,22,81.208686
-124.162499,179,81.805092
-17.638785,27,81.826647
-55.544121,96,81.901164
-73.558283,130,81.999693
-41.400598,58,82.041694
-7.685369,12,82.050694
-22.437065,33,82.074701
-79.998754,120,82.161219
-19.538588,28,82.182226
-58.436232,70,82.231743
-56.184375,86,82.294518
-34.129755,46,82.328519
-22.721459,34,82.354523
-12.359479,19,82.370535
-27.669612,40,82.400759
-21.569145,32,82.424755
-40.077829,59,82.466756
-17.832095,30,82.487979
-14.426241,21,82.504977
-49.673044,67,82.553978
-11.066476,12,82.562979
-28.009542,44,82.595503
-25.102552,43,82.626503
-25.785507,37,82.653502
-19.526965,22,82.669511
-105.495501,138,82.773989
-48.93111,77,82.83063
-47.895298,51,82.86663
-704.90541,1000,84.0974
-26.494131,36,84.123403
-49.68231,75,84.179619
-25.821834,40,84.210134
-30.108304,58,84.253134
-38.303113,60,84.29679
-34.68757,48,84.332796
-19.155953,29,84.353791
-37.281837,57,84.397313
-10.747025,14,84.407314
-57.907173,86,84.471322
-751.591691,1000,85.217717
-36.724613,46,85.253726
-28.940366,40,85.743057
-28.436713,49,85.786064
-30.337354,35,85.813649
-46.149846,68,85.867656
-727.400227,1000,86.618079
-30.225954,38,86.645077
-67.611632,100,86.718771
-16.2677,19,86.73278
-10.060035,15,86.74378
-22.788339,32,86.76678
-14.923648,24,86.784569
-73.16026,92,86.851171
-15.26696,26,86.87017
-8.233933,17,86.883179
-19.72222,31,86.905701
-28.202816,45,86.939702
-20.150334,42,86.97271
-14.51974,21,86.991225
-44.353411,66,87.042226
-11.470191,11,87.050226
-48.205314,74,87.10772
-63.825388,106,87.188672
-16.768946,27,87.208676
-34.507626,51,87.245673
-41.988146,63,87.754099
-38.286377,68,87.806871
-12.386923,16,87.81987
-19.123992,33,87.84587
-24.577473,28,87.868389
-31.577568,47,87.905899
-29.086534,49,87.945199
-53.457529,88,88.010714
-10.453998,17,88.023114
-10.360098,20,88.038115
-17.685032,22,88.055115
-18.663867,38,88.08335
-10.84148,15,88.093867
-40.190773,76,88.148867
-34.748689,43,88.179875
-65.84324,100,88.253492
-28.070035,51,88.290127
-34.214567,58,88.332128
-28.040146,37,88.359128
-32.128375,35,88.384136
-10.246531,17,88.395652
-15.156093,20,88.410651
-11.397912,17,88.422652
-17.072496,21,88.437655
-42.125094,80,88.496726
-13.52873,15,88.508725
-7.582543,10,88.51673
-40.570583,62,88.561728
-14.537194,23,88.578732
-7.550656,16,88.590249
-39.460767,56,88.630064
-42.953589,68,88.679072
-9.073209,13,88.688742
-9.767521,14,88.699256
-22.331865,35,88.724257
-8.905848,18,88.737257
-51.706865,86,88.798781
-15.593784,23,88.815877
-5.041974,14,88.826879
-38.102619,72,88.879887
-26.306834,39,88.908402
-23.394479,31,88.930403
-25.152753,34,88.954404
-24.858055,38,88.981407
-7.44194,9,88.988915
-10.919783,15,88.99992
-35.151502,54,89.039924
-78.802558,106,89.118451
-58.62712,86,89.18429
-23.661009,43,89.216803
-32.949036,59,89.260769
-19.994867,21,89.737882
-9.648299,12,89.747883
-43.47426,58,89.79565
-22.06793,27,89.816725
-8.519343,11,89.825231
-25.165204,43,89.857806
-64.093923,102,89.938338
-88.746504,145,90.046861
-36.555185,56,90.089453
-37.09073,54,90.128462
-12.286926,13,90.138462
-26.483706,51,90.174464
-15.695646,24,90.191986
-9.954373,13,90.201986
-23.925238,38,90.228986
-12.391435,16,90.239986
-16.553488,16,90.251987
-33.433721,48,90.286862
-7.448375,8,90.292376
-7.266098,12,90.301377
-22.509523,48,90.337378
-27.122864,44,90.370378
-16.484764,21,90.386385
-18.001731,24,90.403902
-18.761708,33,90.427903
-17.75089,21,90.443903
-17.467767,21,90.459903
-10.028485,23,90.477909
-24.608706,36,90.503425
-32.305887,54,90.543426
-7.478003,11,90.552427
-43.040717,74,90.605948
-652.307191,1000,91.836292
-13.870874,18,91.850292
-18.868006,25,91.870293
-13.617976,26,91.892815
-23.351862,35,91.923816
-32.289056,50,91.961817
-8.200816,14,91.971812
-13.145767,23,91.98882
-12.781559,16,92.001338
-682.246528,1000,92.732396
-10.930579,15,92.743396
-26.653447,38,92.771398
-13.997835,21,92.786404
-7.603764,18,92.800921
-10.242721,11,92.809437
-85.225288,134,92.908557
-9.422139,16,92.920555
-38.689621,54,92.961556
-50.539449,78,93.017084
-6.464046,14,93.028079
-59.585231,112,93.111148
-20.172122,24,93.130148
-33.091549,52,93.170145
-38.517223,54,93.209669
-17.237049,22,93.226669
-11.711718,14,93.237669
-23.627203,33,93.261676
-15.115108,16,93.737
-22.076852,42,93.773006
-37.029835,58,93.818643
-4.937051,13,93.829644
-11.063859,18,93.843644
-24.636948,39,93.873645
-33.912228,53,93.915168
-35.221402,54,93.958168
-8.402088,11,93.967169
-9.856048,18,93.981178
-14.026115,19,93.995694
-12.546289,34,94.021693
-16.441005,22,94.039696
-17.159831,25,94.059695
-11.122928,13,94.070695
-17.471726,38,94.100217
-63.814945,108,94.179321
-57.83949,83,94.243842
-16.014238,21,94.259849
-35.047494,53,94.298016
-13.799577,27,94.318017
-9.417193,15,94.329017
-5.535427,16,94.342018
-12.045566,18,94.356019
-22.946257,29,94.378033
-25.754678,46,94.412553
-27.949383,44,94.446626
