#{"t_start": 1787237925.0067215, "env_id": "Ant-v5"}
r,l,t
-20.18157,19,67.620263
-6.63093,13,67.63027
12.002531,37,67.659377
-22.897945,35,67.685378
-25.432534,36,67.713897
-35.99012,48,67.752897
-95.534917,152,67.86542
-16.060122,43,67.897551
-16.169373,74,67.955004
-32.260456,39,67.985005
-66.496736,77,68.043043
-17.971127,17,68.056042
-19.801227,19,68.071043
-42.399906,35,68.55928
-2.068236,33,68.58328
-4.540704,20,68.597287
-22.153359,51,68.634802
-22.448365,74,68.691811
-16.319063,12,68.700811
-33.243153,50,68.736923
-88.901446,72,68.787925
-15.368619,17,68.800933
-33.838072,32,68.823454
-6.877829,13,68.832453
-64.971327,77,68.886461
-20.420227,18,68.899536
-42.228717,32,68.921052
-8.279824,49,68.956052
-8.401892,28,68.977052
-19.325914,26,68.995058
-25.065267,31,69.016806
-26.66038,29,69.037806
24.588722,56,69.076807
-109.300534,81,69.13533
-31.663341,29,69.155329
-37.760686,39,69.18233
-16.883802,16,69.194338
-16.473285,41,69.224854
-10.698397,15,69.235855
-29.872977,36,69.262856
-61.046479,39,69.290864
-15.32269,52,69.328377
-8.927411,13,69.338378
-89.613842,89,69.400387
-67.893597,81,69.459903
-41.90106,36,69.486903
-12.032278,32,69.510427
-18.533056,27,69.529551
-18.270075,32,69.552552
-11.307309,18,69.566551
-14.857,30,69.590559
-80.142318,74,69.643591
-14.447628,32,69.667599
14.504154,22,69.684599
-1.225841,84,69.748126
-64.874134,70,69.798134
-47.199849,27,69.81765
-38.409904,52,69.855651
2.475017,30,69.878657
0.374821,21,69.895169
-1.502755,52,69.933269
-31.007046,25,69.952269
-12.612395,15,69.96327
-29.321817,21,69.979271
-8.171218,47,70.014309
-16.063458,16,70.026889
-17.387342,15,70.500097
-20.873841,23,70.518256
-16.668351,28,70.539371
-79.067139,81,70.598378
-66.951692,99,70.673898
-82.690754,71,70.725425
-23.169575,19,70.738424
-9.307614,25,70.756425
-30.170352,25,70.775426
-20.450096,17,70.787426
-32.171141,55,70.82795
-65.005474,91,70.891959
-22.119341,27,70.910475
2.468728,14,70.920475
-13.588923,14,70.930476
-769.436647,1000,71.66621
12.06585,14,71.677211
-19.17653,15,71.687211
-55.537068,47,71.724734
-66.033409,102,71.811257
-67.261634,59,71.855258
-25.042109,39,71.885266
-19.979945,21,71.900362
-22.568099,22,71.91839
-1.919507,13,71.92739
-59.298523,58,71.97239
7.293726,33,71.997398
-68.578844,75,72.515093
-37.754554,33,72.541182
-32.150651,19,72.555184
-13.078987,11,72.563185
-25.445872,46,72.597192
-12.150621,19,72.611712
-58.036128,46,72.645713
-53.62829,63,72.69272
-114.310055,67,72.739237
-90.984025,95,72.805411
-7.626374,12,72.814929
-26.584643,19,72.82793
-19.639217,47,72.859942
-35.054345,19,72.87393
-64.210439,62,72.919454
-46.60319,50,72.957454
-35.523472,62,73.004462
-0.0404,16,73.016065
-30.959833,27,73.036066
-133.59581,172,73.16059
-85.495932,64,73.207106
-34.453522,43,73.238116
-765.823761,1000,73.991996
-21.453756,51,74.485552
-3.349813,19,74.50056
-16.997803,21,74.516072
-20.476282,33,74.541178
-55.558351,96,74.613694
-106.576475,102,74.685694
-59.792887,66,74.734218
1.021778,24,74.752218
-21.022182,30,74.773218
-64.593772,66,74.819739
-61.772782,68,74.87074
-16.428656,29,74.89378
-4.716019,27,74.914897
-9.118562,25,74.932897
-19.96543,23,74.949898
-18.191638,24,74.966899
-27.311862,46,75.000906
-41.422769,38,75.032667
-0.92156,13,75.042669
14.646626,37,75.06967
-27.572165,94,75.140193
-22.269158,16,75.152194
-102.632159,52,75.190194
-26.933556,12,75.199201
-19.615319,18,75.212715
-758.018782,1000,75.975657
-33.847576,50,76.486912
-15.500189,17,76.500917
-28.370366,40,76.532604
-22.813445,14,76.542602
-13.713102,37,76.569604
-20.353644,48,76.605612
-768.406104,1000,77.343901
-63.518705,96,77.414429
-7.060266,24,77.432429
-36.921331,18,77.445429
-41.263938,33,77.470429
-34.553742,36,77.496438
-43.941293,63,77.542075
-0.427439,24,77.561075
-30.38395,17,77.574075
-27.856112,31,77.598083
-8.828103,10,77.605082
-3.287988,16,77.616597
-77.302768,60,77.663118
-0.435745,37,77.692118
-7.892515,14,77.703126
-15.812188,22,77.719643
-10.231201,11,77.728644
-32.954175,41,77.760644
4.800444,37,77.788644
-75.25646,50,77.828167
-93.117499,162,77.971816
-32.492256,23,77.996825
-14.869195,13,78.007826
-1.661282,16,78.018858
-0.552709,14,78.02948
-12.289786,13,78.478907
-34.328189,52,78.522939
-32.757454,27,78.543505
-52.20435,42,78.577506
-24.530932,56,78.61703
-14.673963,20,78.632029
-26.366025,50,78.67003
-79.172767,104,78.743554
-11.753431,34,78.767554
-24.056821,49,78.802558
-43.630903,33,78.827075
-26.398605,39,78.854074
-38.277928,51,78.890075
9.934422,86,78.9506
-67.725284,107,79.025232
-9.548023,45,79.056232
-54.571407,66,79.103241
-61.884235,47,79.136759
-5.372286,39,79.165757
2.315235,20,79.180758
-1.870946,24,79.198766
-37.923748,56,79.240283
-812.891544,1000,80.461133
-18.079629,44,80.494137
-16.243776,28,80.514658
-24.752638,34,80.540172
-20.250146,15,80.551172
-38.197451,87,80.623699
-53.400595,47,80.6587
-13.164293,22,80.6747
-32.696057,33,80.69971
-16.781982,12,80.708708
-38.642934,39,80.739228
-7.474595,13,80.749228
1.924403,47,80.785229
-14.895656,65,80.83575
-21.798411,46,80.869751
-15.812553,16,80.881758
-14.662419,20,80.897283
-31.436562,24,80.914397
-26.218747,43,80.947398
-24.114196,23,80.9654
-23.174811,22,80.981399
-685.549989,1000,81.725508
-114.929932,133,81.824032
-14.558597,16,81.835032
-0.777062,30,81.858032
-35.071755,33,81.884032
-163.90148,119,81.972809
-15.727644,11,81.980808
-40.819142,37,82.45455
-31.008435,27,82.47555
-6.032724,30,82.498557
-29.951913,43,82.530585
-8.561657,19,82.544177
-59.793894,38,82.571177
-13.260643,75,82.625653
-35.820867,34,82.650653
-16.891915,35,82.676653
-46.518558,105,82.755181
-69.851351,65,82.802187
-13.085932,26,82.820704
-5.395694,18,82.834705
-35.203337,56,82.873706
-48.154363,43,82.904712
-732.576807,1000,83.655641
-32.261139,15,83.667641
-29.58157,24,83.685641
-25.013389,33,83.710649
-84.272307,99,83.785165
-4.280804,17,83.799172
-0.070035,14,83.810173
-20.545288,17,83.823692
-14.856463,43,83.856693
-28.41078,28,83.8787
-30.039686,38,83.909455
-40.797984,31,83.933973
-39.665958,44,83.966973
-31.592037,22,84.467198
-5.275597,21,84.484197
-24.781393,38,84.515724
-2.114269,11,84.523724
-48.190093,51,84.560824
-14.34196,24,84.578825
-20.464559,17,84.590826
-1.203932,20,84.605832
-18.739209,110,84.686349
-7.499187,16,84.699358
-86.182136,74,84.752221
-14.419635,47,84.787221
-10.084851,47,84.820744
-6.677572,11,84.828744
-27.838741,75,84.887755
-51.175206,57,84.930359
-9.977451,19,84.943358
-71.428018,62,84.99036
-38.537661,64,85.037985
-4.916941,19,85.051985
-37.390906,43,85.085985
-75.820117,84,85.148511
-716.137009,1000,85.891845
-18.302388,25,85.911853
-12.867632,16,85.923367
-19.808107,27,85.942368
-38.582935,89,86.471132
-55.581132,80,86.530753
-58.074435,66,86.578753
-33.82323,35,86.60376
-9.859465,16,86.615276
-13.665731,15,86.627276
-45.112179,52,86.664277
-19.532999,23,86.681278
-13.111666,31,86.702286
-75.714599,73,86.753802
-53.747993,50,86.790802
-8.171714,18,86.80381
-6.017993,29,86.824325
-732.995504,1000,87.565508
-17.027097,19,87.579508
-81.841782,50,87.61603
-13.732034,15,87.627031
37.193426,72,87.682141
-12.468781,19,87.697142
-35.800847,48,87.734663
0.294478,16,87.746662
-50.128603,158,87.864188
-39.298646,32,87.889188
15.838721,78,87.946711
-15.246731,24,87.964711
-28.212725,23,88.447412
-30.829263,73,88.503791
-10.781874,33,88.527817
-3.873137,12,88.536434
-17.858002,35,88.562442
-17.059941,27,88.583442
-9.958753,24,88.601452
-29.776746,50,88.638968
8.097525,52,88.675968
-41.30248,85,88.73649
-730.235987,1000,89.484264
-95.128849,97,89.555894
5.254901,27,89.575894
-96.662149,66,89.622417
-26.817896,47,89.655504
-7.418157,56,89.696504
-35.617645,29,89.717025
-2.23065,23,89.734026
2.458095,32,89.758026
-5.708122,39,89.787026
-16.521088,44,89.81955
-20.75983,18,89.83255
-15.81142,19,89.848551
-23.112796,35,89.876558
-19.595224,32,89.900132
-8.157366,11,89.909139
5.669319,48,89.946655
-25.257307,42,90.430394
-20.292312,48,90.467391
-5.068141,16,90.479394
-40.906829,66,90.528435
-37.50892,74,90.587264
-26.811081,60,90.630423
-13.778704,17,90.643423
-66.389996,78,90.697424
-20.408141,79,90.753947
12.452697,51,90.790947
-10.312071,10,90.797948
9.33294,11,90.805956
-11.315876,15,90.816464
-6.85831,25,90.833472
-15.012237,18,90.846472
-57.900146,99,90.91348
-19.276016,79,90.967996
-12.320203,26,90.987995
-81.715577,91,91.053623
-9.243389,52,91.091624
-11.878361,14,91.102631
-7.548062,14,91.112631
-14.869961,15,91.124146
-5.12026,24,91.142146
-19.590348,36,91.169147
-14.654657,23,91.185147
-139.936328,154,91.298675
-23.041775,31,91.320198
29.913849,31,91.343199
-30.563729,33,91.367198
-10.359353,14,91.378199
-8.844347,28,91.3992
-2.219246,12,91.408206
-733.751699,1000,92.640804
-109.950864,120,92.731037
-35.657171,56,92.771036
-27.441961,42,92.800037
-20.015994,47,92.832562
-16.411224,34,92.855563
-59.241583,49,92.893089
-32.172848,14,92.905713
-39.96874,65,92.954224
-6.31908,25,92.973225
-115.848813,152,93.089852
-13.984284,12,93.098853
-2.315503,15,93.10886
-61.149385,50,93.145376
2.466402,69,93.196377
-15.418118,204,93.343421
-49.777336,82,93.402423
-3.395183,41,93.432946
-34.639432,68,93.481948
44.189386,77,93.537985
-58.127036,256,93.722867
-43.164624,37,93.74987
-51.723709,43,93.780871
-12.401043,12,93.78987
-20.897855,57,93.831396
-45.942155,45,93.866397
-15.288072,21,93.882397
-19.892646,69,94.392204
-15.763568,95,94.469727
-25.019238,27,94.490727
26.889837,37,94.516735
4.485043,61,94.560375
-633.52695,1000,95.310782
-0.134777,44,95.343302
-21.102488,32,95.367302
-9.067436,11,95.376303
-1.868,13,95.385303
-17.065371,30,95.409309
-73.026838,145,95.515832
5.121978,35,95.543087
-20.04644,12,95.551983
-47.443159,56,95.592984
-3.115383,18,95.605992
-51.697397,67,95.656599
-90.019719,134,95.757122
3.851704,50,95.795124
-27.315892,23,95.811131
-21.884266,52,95.851658
-5.691918,15,95.863649
-36.88382,82,96.396549
-13.47585,23,96.415558
-29.97906,42,96.447104
-118.575548,99,96.521627
-53.996469,55,96.561903
-52.188818,48,96.606913
-19.842703,54,96.647337
-15.968737,20,96.662337
-49.697307,118,96.743703
-52.464031,88,96.804703
-32.241896,86,96.864228
26.552388,37,96.890228
-19.25174,26,96.908236
-12.732521,13,96.918237
-48.464468,51,96.954752
-26.333794,64,97.003759
-633.952146,1000,97.746926
-25.345983,33,97.771927
-19.458341,32,97.794927
3.913349,59,97.83945
11.73493,37,97.86845
-22.569147,46,98.3687
-102.194088,98,98.444229
-15.940222,28,98.466782
-14.480871,15,98.478782
-12.064107,19,98.492783
-37.288848,96,98.562392
-14.514694,12,98.571392
-39.821393,39,98.598392
-12.431001,19,98.611421
-34.383359,60,98.652936
-44.544864,46,98.685936
-6.686066,66,98.733463
-56.028988,61,98.778464
-135.630888,130,98.867986
-64.290644,80,98.922642
-2.794603,13,98.932655
-9.331518,43,98.962651
-2.53787,56,99.00166
-5.535793,16,99.012167
2.58366,39,99.041582
-4.458937,35,99.066584
-55.241885,82,99.126108
-89.694734,76,99.182108
-29.337627,25,99.200109
-84.052881,53,99.238631
8.701478,23,99.256632
-13.451884,12,99.265631
-16.200071,45,99.298632
-715.642665,1000,100.528869
-699.520503,1000,101.267704
-4.484106,13,101.277704
