#{"t_start": 1787236830.7055573, "env_id": "Ant-v5"}
r,l,t
-23.599988,19,15.875123
-46.276215,46,15.90813
-27.424372,34,15.933128
-111.211257,108,16.011657
-21.301201,21,16.027654
-21.503706,16,16.039665
-48.717676,44,16.07318
-25.386666,25,16.091183
-108.230998,106,16.165704
-71.380535,62,16.209709
-1061.791531,1000,16.949845
-86.380921,83,17.477324
-66.991167,71,17.534326
-36.433008,27,17.556849
-25.590042,28,17.57885
-25.028699,31,17.60285
-23.273227,24,17.62185
-16.604405,19,17.636847
-63.124182,62,17.684432
-38.026188,40,17.715427
-29.265484,28,17.736433
-102.900023,95,17.807046
-23.096097,20,17.822052
-25.253142,21,17.837049
-47.02668,48,17.874573
-261.220384,255,18.062756
-1046.378005,1000,18.791481
-60.458765,56,18.833073
-34.403171,34,18.857596
-89.107311,88,18.920598
-42.850291,45,19.419384
-14.302972,19,19.43538
-13.323613,13,19.446398
-19.916707,22,19.463126
-1057.77202,1000,20.230774
-20.696303,19,20.244782
-38.287649,38,20.2723
-67.040044,67,20.319499
-1062.444367,1000,21.538037
-20.557001,15,21.551044
-66.542947,65,21.603554
-36.299996,37,21.632549
-124.774505,129,21.731318
-42.968134,46,21.766829
-50.447979,47,21.801333
-28.496239,33,21.826341
-26.364297,25,21.844349
-31.256378,26,21.862864
-20.394417,23,21.881228
-24.110814,22,21.896864
-42.434151,43,21.929868
-26.514656,25,21.948876
-39.367353,51,21.986391
-50.038354,54,22.027394
-20.659886,19,22.041393
-1034.255129,1000,22.771652
-58.18111,55,22.811762
-117.243671,125,22.901287
-50.502175,48,22.936287
-47.436423,38,23.421079
-16.848034,16,23.435083
-42.465453,37,23.465592
-56.792443,51,23.507598
-1023.105507,1000,24.274464
-52.514,48,24.310579
-70.801892,75,24.369104
-58.438116,79,24.427105
-62.327456,64,24.47363
-82.590831,78,24.530635
-15.970583,15,24.54171
-26.709343,29,24.562253
-156.316934,156,24.676785
-49.811072,49,24.712785
-72.004792,80,24.771305
-27.335021,29,24.791312
-28.150821,33,24.81556
-24.401544,24,24.832561
-41.56379,44,24.865082
-100.235363,109,24.943085
-48.825401,50,25.434782
-17.766045,26,25.455789
-26.128142,29,25.479303
-61.428219,58,25.527308
-26.870067,28,25.549316
-48.932757,61,25.598834
-32.386848,35,25.626835
-13.929195,15,25.63883
-26.877569,27,25.659361
-15.95384,18,25.6736
-29.518656,25,25.693605
-15.874084,16,25.705605
-13.835459,14,25.716601
-23.026471,23,25.734606
-1009.137372,1000,26.484712
-31.125124,25,26.503712
-38.080186,41,26.534439
-83.223539,98,26.604968
-26.045077,27,26.623968
-109.127248,116,26.706491
-25.714309,24,26.723491
-16.620578,13,26.733492
-70.660798,66,26.783022
-21.998075,22,26.800299
-57.731642,58,26.844299
-25.735198,25,26.862822
-34.61666,32,26.885822
-18.847143,16,26.897821
-33.231141,32,26.919824
-23.686446,22,26.935822
-38.602256,43,27.441862
-69.169438,78,27.503387
-30.876765,28,27.525383
-37.271615,37,27.555071
-80.067921,83,27.620585
-41.530288,41,27.652597
-22.026141,27,27.675375
-1030.73078,1000,28.423441
-18.340235,19,28.437441
-37.615583,36,28.462965
-56.800986,67,28.510966
-1027.068658,1000,29.732708
-991.744409,1000,30.478328
-17.515414,20,30.493328
-34.216697,34,30.518328
-15.321651,14,30.528329
-34.498929,29,30.55052
-74.895855,71,30.602035
-23.249469,30,30.623035
-53.705341,50,30.659017
-42.747773,50,30.695534
-30.164293,26,30.715535
-53.176777,57,30.756541
-52.205184,61,30.805146
-12.340333,12,30.814155
-27.716344,30,30.837154
-19.249607,17,30.850162
-40.134619,42,30.879677
-7.74978,6,30.884676
-25.675263,31,30.906677
-26.927468,30,30.929678
-26.634873,27,30.948684
-13.001929,21,31.420109
-42.684817,42,31.454113
-66.598276,78,31.517629
-14.937493,14,31.529629
-34.239215,31,31.55364
-60.788981,68,31.607602
-18.762904,18,31.621607
-22.256207,19,31.636607
-1007.152784,1000,32.378927
-986.453658,1000,33.589779
-44.426672,54,33.631775
-74.68056,79,33.693578
-18.423134,20,33.708579
-28.469082,32,33.733578
-14.644745,17,33.746576
-59.780514,62,33.795105
-20.309078,19,33.811225
-117.950361,121,33.905743
-6.835652,7,33.910746
-18.436511,18,33.924746
-27.609374,29,33.945748
-17.077585,19,33.959756
-16.364819,21,33.976271
-32.466536,35,34.001272
-25.567455,28,34.021273
-39.225481,43,34.05328
-61.776886,66,34.101795
-1025.710262,1000,34.838848
-133.635446,143,34.944373
-29.359285,32,35.427368
-29.046979,34,35.455376
-20.049677,27,35.478892
-16.295175,15,35.491892
-32.054728,30,35.516893
-19.598565,22,35.535893
-117.077823,124,35.634405
-44.44642,45,35.668921
-17.138087,16,35.681152
-21.956998,23,35.699148
-118.656489,140,35.80978
-54.7195,56,35.852781
-18.823055,24,35.871303
-51.637623,53,35.912304
-64.983158,64,35.959312
-35.315326,37,35.986828
-61.380431,71,36.03983
-18.951706,17,36.05283
-22.812917,19,36.066843
-69.821466,86,36.128477
-25.16582,24,36.145478
-118.911587,140,36.246661
-95.321906,96,36.32031
-40.799465,40,36.350311
-12.025154,12,36.360318
-20.256024,25,36.378841
-128.633681,158,36.495365
-100.843321,96,36.565371
-52.204044,56,36.605886
-63.9734,74,36.662901
-77.164723,82,36.722499
-31.742648,35,36.748427
-98.906851,116,36.83324
-91.019278,105,36.911766
-73.209685,79,37.423356
-22.686097,25,37.443356
-82.049253,81,37.507867
-49.321836,55,37.554872
-64.137473,69,37.608383
-26.45003,24,37.627383
-1018.427644,1000,38.373436
-35.275033,34,38.399436
-12.282581,12,38.408436
-18.777453,22,38.423437
-34.168254,31,38.446437
-12.603729,12,38.455446
-32.445581,34,38.480963
-115.497968,117,38.565463
-19.620831,28,38.585979
-15.456528,12,38.594981
-17.727019,19,38.60898
-9.696396,13,38.61798
-39.119789,44,38.64998
-47.465879,47,38.6835
-33.952559,30,38.704502
-86.997258,95,38.778025
-33.773754,31,38.801549
-39.551236,44,38.833149
-9.980804,13,38.842149
-25.533201,25,38.861156
-31.829573,37,38.889678
-17.415182,16,38.901675
-27.98356,30,38.924675
-56.06269,77,39.439593
-115.547721,158,39.564126
-25.093684,32,39.589644
-21.544572,22,39.608644
-49.144541,53,39.649641
-87.888358,94,39.724689
-56.852165,70,39.778215
-16.276743,15,39.790222
-79.025326,98,39.864313
-10.77566,11,39.872824
-44.227997,50,39.90983
-16.471574,20,39.924832
-43.887243,42,39.95483
-16.898598,22,39.971344
-110.50805,98,40.045358
-36.253995,45,40.078148
-38.477291,50,40.115149
-64.653871,61,40.161161
-14.884126,18,40.174566
-40.267488,46,40.208566
-71.329086,71,40.261574
-37.349478,43,40.294612
-22.803196,21,40.312193
-11.957678,14,40.324194
-32.747385,38,40.352194
-36.412399,40,40.381714
-36.506159,35,40.406717
-31.347262,30,40.428715
-19.431749,26,40.447716
-39.891958,36,40.473238
-15.431565,15,40.484239
-963.902539,1000,41.704387
-21.27845,24,41.723388
-87.238506,104,41.803437
-30.769711,40,41.835453
-70.839695,77,41.894962
-13.770797,15,41.906963
-12.308621,12,41.915962
-126.628018,153,42.028489
-38.698374,40,42.057498
-47.825328,53,42.096013
-28.317739,30,42.119013
-12.627445,14,42.129013
-22.646504,26,42.148014
-76.287863,77,42.203542
-22.495487,22,42.220542
-72.194108,78,42.276072
-43.682344,48,42.31029
-16.982747,14,42.321291
-29.6189,38,42.349291
-30.132567,25,42.367304
-18.230683,18,42.379816
-24.887068,25,42.397817
-31.902695,38,42.425817
-34.445591,42,42.458825
-51.029373,65,42.506673
-18.043774,19,42.520672
-62.308683,60,42.563681
-108.484221,126,42.655195
-16.96405,18,42.670204
-63.291767,71,42.721827
-15.062601,16,42.732827
-122.936821,131,42.828492
-43.655238,42,42.8595
-84.484831,86,42.921114
-92.064769,110,43.461801
-929.597424,1000,44.23116
-81.46834,82,44.291803
-69.896336,81,44.351805
-34.355761,31,44.375327
-22.863561,19,44.389327
-18.671767,17,44.403327
-27.569013,24,44.420328
-19.453053,19,44.434329
-14.036255,20,44.449328
-119.327478,126,44.54385
-30.618577,39,44.571859
-104.595398,107,44.651372
-42.987798,40,44.681896
-15.184358,17,44.695033
-20.873284,27,44.714897
-53.087845,70,44.767905
-36.159346,33,44.792427
-67.015483,67,44.842559
-18.653721,20,44.856559
-65.691056,74,44.915088
-22.313444,28,44.938082
-41.465618,42,45.427866
-16.545349,18,45.442866
-69.702854,72,45.501979
-48.348435,55,45.547977
-73.218537,88,45.618501
-22.214013,25,45.638499
-4.348994,10,45.646499
-18.964821,16,45.6585
-77.903717,81,45.72054
-24.81873,34,45.74754
-12.85157,15,45.759548
-13.910533,13,45.769544
-985.82792,1000,46.506858
-72.717892,87,46.569714
-48.890872,62,46.613229
-35.149914,40,46.64223
-17.022213,20,46.656229
-18.329585,15,46.668236
-19.141433,19,46.68175
-91.080929,87,46.745026
-953.896728,1000,47.979697
-40.024176,46,48.013699
-9.413727,9,48.019699
-31.3901,34,48.044699
-54.374994,54,48.08222
-32.621968,37,48.109221
-13.994051,12,48.11822
-127.355674,134,48.214747
-29.175858,39,48.242746
-19.253264,18,48.255746
-16.123792,18,48.268754
-19.466318,24,48.286268
-18.073102,15,48.297349
-26.52781,34,48.323349
-74.929729,74,48.375864
-61.208921,64,48.420872
-12.821508,10,48.427872
-29.034629,26,48.446872
-34.821582,38,48.47388
-15.765383,18,48.487397
-35.772449,46,48.519396
-46.12834,62,48.563405
-16.03052,13,48.573881
-70.441721,78,48.631412
-12.121623,13,48.641411
-45.618906,50,48.678933
-10.895772,25,48.697934
-48.854275,59,48.741935
-11.814868,13,48.751936
-70.805348,82,48.813983
-18.961416,24,48.831689
-28.265375,39,48.860691
-29.506618,25,48.879216
-32.622994,27,48.899221
-95.667207,126,49.440989
-12.58008,16,49.453989
-19.647372,20,49.470996
-36.701065,39,49.503521
-49.362541,65,49.557511
-18.367106,19,49.572514
-37.398023,44,49.60702
-28.190534,39,49.637029
-37.667245,51,49.677539
-58.172529,72,49.733759
-19.233576,23,49.75176
-95.789798,107,49.83437
-932.460623,1000,50.579182
-88.978913,92,50.648183
-18.147744,20,50.662184
-45.629527,57,50.703709
-29.334522,28,50.723709
-70.837094,79,50.785232
-14.901582,15,50.796239
-24.397911,32,50.820373
-936.027161,1000,52.04719
-41.393609,44,52.078712
-57.250302,69,52.127721
-12.677113,19,52.141724
-92.409288,110,52.220244
-19.461415,21,52.236245
-73.471544,80,52.294309
-44.95819,65,52.342946
-71.212343,97,52.413469
-34.605236,35,52.439469
-13.208895,16,52.452469
-36.519003,48,52.487999
-115.552002,145,52.596525
-22.975788,22,52.614526
-79.153774,89,52.681049
-13.922664,15,52.692048
-398.262738,415,53.460438
-43.571814,52,53.505959
-114.740863,140,53.621483
-899.713779,1000,54.386223
-25.1368,24,54.404224
-69.027863,74,54.459226
-35.314639,49,54.494747
-27.146021,26,54.513747
-61.261735,70,54.564749
-26.673336,30,54.586271
-908.020994,1000,55.812803
-139.609369,166,55.939704
-29.543508,29,55.961705
-52.483908,65,56.010233
-925.628909,1000,56.748701
-39.463989,43,56.780706
-899.695891,1000,58.007918
-29.731639,30,58.029835
-31.53393,44,58.061836
-25.983107,43,58.093356
-19.730195,24,58.110357
-19.763228,26,58.129357
-27.711762,27,58.150358
-8.923707,11,58.157358
-31.650925,33,58.181366
-49.334075,54,58.219883
-45.542146,54,58.257889
-37.18935,44,58.289913
-21.431575,24,58.306516
-911.810717,1000,59.493033
-11.60888,13,59.504039
-12.930207,16,59.517037
-24.936179,33,59.543038
-22.73828,27,59.564039
-31.341016,40,59.596564
-66.76158,81,59.658648
-905.922636,1000,60.403741
-83.662879,109,60.481751
-86.959468,95,60.549264
-40.215914,50,60.585786
-13.251769,20,60.60079
-13.783413,14,60.611789
-10.479562,12,60.61979
-70.463484,89,60.683799
-34.437284,45,60.716313
-62.561729,71,60.766315
-31.187084,34,60.790838
-850.536054,1000,62.017476
-42.648896,47,62.051484
-15.823693,15,62.061484
-25.463751,27,62.08084
-67.386083,66,62.130355
-9.408573,14,62.140354
-54.172246,70,62.192145
-55.158969,50,62.228146
-22.586855,21,62.243144
-26.713975,30,62.265146
-15.220047,18,62.277785
-16.266856,21,62.294508
-103.585062,137,62.393031
-11.125846,13,62.403035
-8.095631,10,62.411037
-43.950294,50,62.448033
-57.249228,68,62.498556
-32.851782,42,62.528259
-34.767291,40,62.557265
-26.318067,31,62.580271
-884.12818,1000,63.80813
-16.900995,20,63.824248
-16.190934,21,63.841246
-57.634297,72,63.895749
-15.69319,17,63.909754
-13.186331,15,63.921753
-41.85666,54,63.963675
-17.508061,25,63.983675
-12.689491,31,64.00819
-37.021027,49,64.04319
-12.220974,18,64.05619
-834.556341,1000,64.790355
-37.512526,57,64.833063
-42.236604,51,64.870067
-17.879171,31,64.89359
-18.781578,20,64.908591
-12.308949,13,64.91859
-18.731595,27,65.375566
-9.346253,12,65.385565
-13.832876,15,65.398082
-29.704232,34,65.425082
-16.10627,19,65.440083
-46.121983,47,65.479092
-11.324767,16,65.492619
-12.989381,17,65.507612
-35.398558,47,65.545612
-17.646836,29,65.569752
-7.354284,12,65.579755
-19.6041,19,65.594261
-65.736093,89,65.663262
-42.349876,44,65.698277
-58.002466,78,65.759284
-36.02577,48,65.797821
-51.24731,80,65.860945
-13.880525,19,65.875661
-27.869424,36,65.904175
-18.934867,20,65.919175
-13.593798,14,65.930176
-24.269625,33,65.955176
-847.875679,1000,66.69138
-11.55463,12,66.700388
-41.464269,51,66.739394
-10.024799,11,66.747392
-24.756971,23,66.765392
-55.761881,72,66.817432
-74.272178,89,66.883443
-21.851289,28,66.903045
-831.593733,1000,68.135579
-21.723496,28,68.156587
-36.427736,34,68.181792
-28.803049,34,68.206308
-13.670945,18,68.219308
-24.837265,36,68.245308
-15.797261,15,68.257308
-32.976577,39,68.285316
-48.306057,75,68.339076
-16.200826,21,68.355077
-41.840718,51,68.392591
-27.969088,31,68.414602
-17.241973,23,68.431601
-14.560288,16,68.443601
-50.692732,68,68.492608
-24.521098,36,68.519035
-92.507147,111,68.605559
-35.692185,51,68.643559
-35.735931,39,68.671559
-52.168688,67,68.722087
-34.706154,32,68.746087
-90.097562,102,68.821729
-107.31913,137,68.923738
-22.822629,30,69.391545
-32.848122,50,69.432063
-14.484882,18,69.447059
-16.325647,21,69.464064
-27.987821,41,69.498579
-58.234801,68,69.554585
-49.443211,82,69.618111
-26.340046,32,69.643105
-784.194753,1000,70.398036
-45.756976,74,70.453178
-11.014284,12,70.462041
-30.019937,30,70.48405
-61.463884,96,70.554568
-24.44953,29,70.577566
-22.901865,28,70.597702
-30.517971,34,70.6227
-852.634355,1000,71.851223
-31.008392,44,71.886232
-12.757516,11,71.894233
-40.209248,59,71.94175
-14.029703,20,71.958751
-19.44064,32,71.983757
-10.563344,15,71.995753
-56.445613,66,72.044267
-23.053729,23,72.061265
-29.638011,41,72.091274
-64.206379,84,72.15279
-19.721459,25,72.17079
-18.362213,29,72.191798
-37.109664,47,72.226314
-8.523456,15,72.238313
-63.118784,77,72.29805
-19.119818,21,72.31405
-21.287162,24,72.332051
-36.159325,49,72.368054
-14.40509,28,72.38906
-24.027956,27,72.40769
-39.413289,49,72.443574
-56.413351,82,72.503094
-35.534131,63,72.548096
-41.681839,57,72.591103
-21.288171,28,72.611425
-851.396164,1000,73.820744
-24.309868,27,73.842318
-16.743911,28,73.864319
-58.136505,88,73.932845
-16.251739,22,73.950847
-11.966215,19,73.964846
-65.921842,91,74.033372
-13.871137,20,74.048372
-18.622025,26,74.069377
-37.8997,40,74.099905
-31.700355,37,74.127904
-15.531245,20,74.142909
-46.653054,64,74.191536
-7.235554,11,74.200046
-789.790806,1000,75.388616
-93.079233,106,75.473641
-17.805144,22,75.49115
-11.232022,13,75.502677
-21.782861,24,75.525322
-18.811663,17,75.537376
-14.827166,25,75.556328
-27.079132,36,75.589255
-58.893384,79,75.653763
-60.752638,99,75.728782
-82.983787,101,75.80632
-23.370938,44,75.840535
-28.340222,52,75.880443
-35.628862,48,75.915963
-51.304123,80,75.979964
-17.359373,20,75.994977
-11.609456,18,76.010499
-16.804201,21,76.027497
-44.94447,68,76.077495
-63.590076,86,76.14093
-11.09795,16,76.152281
-12.000556,21,76.168282
-29.026663,46,76.201582
-31.302342,71,76.253581
-53.884029,75,76.308215
-13.236551,29,76.329217
-42.53418,63,76.374217
-810.7161,1000,77.585645
-18.702593,19,77.601147
-10.400815,12,77.611151
-21.361261,30,77.634152
-16.964145,24,77.652153
-9.747194,14,77.664153
-45.592363,76,77.723193
-776.874806,1000,78.473408
-17.032514,24,78.490414
-6.822082,12,78.499415
-795.441764,1000,79.717759
-15.865774,33,79.743765
-20.644909,22,79.760765
-104.354704,126,79.857811
-26.942176,30,79.880811
-13.814419,12,79.88982
-13.365968,16,79.902325
-83.538969,122,79.99635
-23.356832,37,80.023863
-97.603759,126,80.114396
-47.555515,63,80.160401
-46.429614,86,80.22117
-31.254306,54,80.261171
-21.484106,32,80.284179
-14.131116,24,80.301294
-18.151847,18,80.314811
-31.722383,39,80.342892
-23.030514,33,80.366812
-51.990651,81,80.427334
-783.050986,1000,81.628077
-11.852777,16,81.641069
-19.773807,26,81.662074
-63.404552,80,81.726116
-5.099277,13,81.737115
-30.429146,48,81.776117
-57.789941,64,81.827089
-9.199625,14,81.838644
-48.470784,61,81.885652
-29.587804,40,81.918161
-33.042728,43,81.951166
-32.433171,43,81.984168
-16.892856,18,81.998176
-78.963108,131,82.094699
-28.93857,46,82.129214
-149.156191,193,82.270738
-14.455495,24,82.287745
-49.110164,69,82.337517
-10.119289,14,82.347516
-21.562793,25,82.366517
-37.218467,48,82.403531
-5.356306,15,82.413757
-12.869904,15,82.424754
-39.918171,54,82.463753
-31.780214,35,82.48876
-17.747139,23,82.505979
-21.841298,28,82.525975
-25.540135,36,82.552976
-14.465573,26,82.570976
-33.456956,44,82.602984
-55.94255,82,82.662498
-17.573946,19,82.676499
-37.491082,59,82.724026
-14.011203,18,82.737978
-9.677371,14,82.747979
-88.675003,108,82.828025
-36.780281,43,82.860627
-38.204123,51,82.897638
-31.617456,38,82.926155
-8.732657,19,83.389333
-50.356823,76,83.450849
-13.783994,20,83.467848
-36.460804,57,83.512371
-26.508699,43,83.545372
-26.215118,45,83.581464
-12.916824,15,83.594574
-24.349238,27,83.617142
-22.170028,27,83.641143
-10.322141,17,83.657148
-25.285793,32,83.683157
-8.548244,20,83.699427
-30.189364,53,83.742929
-20.902816,25,83.76193
-22.068594,30,83.785935
-25.454551,37,83.814446
-86.618984,115,83.903696
-42.972436,64,83.955004
-29.838767,39,83.984349
-35.275494,49,84.020875
-17.976477,36,84.048875
-46.251701,59,84.090875
-17.208094,36,84.117398
-37.994466,55,84.159406
-13.219628,21,84.174601
-30.968883,42,84.204616
-19.336303,26,84.22413
-28.743578,40,84.256131
-10.701217,15,84.267132
-37.473637,46,84.302272
-53.681076,72,84.35479
-59.138186,92,84.42131
-732.304712,1000,85.631306
-18.882917,37,85.661303
-11.651986,28,85.683311
-50.000702,77,85.74305
-20.388479,37,85.773053
-7.532731,7,85.779055
-70.702989,103,85.859648
-46.348152,56,85.904659
-22.418676,39,85.935177
-40.797159,52,85.975642
-12.202577,14,85.986639
-56.147185,85,86.059166
-9.678699,17,86.072165
-68.781027,107,86.149889
-42.307287,55,86.191211
-81.474967,120,86.280742
-64.637436,99,86.351736
-7.999174,12,86.361533
-23.980345,31,86.384533
-30.48484,37,86.413023
-68.055446,98,86.484031
-25.98813,33,86.507542
-75.548159,100,86.580551
-16.769842,25,86.598558
-44.707889,55,86.640075
-47.51964,71,86.694924
-42.70271,64,86.742776
-725.053497,1000,87.98819
-7.090547,9,87.995192
-33.696258,42,88.026711
-735.139151,1000,88.771255
-14.350211,18,88.784255
-42.419959,54,88.827294
-12.946888,13,88.837877
-17.99342,22,88.854876
-31.002725,41,88.886878
-20.676373,30,88.908885
-10.018686,26,88.9274
-26.439347,40,88.956401
-11.579676,17,88.969401
-32.703244,52,89.461855
-165.989652,224,89.648316
-29.847415,72,89.705377
-29.504806,41,89.737879
-91.99579,133,89.841225
-29.274184,56,89.884804
-9.483378,24,89.904815
-10.741638,18,89.919333
-12.734814,19,89.933334
-20.50845,30,89.956334
-41.34219,65,90.005343
-38.289971,55,90.04686
-11.372723,22,90.063858
-47.72303,67,90.119458
-10.998206,14,90.129459
-7.507672,12,90.138459
-8.113152,12,90.147459
-75.291516,112,90.231983
-7.430466,13,90.241983
-43.968435,62,90.286992
-14.570702,22,90.302859
-14.78833,15,90.314373
-726.50973,1000,91.500444
-22.671615,32,91.526961
-12.221737,21,91.544961
-48.422885,91,91.622473
-35.418919,61,91.675469
-62.832883,115,91.767694
-55.425696,95,91.843289
-12.123797,16,91.855289
-733.915473,1000,92.605224
-24.099724,29,92.626744
-19.033034,27,92.646744
-183.212615,299,92.867024
-27.613725,45,92.901032
-46.53938,75,92.958554
-23.062778,39,92.987553
-44.536949,62,93.473929
-30.861608,42,93.510932
-36.18606,64,93.564439
-32.855805,47,93.602447
-54.212472,103,93.68297
-95.25468,141,93.798011
-20.744505,25,93.817527
-12.496296,32,93.843641
-13.233052,17,93.856642
-11.714931,22,93.874641
-92.339014,139,93.984165
-18.595661,33,94.009174
-9.908382,14,94.020691
-30.130724,53,94.061695
-40.860018,75,94.118214
-55.916019,99,94.19131
-20.266766,35,94.217833
-12.295817,38,94.245837
-22.098062,35,94.271848
-37.455302,44,94.303497
-10.981418,14,94.314013
-15.592204,18,94.327013
-28.013443,40,94.356015
-125.733582,181,94.48655
-14.016654,24,94.504557
-21.197153,31,94.52708
-22.957191,29,94.548286
-35.081091,65,94.596288
-8.156306,10,94.604295
-20.771255,31,94.627812
-37.475506,48,94.662813
-9.939004,15,94.673814
-17.457914,31,94.697815
-8.950446,12,94.706823
-17.730621,21,94.722338
-20.691919,30,94.744338
-23.784262,36,94.770338
-14.222968,30,94.792339
-21.915481,23,94.81035
-66.854041,106,94.887851
-57.407865,91,94.955375
-30.675214,55,94.997377
-23.279259,38,95.027646
-16.008149,22,95.489344
-52.16643,80,95.553846
-8.554628,17,95.567846
-703.626208,1000,96.330233
-13.795826,17,96.342233
-14.289445,23,96.359235
-707.374562,1000,97.544208
-9.782886,14,97.555208
-25.400327,31,97.580211
-7.009542,10,97.589209
-30.530413,55,97.632733
-13.816191,22,97.651734
-20.183286,34,97.678737
-10.960465,19,97.694244
-48.610261,76,97.755755
-8.748753,20,97.774755
-39.004855,46,97.809759
-14.128869,24,97.828767
-12.449505,25,97.848302
-261.079031,380,98.141869
-14.065466,24,98.159873
-25.209296,35,98.186439
-10.491392,17,98.198305
-39.903172,62,98.243826
-11.34623,18,98.256831
-38.644958,56,98.297559
-36.901114,53,98.337111
-36.75403,49,98.373116
-8.71778,8,98.379116
-22.36724,37,98.406119
-26.182045,45,98.43864
-6.40385,16,98.449635
-35.032361,51,98.486636
-35.476475,61,98.531701
-34.905957,78,98.587701
-16.667121,31,98.610709
-24.33025,31,98.633224
-668.469611,1000,99.839632
-19.003352,29,99.862632
-8.892038,12,99.871633
-10.546958,17,99.885633
-8.518026,13,99.899633
-77.040846,121,99.996808
-49.490026,71,100.052343
-21.014058,26,100.072298
-53.502777,93,100.14482
-19.496032,35,100.170823
-48.658525,84,100.233348
-9.476187,21,100.248348
-9.13781,15,100.259348
-8.412344,15,100.270349
-60.685758,89,100.33404
-33.312582,62,100.379982
-86.809464,157,100.492507
-12.487675,20,100.507513
-21.738209,49,100.546033
-13.407431,23,100.563032
-15.11124,25,100.582033
-67.210499,109,100.660562
-7.904642,16,100.672559
-19.980134,49,100.707566
-10.455042,26,100.727083
-19.438855,33,100.751244
-16.082352,18,100.764534
-47.689259,73,100.818844
-38.527516,62,100.864942
-33.309873,49,100.901058
-13.04717,19,100.915065
-12.694567,20,100.930581
-12.14102,14,100.94058
-691.858776,1000,102.181788
-139.298337,227,102.347893
-27.764613,32,102.371893
-14.274887,25,102.390889
-17.794233,35,102.415681
-11.016846,16,102.427197
-19.982249,31,102.450198
-18.341643,25,102.468198
-9.273228,13,102.477199
-24.466866,38,102.505207
-21.979249,38,102.533725
-18.271182,27,102.553723
