#{"t_start": 1787237937.5501997, "env_id": "Ant-v5"}
r,l,t
-32.467363,60,89.864748
-58.12547,77,89.924273
-11.920905,32,89.948272
-0.5369,33,89.975282
-7.853738,26,89.996302
-10.98745,18,90.009301
-80.627443,89,90.071189
-12.763723,15,90.081704
-18.136319,59,90.123704
-12.873516,34,90.147705
-48.617425,51,90.185234
-1.235429,28,90.205235
-15.767889,37,90.231235
7.629908,113,90.309762
-1.627689,17,90.321763
-34.033581,43,90.353066
-35.773406,54,90.39159
-26.079849,49,90.42759
0.443097,13,90.437591
-25.583422,25,90.454599
-32.573782,57,90.496215
-148.899192,78,90.555215
-26.074836,27,90.574222
1.747988,28,90.594741
-18.661129,66,90.642742
-663.968301,1000,91.870383
-1.935052,15,91.881895
-16.733649,13,91.890898
-15.951638,35,91.917899
8.251187,14,91.927898
0.83042,42,91.957899
-42.385661,90,92.020703
-26.382246,28,92.041703
-88.320998,100,92.113227
-8.309565,16,92.125226
-20.211117,33,92.148228
-18.758164,97,92.215749
-29.829759,28,92.237749
-38.584069,89,92.299275
0.280306,15,92.310275
-6.458576,21,92.325276
-18.685559,23,92.341281
-5.794805,26,92.360904
-1.865674,13,92.370909
-7.647077,15,92.382423
-45.503082,38,92.410423
-29.603593,62,92.456432
-93.747025,231,92.623513
-30.883202,43,92.654515
-9.728765,51,92.692037
-20.893092,77,92.748039
-32.748644,21,92.764038
6.581196,13,92.773046
-40.692573,30,92.795562
-58.757684,39,92.823562
-81.459918,83,92.884085
-11.063624,15,92.895085
-12.145866,14,92.905086
-84.874661,147,93.012715
-37.485314,61,93.058896
-39.610355,46,93.092429
-24.277496,24,93.109943
-16.560605,24,93.126943
-20.46028,36,93.153944
-8.770591,13,93.162944
-6.34191,12,93.171952
12.095957,19,93.185467
8.930893,69,93.722424
-16.751886,21,93.740427
-37.433672,133,93.839954
3.634652,18,93.854955
-7.936425,37,93.882469
-36.708638,40,93.912479
-22.397307,20,93.92748
-36.649391,62,93.970486
-51.206346,102,94.043305
11.378544,37,94.068312
-36.946669,37,94.095829
-0.778631,52,94.131829
-9.395732,32,94.15483
-10.890674,10,94.161829
-6.970902,19,94.174837
2.896692,68,94.224356
-58.769565,68,94.271362
-20.242598,41,94.300878
-32.6643,22,94.315879
-7.00225,23,94.33288
-39.671944,48,94.366881
-21.324006,48,94.400406
-80.567899,70,94.449406
-6.180258,15,94.460412
-5.892989,14,94.469928
-16.931146,24,94.487037
-23.775578,42,94.518038
-19.524571,18,94.532037
-38.588599,32,94.556038
-45.627692,52,94.593565
-10.953992,12,94.602566
28.238445,51,94.638566
-1.777514,13,94.648565
-5.400555,13,94.658566
-4.344026,15,94.669574
-628.798209,1000,95.898497
-25.427782,17,95.910496
-10.421185,32,95.933049
2.730558,17,95.94505
-53.59832,39,95.971061
-12.916315,63,96.015714
-25.861279,97,96.08524
-28.795678,30,96.10524
-8.578617,11,96.11324
-34.882784,53,96.150239
25.929013,23,96.166238
-30.676399,48,96.199762
-65.242198,47,96.233762
4.480049,16,96.245763
-10.216065,40,96.27577
-36.312338,23,96.292844
-150.069316,198,96.440368
4.817765,36,96.466377
-18.628328,11,96.474891
-13.878327,41,96.504992
-4.067135,13,96.513992
-68.663784,66,96.572001
-25.812577,72,96.623517
16.873568,30,96.645517
-5.159303,24,96.663518
-2.530275,13,96.673525
-27.589849,56,96.714041
-4.633597,31,96.744041
-6.660285,26,96.763042
-10.278797,74,96.816564
-9.889162,26,96.835565
-15.320121,13,96.845564
-20.73258,30,96.868565
-64.27897,95,96.937088
-24.864276,21,96.953088
-599.379816,1000,98.179669
-8.416927,28,98.20018
-26.119569,91,98.271786
-20.147866,48,98.311812
-22.984045,47,98.346416
13.149109,35,98.373733
-41.661568,55,98.41488
-14.986286,24,98.477278
-4.026194,41,98.511509
2.859841,31,98.534508
-6.254887,12,98.543864
-4.870216,18,98.557451
-83.409607,99,98.629112
-29.156405,96,98.694636
-30.766322,39,98.721637
-41.427186,52,98.758637
-605.055181,1000,100.031805
24.769585,96,100.09933
-20.035721,26,100.11933
-24.731352,25,100.136338
-29.085001,48,100.170473
-5.740571,17,100.18248
-13.456609,23,100.199
-6.859307,79,100.255001
0.599895,79,100.311883
-6.173368,16,100.323883
-39.291117,44,100.356884
-10.3485,25,100.374892
-16.713968,33,100.399408
4.151969,36,100.425409
-27.200929,44,100.457417
-14.565732,23,100.473939
-0.609333,17,100.488068
23.835098,37,100.514077
23.405584,37,100.541076
14.519463,23,100.558078
-35.58267,31,100.581086
-21.919613,13,100.5906
-10.899882,42,100.620601
-30.700513,51,100.659602
-4.418208,37,100.68761
-32.582289,46,100.720126
-36.22397,36,100.747126
-10.614638,11,100.755126
-12.539425,35,100.780134
-9.860302,15,100.79165
-11.076516,14,100.80165
-13.636913,14,100.813651
-42.048821,36,100.839706
-25.160609,22,100.854707
-8.496627,65,100.90123
-4.811452,60,100.946231
-11.756627,37,100.975237
-17.661247,12,100.985238
2.795442,13,100.994268
12.414685,26,101.014841
21.770364,59,101.057842
-2.422931,46,101.091365
-39.048881,34,101.11647
7.396063,25,101.13447
24.0072,37,101.162471
-19.704272,58,101.204994
-60.403687,67,101.254995
-5.82436,16,101.733633
-70.252577,119,101.824157
-17.908475,12,101.834157
-21.174409,46,101.870158
-0.079323,18,101.884166
-32.030074,42,101.916686
-7.330001,17,101.928687
-34.101933,54,101.968689
-38.499468,45,102.002543
-49.144415,50,102.042358
-14.912653,14,102.053015
-9.230551,14,102.063531
-50.225586,135,102.158049
-59.93919,72,102.211577
1.888956,16,102.222576
-12.35639,70,102.272577
0.869684,23,102.288761
-15.961989,12,102.297769
4.230779,14,102.30877
-173.125429,183,102.444424
-10.412008,15,102.455431
-10.53523,77,102.512081
-41.702875,83,102.57479
-2.036397,35,102.600305
1.731723,14,102.611304
7.568773,15,102.622304
-48.275588,73,102.675313
-37.165614,66,102.721832
-10.258381,21,102.737833
-47.03541,102,102.816357
-5.60142,13,102.826357
-34.97326,54,102.867358
-9.282453,77,102.923884
-15.718039,37,102.951779
-17.312535,12,102.962778
-21.009767,17,102.975786
4.683691,106,103.054414
-19.56496,25,103.073413
-6.031948,13,103.08242
-32.072074,40,103.115056
3.340673,31,103.140309
-6.154597,24,103.159307
-9.480087,21,103.174307
-11.395623,22,103.19112
-7.646652,15,103.202119
5.501414,22,103.21812
-4.80346,48,103.255121
-14.010543,15,103.747234
0.49658,19,103.761234
17.87406,24,103.780245
7.760772,29,103.803758
-9.930825,16,103.816758
-9.887416,37,103.847759
-34.003946,87,103.912284
-34.958807,56,103.953285
-10.244681,47,103.987293
-18.721077,20,104.000925
6.435712,33,104.024925
3.858203,12,104.033553
-58.81396,55,104.073554
-45.066574,78,104.129077
-6.552442,60,104.169078
-33.618136,60,104.212214
-107.745341,93,104.277221
-12.480182,13,104.286222
-619.384182,1000,105.03505
-3.207609,13,105.045049
-42.136137,59,105.090569
-22.796602,27,105.1121
2.734114,25,105.1321
0.142867,12,105.141102
14.486557,44,105.1731
-23.629925,63,105.220624
0.788965,13,105.230624
15.173359,63,105.739634
-23.973778,51,105.778639
-7.30379,95,105.849154
-25.513758,74,105.906676
-28.119672,14,105.918675
-2.582951,22,105.936021
-9.637426,19,105.950022
1.553876,23,105.967022
12.714606,52,106.004055
-2.303307,32,106.025663
-23.019544,32,106.048664
-36.107126,22,106.064663
34.914717,87,106.125105
-29.928409,23,106.141105
-4.719049,10,106.149104
-18.399685,24,106.166106
-76.27545,62,106.209878
-17.26853,23,106.228578
-28.733474,85,106.292895
19.517937,30,106.314895
11.986058,60,106.358895
-20.645909,26,106.378902
-12.210439,33,106.404421
-589.555345,1000,107.173187
-16.063135,17,107.186202
-3.13221,41,107.217446
-10.874886,10,107.225446
-8.791455,57,107.268764
-7.180471,53,107.796566
-633.235649,1000,108.543155
-0.986088,30,108.565156
-43.49412,47,108.599678
-0.314007,28,108.620678
-14.925863,40,108.650184
-24.365147,39,108.679191
-10.648612,14,108.689191
9.397659,35,108.714707
-630.513304,1000,109.952252
-29.410797,25,109.971254
-41.321868,41,110.000298
-3.117195,21,110.014872
-11.016869,14,110.025077
-4.036594,21,110.040076
-8.700793,24,110.056076
-19.866753,50,110.091084
-8.343131,17,110.1036
-14.697626,12,110.1126
-0.753311,44,110.1446
-14.531497,30,110.166601
-9.54547,28,110.18761
3.828363,22,110.205133
-8.881918,34,110.228132
-19.892233,38,110.255133
0.897682,20,110.270134
-10.654437,16,110.28114
-12.453718,38,110.306657
37.212058,107,110.382132
-28.81613,21,110.397647
-58.992232,142,110.497831
-18.559187,16,110.509831
-4.160162,32,110.531832
-23.376349,35,110.558832
-33.461831,31,110.58184
-6.789457,40,110.610359
-7.118831,46,110.644359
-25.210398,27,110.665358
-43.121727,58,110.706882
-2.727998,32,110.729882
-5.049726,16,110.742883
-12.192908,23,110.759882
-1.17487,41,110.790888
-16.669225,12,110.800406
-30.643211,50,110.837407
2.460569,14,110.847408
-1.277858,20,110.863408
2.669237,17,110.876407
3.862094,21,110.892416
1.694725,54,110.933934
-3.957051,23,110.952932
3.814014,29,110.973932
21.002241,67,111.025644
-60.652521,57,111.068644
-24.01665,28,111.090651
-121.40064,105,111.172688
-7.931971,83,111.238213
-5.084038,48,111.276214
-3.209426,55,111.80359
6.35505,12,111.812589
-5.924374,12,111.82259
20.050946,24,111.84059
-2.722502,50,111.879591
13.76276,37,111.910112
-16.709827,23,111.927112
-4.118107,12,111.936112
-19.511956,20,111.951113
1.712753,15,111.962113
-28.35963,36,111.988122
-2.976003,14,111.998145
9.974099,26,112.016951
-1.69088,48,112.049952
-0.569677,15,112.060952
-26.402984,61,112.103478
-4.101529,33,112.127483
-7.887597,30,112.149479
-6.691974,15,112.160479
-6.918266,56,112.200012
-8.944374,12,112.208013
-4.705045,25,112.225302
-44.348117,45,112.257302
-2.597664,13,112.266302
1.756051,15,112.277303
-65.283207,119,112.361095
-80.690033,115,112.440618
16.231973,27,112.459626
2.999262,12,112.467627
-8.997068,38,112.496256
6.260995,25,112.514264
-16.9541,13,112.524263
-54.688786,60,112.567265
-20.482663,28,112.588272
-625.338467,1000,113.7938
-49.206446,45,113.828317
-451.621455,1000,114.555616
-67.178364,71,114.60814
-10.768797,7,114.61314
-5.77425,18,114.62614
10.406936,39,114.655141
-19.12775,65,114.702666
30.757156,90,114.766663
-4.839096,14,114.777663
-10.935936,12,114.786671
-17.228843,85,114.849188
-542.376256,1000,116.055755
-484.92644,1000,116.778632
-6.622753,29,116.799157
-511.341122,1000,117.992365
-9.227188,17,118.005486
-442.521987,1000,118.728538
3.799357,46,118.762538
-5.676155,16,118.774538
-1.822782,14,118.786546
35.20674,51,118.823061
-76.959632,75,118.878062
-2.140113,34,118.903586
-39.155395,57,118.944586
-54.151536,131,119.040243
-1.48289,14,119.052275
-5.314808,44,119.086285
21.298279,36,119.114314
-6.193791,18,119.128313
-18.809177,96,119.669484
-16.906637,13,119.681485
26.20855,200,119.842532
-13.484744,58,119.884533
-32.454805,24,119.901057
-13.524386,34,119.926057
-2.589046,17,119.938056
-75.968924,105,120.01469
7.122269,35,120.041315
-26.476761,39,120.070316
0.610433,14,120.080316
-27.715323,40,120.10984
9.632447,37,120.13684
11.522356,62,120.181841
9.790659,32,120.205363
-2.819689,33,120.229363
-48.607241,106,120.306885
-32.549246,34,120.332886
-8.620845,12,120.341887
-19.18697,54,120.380687
-24.34786,63,120.427213
11.308962,13,120.436214
7.400401,21,120.452214
-59.472466,73,120.503867
-15.342881,31,120.527867
-10.381998,17,120.539867
-47.649944,63,120.583868
16.949411,82,120.644394
2.547041,24,120.662395
-21.02412,45,120.695402
-12.152052,14,120.705916
-488.892395,1000,121.918337
-19.306477,29,121.940338
-26.942497,37,121.966337
8.990655,16,121.978337
-79.217217,66,122.024089
-3.569952,8,122.03009
-29.87308,31,122.05209
-30.591727,57,122.092098
-3.083117,22,122.107615
-16.634165,42,122.136616
-26.929809,32,122.159617
-1.816067,21,122.174617
-24.012584,31,122.196625
-28.763319,106,122.271143
-31.379027,52,122.308667
-84.20746,80,122.364701
-11.270703,28,122.383703
-0.726579,8,122.388709
-6.225588,39,122.417226
7.491074,48,122.452225
-21.781224,31,122.481373
26.018293,25,122.501897
-19.247249,55,122.541897
-51.936448,96,122.610421
-18.766888,84,122.670422
-28.134149,25,122.689429
-6.123171,17,122.700936
-2.120693,68,122.749945
-568.097716,1000,123.96022
12.45568,39,123.988227
-9.158793,26,124.006552
-7.343408,14,124.016552
-10.337986,17,124.029553
14.229029,50,124.064554
-6.093549,24,124.082554
-71.709042,119,124.166078
-27.390464,94,124.234609
2.847658,33,124.259609
11.821528,24,124.276609
-10.711443,11,124.28461
4.386658,15,124.296617
-24.972683,24,124.315134
9.450305,78,124.371135
3.124406,16,124.383135
-39.289763,76,124.436662
-5.41239,69,124.486779
-12.232852,155,124.599311
-66.483505,92,124.667831
-21.52221,70,124.718746
-22.561386,27,124.738747
-23.277459,42,124.768747
-184.511161,123,124.859272
-2.552551,19,124.87227
-18.586431,14,124.882271
-13.633524,13,124.891278
-8.362394,18,124.905798
-0.56707,90,124.971799
-41.162802,36,124.998805
-5.985055,16,125.010896
-5.362622,30,125.033904
-4.117577,43,125.065904
7.013534,29,125.561699
-23.095566,37,125.591703
-42.20824,94,125.664218
14.515905,58,125.709533
-23.851926,53,125.748534
-6.447584,34,125.774534
8.088536,15,125.785535
-21.225248,56,125.825059
-467.701871,1000,126.545953
-6.513845,48,126.580954
-2.916013,26,126.599962
8.676379,32,126.624481
-22.196777,22,126.640481
-47.412367,84,126.70049
-21.498036,55,126.740006
-4.13375,58,126.784007
16.492318,53,126.822532
-5.029862,12,126.830532
-23.894662,32,126.854532
-3.843431,228,127.022689
-48.035701,84,127.544641
9.806612,32,127.568645
-53.488431,53,127.608162
11.228897,24,127.626164
-7.199268,14,127.638165
-7.95197,11,127.647163
-34.861833,35,127.674164
-7.991366,33,127.702172
-488.729961,1000,128.427571
-2.175609,33,128.452571
-15.353528,21,128.467579
-0.048209,25,128.485663
-512.219039,1000,129.690726
-15.51666,39,129.721248
4.216308,25,129.740248
-4.241343,9,129.747249
5.573635,26,129.76825
-49.543941,59,129.809772
35.997641,35,129.834773
3.13369,24,129.852773
-44.231074,135,129.947558
-18.976111,21,129.96256
-18.527366,26,129.98056
-3.807676,18,129.993567
-17.090823,34,130.016632
-516.560278,1000,130.763278
-26.882963,58,130.806287
-441.147685,1000,132.081573
-17.12562,89,132.149099
-2.43119,12,132.159097
-6.035351,14,132.170098
-21.480833,27,132.190099
5.675946,17,132.203106
5.648236,52,132.241622
-43.561157,96,132.312144
-37.301926,28,132.333145
-495.914376,1000,133.523057
-10.38739,31,133.547057
-10.800383,13,133.557056
14.680607,120,133.649402
-11.407275,60,133.693411
-3.723037,26,133.711929
-3.870406,48,133.74593
13.955851,18,133.760932
3.415754,14,133.772931
-8.910426,46,133.806934
10.291746,53,133.842417
24.879687,75,133.895425
-7.964647,74,133.948943
-58.476119,110,134.026195
-5.881365,15,134.037194
-29.392159,24,134.054195
-18.472444,27,134.073195
-4.742277,20,134.088196
-1.339774,25,134.106205
-12.235157,26,134.12672
-17.385024,29,134.147721
13.6945,31,134.170721
-12.134095,33,134.195729
-45.248265,48,134.23125
-40.290263,57,134.273249
-7.914372,25,134.29125
-5.191186,14,134.301257
41.792431,56,134.342781
-14.799324,34,134.367894
-558.242125,1000,135.596108
-9.265646,37,135.623628
-37.914249,70,135.677629
-8.851866,18,135.691629
2.024958,51,135.729158
-15.361242,46,135.763159
-5.470696,23,135.781158
0.605494,16,135.79316
11.434178,124,135.882682
5.999384,46,135.917685
-46.783983,56,135.958695
-2.315971,10,135.965695
-32.283667,50,136.002703
-8.399066,22,136.018293
-21.431231,15,136.029293
-1.75117,41,136.059294
-2.60587,20,136.074294
-7.898818,61,136.119817
-10.344874,23,136.136817
8.912577,29,136.157818
-11.635426,15,136.169818
10.103391,89,136.234352
4.441904,16,136.246341
2.262124,33,136.270342
-21.607761,27,136.290343
17.815293,34,136.31787
-12.311718,92,136.386871
-21.032309,67,136.436392
-74.564108,71,136.487533
22.450608,44,136.522057
1.890772,13,136.532056
-12.705525,27,136.552056
-11.201297,25,136.570056
-7.657433,16,136.583057
2.749567,39,136.612584
-23.305831,55,136.653584
-27.434827,50,136.691585
-31.602784,34,136.717108
-106.064438,210,136.876632
-428.530425,1000,138.096002
19.52874,76,138.152521
-25.608699,26,138.172522
-2.36292,25,138.191521
0.418452,53,138.230046
18.288129,22,138.247046
-0.085701,18,138.261045
-44.858699,52,138.299054
-23.1585,20,138.314569
2.06253,57,138.355569
-10.864392,47,138.390569
-12.349711,15,138.401577
-24.493246,26,138.421092
-3.749159,14,138.432092
-455.68743,1000,139.671074
-5.614857,10,139.679072
-8.314436,12,139.688072
-66.65026,159,139.807934
-33.044973,103,139.879456
-14.26033,14,139.889456
79.724672,102,139.963013
-427.914706,1000,140.707276
-3.008406,9,140.71379
-437.166524,1000,141.931465
-27.5602,25,141.950465
-3.673223,12,141.960465
-39.509937,41,141.990704
2.17247,21,142.00672
23.905764,35,142.031361
-30.324313,34,142.055361
-1.416737,24,142.073361
-1.936678,35,142.09937
-402.133749,1000,142.838494
-14.695825,25,142.857495
-8.47268,16,142.869494
-12.998126,47,142.904502
-17.706398,73,142.960019
-8.944893,36,142.988018
23.5118,23,143.007028
-3.832725,24,143.027643
0.711719,19,143.042643
11.630862,20,143.531759
-14.346465,29,143.55476
36.444587,80,143.615281
-2.757281,18,143.629281
-287.588115,1000,144.365879
-9.026134,14,144.376879
-1.33379,12,144.38588
-8.214632,41,144.416404
-1.66072,13,144.426403
-6.991304,14,144.438403
-476.495684,1000,145.693679
-59.96455,41,145.724208
0.059938,13,145.733209
-487.051798,1000,146.454595
-3.887562,27,146.474118
-18.802048,34,146.499714
-14.965885,58,146.542238
0.44098,11,146.550236
5.26852,41,146.581238
9.813686,31,146.603245
8.631146,39,146.632763
0.675839,34,146.658764
-32.085573,37,146.685764
-0.722959,34,146.710772
5.123386,43,146.743287
8.329401,20,146.758287
-38.368549,44,146.791287
-4.828543,13,146.801288
-8.938804,27,146.820812
-1.187693,33,146.845812
3.55152,60,146.889813
-7.426275,125,146.984338
-7.234517,13,146.995346
-37.894509,88,147.597564
2.019042,48,147.634092
8.6686,17,147.647091
29.186443,75,147.7031
42.475116,120,147.798616
19.515668,24,147.815624
-42.813709,93,147.882141
-20.623577,34,147.907149
2.838214,12,147.916149
-404.978612,1000,148.642718
1.219284,13,148.652718
-36.526799,40,148.681718
-19.814088,16,148.693719
0.719126,40,148.723243
-15.20899,44,148.755244
9.096663,45,148.788244
0.932916,15,148.799244
-35.447404,119,148.886767
3.947115,14,148.897767
-18.171495,39,148.927293
-10.066913,29,148.948294
-18.19736,104,149.025895
-0.709325,12,149.034897
4.443723,15,149.046896
-40.029985,111,149.600566
-16.09393,67,149.651095
39.148307,59,149.695095
-15.980696,52,149.73262
-1.674863,13,149.743621
-58.731228,75,149.800619
22.923315,106,149.874148
6.568534,13,149.883149
-3.017936,38,149.909157
6.990542,40,149.936672
-8.594264,34,149.962672
6.17044,40,149.991672
-10.453685,23,150.007681
4.228018,38,150.035301
-1.074717,11,150.042301
-62.56546,50,150.078323
-25.405241,24,150.096324
-377.177176,1000,150.838642
64.376563,74,150.892643
-1.700485,17,150.905649
-0.780828,18,150.91765
-4.624601,89,150.986306
-6.420148,16,150.998314
-3.560001,19,151.014369
-0.775067,15,151.026896
-5.552277,71,151.082897
-4.102902,37,151.586655
-20.644924,90,151.653183
-10.116213,16,151.665183
9.157765,109,151.744708
-41.061536,73,151.797709
-50.610516,57,151.838233
-44.118856,75,151.890233
-9.312578,83,151.948758
1.165247,11,151.956758
0.333856,9,151.963763
-31.209807,91,152.029391
1.384348,23,152.046392
-23.303297,76,152.104392
-20.708727,40,152.132915
-7.474036,20,152.147916
-9.061437,23,152.164915
5.891381,60,152.207923
-27.47711,30,152.231443
-9.710804,26,152.253442
13.470268,57,152.296443
-27.925853,90,152.363564
6.236473,29,152.384564
-1.42536,23,152.401565
-22.906545,46,152.438088
-27.386622,37,152.466094
-11.132492,21,152.482194
-0.045547,21,152.498194
-12.800931,45,152.531718
-0.646604,19,152.546718
8.052858,24,152.564719
-37.968745,39,152.594719
10.179655,43,152.626241
-13.606856,15,152.637242
11.326503,68,152.687242
-2.964822,29,152.708249
-6.078102,63,152.755764
-1.997645,31,152.778765
-9.218347,135,152.878286
-26.19459,75,152.93481
-21.265562,88,152.999818
-17.945919,100,153.075499
3.177027,14,153.549766
-0.950449,17,153.562766
-17.676794,20,153.577764
16.268793,13,153.587767
-2.274937,74,153.641291
-5.316515,16,153.653292
43.989011,43,153.685292
11.780316,27,153.704292
-32.336787,46,153.738816
39.214893,61,153.781817
12.756057,38,153.809825
-13.221346,26,153.828341
-289.7843,1000,154.561204
0.879179,13,154.571204
-11.575537,21,154.586204
12.871195,51,154.623727
-7.204272,21,154.639729
-25.023956,57,154.680728
26.397966,39,154.710735
-20.825144,33,154.736252
7.974963,26,154.756251
6.708854,23,154.773253
5.681592,39,154.802252
8.81913,11,154.810258
3.382002,14,154.82026
0.637197,26,154.839778
-49.305516,66,154.886779
17.018865,60,154.931301
-45.066544,64,154.980302
-17.26108,38,155.010309
-40.490564,72,155.540467
0.256978,26,155.561467
-28.289998,34,155.587467
0.812065,32,155.611475
-1.290555,79,155.670994
48.060136,86,155.733518
-28.624871,112,155.812526
-34.448778,71,155.863045
-8.74101,25,155.881046
-10.233825,22,155.896046
-45.645038,56,155.93463
1.496586,12,155.943631
-12.56943,33,155.967631
-361.229895,1000,156.701536
17.331959,47,156.736058
34.902397,48,156.773059
2.092056,42,156.805059
1.731402,12,156.814066
10.449517,42,156.843584
-15.841451,41,156.872585
-0.228441,48,156.908592
41.506103,54,156.950107
2.728702,55,156.993109
-13.284331,49,157.030746
-5.05677,19,157.503568
13.93703,33,157.530096
-8.900708,28,157.552099
10.723357,15,157.563098
0.421384,25,157.581098
0.908687,22,157.598101
1.919167,41,157.628625
6.156439,50,157.665626
3.266873,14,157.675626
13.100429,27,157.697626
-7.956038,26,157.717634
-21.112183,15,157.728151
-3.723756,37,157.757154
15.855667,29,157.780154
0.94806,42,157.812162
-6.379513,10,157.819162
9.693851,24,157.836678
-12.967535,28,157.857678
0.406934,33,157.881678
46.755347,49,157.916685
-5.87871,53,157.958201
9.949302,24,157.975202
-13.517832,15,157.986203
-12.179679,30,158.008209
2.720225,16,158.018722
-22.381128,27,158.038818
-5.174123,11,158.046818
-16.799565,70,158.096819
-3.152501,48,158.131342
-0.271137,13,158.140341
1.272291,17,158.155342
7.249047,50,158.190342
-11.34135,31,158.213349
12.522653,17,158.226867
-290.706513,1000,158.974776
-23.822541,28,158.997777
34.092296,92,159.540873
-7.606069,40,159.571875
4.239584,71,159.627402
-23.902563,53,159.667402
5.489251,29,159.688402
11.749793,57,159.728928
15.281144,47,159.761929
13.649068,95,159.828452
-4.11715,12,159.837451
37.216895,87,159.897453
-385.227965,1000,160.629132
22.386256,23,160.646132
0.33431,11,160.654132
-6.251058,60,160.698134
2.249721,57,160.738658
-3.599196,37,160.766659
21.141231,58,160.808658
-3.931741,34,160.83318
-36.63513,56,160.876182
1.481701,26,160.896181
-46.608922,82,160.958708
-2.459882,9,160.965708
-44.876088,71,161.48315
-12.112112,24,161.502151
0.183248,29,161.524156
-44.714115,60,161.569682
-336.9908,1000,162.331597
-349.854219,1000,163.540747
-28.463464,78,163.600948
-2.642881,19,163.617579
-8.602506,15,163.62909
-47.421202,99,163.702056
-7.13672,55,163.743579
16.128665,39,163.77258
-329.80262,1000,164.54588
-7.980302,93,164.6232
31.243885,72,164.678435
18.191209,21,164.695435
2.256412,17,164.707436
2.154702,40,164.738957
8.272767,29,164.759958
-8.297368,20,164.776959
23.691659,90,164.847557
-12.769492,40,164.876556
-10.610155,36,164.903556
-283.930369,1000,166.10949
-42.167569,63,166.155006
-231.292979,1000,166.899588
-82.624995,183,167.042837
-10.537135,16,167.527799
15.097773,34,167.552318
-16.486447,59,167.595319
1.128277,21,167.611319
-1.516061,27,167.631841
-40.098438,70,167.683594
-2.570982,43,167.715602
-7.612686,13,167.725602
5.209022,12,167.734116
-5.645489,17,167.746117
11.362007,15,167.758118
28.350932,29,167.778118
10.867228,34,167.803118
-11.041751,49,167.838646
36.256404,82,167.895646
-2.112026,22,167.913647
-15.207907,33,167.937171
-34.602218,53,167.976109
12.25568,52,168.015117
-8.513843,64,168.061755
-33.052725,35,168.086756
-39.790242,160,168.20428
21.342841,69,168.256807
0.740489,13,168.265807
13.774382,27,168.286806
11.641834,107,168.36533
-10.056027,18,168.378331
-4.465795,91,168.444854
26.334619,41,168.476943
3.18813,77,168.535467
60.142166,78,168.595467
12.199667,123,168.687994
-10.009339,25,168.706995
-6.393768,39,168.737516
29.767787,39,168.765522
-11.419456,44,168.797562
-7.112368,22,168.814077
16.14834,76,168.874106
-3.775487,16,168.886106
-7.13131,34,168.910107
-28.065436,48,168.945631
-26.432173,35,168.97063
-15.263774,28,168.991631
-20.344351,85,169.500052
15.079729,41,169.530191
-88.443784,294,169.743767
56.375696,71,169.795766
9.743027,14,169.805767
8.0265,21,169.820774
7.156986,54,169.86529
-16.311489,13,169.875293
-21.573852,48,169.91029
-16.088869,30,169.93782
-0.183838,14,169.94882
12.649621,30,169.97082
-8.816988,45,170.003821
12.090398,20,170.018828
8.724701,15,170.029738
11.117535,46,170.065255
-2.736885,15,170.077253
-37.672813,65,170.125263
8.882595,32,170.148885
-22.294925,87,170.212886
-18.449679,18,170.224894
-33.230173,34,170.250409
-36.89985,71,170.30341
9.682512,15,170.31441
5.289662,114,170.398023
-7.833592,22,170.416023
8.030263,14,170.42703
15.695054,29,170.448544
6.873838,23,170.465551
5.712215,39,170.49365
-56.310404,72,170.547173
10.537967,39,170.576173
-22.823816,157,170.691697
5.13461,11,170.699697
7.108766,45,170.734219
-14.20493,61,170.779221
-187.610885,1000,171.997608
-252.517997,1000,172.739117
-0.386284,17,172.752118
-6.845602,34,172.778118
13.373287,47,172.812118
19.40901,43,172.843642
-36.820092,80,172.902643
35.812809,35,172.926652
26.67869,39,172.956168
-8.078385,20,172.972168
-48.072077,47,173.47016
47.719418,49,173.506907
-16.358809,52,173.544146
-3.122558,22,173.560146
-24.294858,120,173.645686
-22.428064,54,173.682686
16.30274,57,173.7217
-24.243963,87,173.783217
5.241227,46,173.815217
32.615116,152,173.921563
-9.387966,15,173.932564
-3.816168,14,173.942083
-55.533908,159,174.05772
33.897511,32,174.08272
4.934728,55,174.123729
13.019343,68,174.174245
-231.452265,1000,174.932888
-3.4368,11,174.941405
45.962115,85,175.482097
-30.754084,162,175.604615
4.255821,85,175.667149
30.38449,39,175.697148
-3.858022,25,175.716147
-9.91512,31,175.738674
-11.437803,32,175.760677
12.162069,50,175.795676
2.301686,42,175.825683
5.741593,20,175.839203
-1.947296,34,175.863204
1.311626,13,175.873206
4.238075,13,175.882205
9.545007,44,175.915205
13.322114,25,175.93521
-35.046112,96,176.004221
-80.546187,154,176.121428
61.936194,108,176.199945
-3.618203,14,176.210945
43.46554,34,176.23747
-3.770463,14,176.24847
13.702789,59,176.290471
-11.005404,81,176.348515
13.181313,65,176.395099
-20.58606,40,176.424108
-5.676681,50,176.460632
8.953501,101,176.535257
12.23846,79,176.591267
13.978617,27,176.612268
9.440433,39,176.642792
2.384488,14,176.652792
-14.103228,21,176.670793
25.646496,75,176.7338
1.058025,71,176.792319
0.553664,13,176.841847
-35.61612,46,176.882847
1.623995,26,176.902848
-1.283882,71,176.95537
-1.446281,48,176.991373
5.733317,22,177.008379
-210.818952,1000,178.235476
12.696286,55,178.274989
3.198459,75,178.326998
-2.921172,25,178.345512
