condition_id,training_seed,evaluation_episodes,target_speed_abs_error_m_per_s,fixed_horizon_mean_forward_velocity_m_per_s,direction_error_degrees,forward_path_efficiency,normalised_action_roughness,action_saturation_rate,unhealthy_termination_rate,full_horizon_completion_rate,torso_tilt_rms_degrees,airborne_step_fraction,mean_distal_support_count,foot_1_duty_fraction,foot_2_duty_fraction,foot_3_duty_fraction,foot_4_duty_fraction,common_default_reward_rescore,condition_objective_return
D0_DEFAULT_REWARD,62401,10,1.2227471781987527,2.1452527920547304,4.382128028256605,0.935646518452064,0.0390224432063784,0.011327192982456139,nan,nan,10.502580272526366,0.7373228070175438,0.3413333333333333,0.04357894736842105,0.1091263157894737,0.07050175438596491,0.11812631578947368,2505.438849481271,2505.438849481271
D0_DEFAULT_REWARD,62402,10,0.7349442697060633,0.2650557302939367,30.007096874536124,0.4603426708371157,0.03803024303507408,0.004863524218040627,nan,nan,60.74484197807389,0.7161219065081366,0.34955886067312314,0.08684302238291317,0.0960066401626659,0.08689708884603911,0.07981210928150502,659.9146699214723,659.9146699214723
D0_DEFAULT_REWARD,62403,10,0.458735071074306,0.5990904827114502,10.017291629768724,0.7941064332832594,0.032092719915605764,0.003872139029775617,nan,nan,51.390747114961435,0.6710021405935149,0.40647078082790833,0.08056027003028807,0.13013830513084493,0.12747433833044866,0.06829786733632673,1026.5597181608905,1026.5597181608905
S1_STAGE1_SHAPED,62401,10,0.050430443360146945,0.9495695566398531,2.578403408515826,0.933896495197818,0.007078117293096968,0.0,nan,nan,14.583697704951094,0.5264,0.6281,0.12990000000000002,0.1955,0.24380000000000002,0.05890000000000001,1872.3134227389965,1304.100878910555
S1_STAGE1_SHAPED,62402,10,0.03606893991181996,0.96393106008818,7.938943932720086,0.9183536183293672,0.0032528326602858466,0.0,nan,nan,12.415832707470072,0.5610999999999999,0.5816,0.0784,0.2163,0.1622,0.12470000000000003,1916.9275545877529,1366.2003836421704
S1_STAGE1_SHAPED,62403,10,0.03977434426619188,0.9602256557338082,4.304579010772062,0.9098299693506509,0.0019962112281259486,0.0,nan,nan,11.767295871302439,0.3509,0.9074,0.15259999999999999,0.2102,0.3511,0.19350000000000003,1926.8253918184096,1404.9560006313325
