#{"t_start": 1787236830.7355611, "env_id": "Ant-v5"}
r,l,t
-150.152177,142,22.712132
-17.18311,20,22.72664
-66.284179,35,22.753656
-19.324158,20,22.769758
-20.725203,23,22.787759
-21.722259,38,22.815767
-21.746733,13,22.825767
-38.630135,32,22.849282
-38.819474,31,22.872283
-52.842153,34,22.898284
-23.568586,20,22.913291
-45.506882,49,22.952812
-75.7377,65,23.003807
-7.805983,15,23.015819
-12.27859,50,23.055337
-54.962495,60,23.570115
-943.811361,1000,24.327584
-11.409025,12,24.337101
-130.686467,141,24.439627
-913.301067,1000,25.647596
-69.074509,63,25.696598
-42.990153,56,25.738125
-22.777614,12,25.747124
-24.501848,38,25.775237
-22.022145,28,25.795238
-195.071008,171,25.921268
-68.065137,71,25.973785
-26.101318,42,26.004786
-45.814663,57,26.047312
-165.172599,172,26.174534
-67.038482,40,26.203365
-26.987244,59,26.246898
-24.858547,37,26.274653
-61.941446,57,26.315669
-36.939468,56,26.358184
-9.281121,13,26.367183
0.809547,50,26.404184
-80.563425,95,26.472708
-54.340021,62,26.518451
-18.170039,21,26.533963
-19.872775,20,26.548963
-52.146463,31,26.571964
-31.728147,49,26.606965
-37.134742,142,26.709488
-13.567772,17,26.721496
-24.487746,32,26.74501
-5.691147,15,26.756017
-57.12721,81,26.817302
-9.451758,9,26.823303
-22.840935,42,26.854818
-45.171889,49,26.89182
-14.630128,28,26.91282
-46.815025,43,26.948343
-23.770099,50,26.986345
-31.769469,24,27.005347
-3.317292,9,27.013353
-37.023907,23,27.031874
-85.539264,80,27.57158
-78.046958,102,27.653367
-14.95208,24,27.674373
-41.626697,61,27.72538
-39.169332,34,27.751903
-12.023246,20,27.766421
-79.245186,51,27.804793
-66.946904,77,27.860323
-33.681013,73,27.913325
-19.774891,26,27.932856
-14.402462,11,27.940856
-17.970865,17,27.952857
-13.981263,41,27.986858
-7.750061,12,27.996858
-69.809816,70,28.050397
-26.161277,33,28.075395
-14.200939,29,28.0984
-19.960702,24,28.115399
-79.648704,122,28.20392
-54.538499,53,28.24245
-4.808657,14,28.252457
-2.182906,13,28.261974
-27.528957,21,28.278611
-46.853295,59,28.322623
-8.895231,11,28.33217
-29.209235,17,28.345436
-98.606451,101,28.421444
-15.911574,11,28.429445
-52.966377,62,28.477962
-74.877747,81,28.537496
-134.639196,81,28.598497
-6.596245,39,28.62851
8.943078,37,28.656019
-4.788226,12,28.665427
-14.848479,29,28.687432
-174.299341,159,28.806052
-17.863799,14,28.816052
-26.868776,33,28.840546
-40.149308,70,28.893548
-17.504075,19,28.908548
-26.228306,56,28.953071
-185.648685,128,29.051322
-53.828898,32,29.076322
-23.247686,50,29.115319
-49.799516,46,29.64038
-26.745717,24,29.658707
-38.955792,37,29.688704
-49.693197,40,29.719715
-14.78817,13,29.729716
-57.889421,49,29.769511
-68.554212,31,29.792512
-31.518453,31,29.815623
-61.580582,55,29.857145
-119.225303,105,29.939368
-56.625191,33,29.963369
-56.388438,72,30.016974
-77.738343,58,30.060498
-43.152892,40,30.089499
-23.501042,53,30.127507
-3.804433,12,30.137025
-15.75156,12,30.146025
-149.684231,163,30.266471
-33.182787,25,30.286068
-32.583869,28,30.307069
-906.862011,1000,31.066306
-36.082036,71,31.125306
-15.148837,44,31.159812
-27.896086,20,31.64207
-43.612186,23,31.660589
-11.141146,22,31.678581
-63.201566,28,31.701581
-14.072916,20,31.716907
-44.10805,31,31.741426
-65.647932,89,31.809505
-132.271396,98,31.881027
-5.301761,12,31.890027
-13.076766,15,31.901033
-23.789959,39,31.930034
-25.669941,27,31.949551
-15.634236,19,31.963552
9.406349,22,31.980552
-37.636167,75,32.038114
-36.444852,30,32.060115
-8.571029,27,32.081115
-26.08767,26,32.100116
-6.73172,18,32.113116
-6.311332,56,32.153853
-14.716529,27,32.172851
-31.03958,38,32.200853
-35.186728,40,32.22886
-33.568961,33,32.255383
-21.883106,14,32.266463
-9.76803,22,32.283464
-944.192896,1000,33.040009
-11.76012,38,33.07001
-147.766894,115,33.160536
-50.178198,40,33.196538
-66.412374,46,33.701575
-6.449942,14,33.712574
-16.200788,32,33.738096
-13.33256,17,33.751097
-50.497764,59,33.798227
-26.323568,32,33.825235
-90.674994,68,33.87774
-5.251085,40,33.905743
-6.070864,14,33.915744
-6.435746,12,33.924756
-17.678461,16,33.937267
-95.219294,100,34.00827
-48.702816,56,34.04879
-30.57375,25,34.066791
-14.084693,21,34.08179
-14.350222,13,34.090791
-0.675618,13,34.100791
-925.810451,1000,34.844368
-114.117363,66,34.891368
-9.476376,23,34.90837
-10.344886,18,34.921365
-10.959713,11,34.930371
-21.139775,22,34.946886
-6.559543,34,34.971891
-57.714604,86,35.03936
-25.244369,34,35.06637
-26.68579,70,35.121366
-134.265842,97,35.196205
-72.487288,67,35.720149
-69.914436,64,35.772201
-55.115676,45,35.806777
-83.604515,97,35.8813
-16.279645,15,35.892301
6.062799,27,35.911301
-14.428793,25,35.930309
-13.698897,36,35.957825
-17.596405,27,35.979826
-949.31743,1000,36.720508
-174.000097,105,36.796236
-23.21718,39,36.824249
-912.512784,1000,38.055604
-163.885928,118,38.144644
-924.704876,1000,38.883671
-11.040193,14,38.893672
-59.042072,78,38.951195
-95.887083,60,38.995196
-65.72356,38,39.025198
-20.906825,29,39.048709
-993.379751,1000,40.284189
-58.970137,66,40.335197
-49.113526,62,40.37971
-10.555629,13,40.389711
-14.842506,36,40.415711
19.114782,40,40.445233
-93.05838,64,40.491234
-8.033376,17,40.503234
-74.057728,52,40.541749
-96.382944,59,40.586758
-5.976608,14,40.598758
-3.333594,12,40.607762
-4.219577,40,40.637767
-0.846829,23,40.655282
-23.654649,19,40.669283
-17.031603,15,40.680284
-60.19697,47,40.714284
-31.402898,36,40.739292
-48.897852,85,40.802902
-17.526208,17,40.815903
-27.326757,72,40.867426
-38.079402,45,40.90243
-28.788931,21,40.918423
-63.096303,41,40.949048
-35.65541,25,40.96795
-45.702833,132,41.070476
-26.472894,43,41.103476
-47.098513,67,41.156157
-17.989561,30,41.179153
-72.917238,68,41.234166
-31.357563,26,41.713385
-8.437523,23,41.731393
-22.8532,21,41.746909
-11.713895,25,41.766917
-146.339097,159,41.888959
-45.480024,60,41.93297
-47.058899,27,41.952485
-25.505619,28,41.972486
2.626642,15,41.984486
-14.425581,16,41.996486
-11.18084,20,42.011486
-34.291551,23,42.028494
-45.133979,42,42.059008
-18.364499,53,42.099009
-16.849963,44,42.133022
-58.519129,84,42.194539
-112.44993,70,42.248067
-87.388031,60,42.291288
-0.559411,29,42.312287
-158.297379,143,42.416814
-16.116195,16,42.428822
-60.968143,79,42.487668
-76.009743,104,42.56319
-61.365931,38,42.591191
-59.287348,48,42.627192
-17.040874,17,42.6402
-8.50276,18,42.653713
-54.321177,65,42.701821
1.30791,12,42.710821
-26.345713,17,42.723837
-36.563997,27,42.744348
-49.958199,75,42.798488
-3.290391,9,42.804488
-14.605184,17,42.817489
-328.331525,360,43.087167
-40.978101,47,43.124163
-14.217639,19,43.139167
-34.962114,82,43.202675
-41.010892,63,43.719858
-25.786844,43,43.75537
-17.657649,23,43.773892
-27.600157,21,43.790465
-12.785057,16,43.803465
-33.64829,49,43.841468
-15.846805,18,43.85598
-33.631846,21,43.871985
-45.825805,35,43.900984
-5.392278,23,43.917985
-83.505298,81,43.978509
-72.176396,70,44.03152
-60.04524,84,44.093035
2.815757,28,44.114036
-14.996441,29,44.13756
-27.697428,25,44.155157
-19.023844,38,44.183159
-47.413318,111,44.2648
-20.107494,25,44.2838
-6.841496,18,44.296801
-23.075348,23,44.3138
-19.893281,10,44.320801
-37.679173,66,44.368323
-850.267329,1000,45.114112
-8.783658,19,45.128113
-45.356597,26,45.148627
-85.141963,65,45.200629
-40.847343,39,45.231635
-21.71283,29,45.717536
-956.622951,1000,46.459853
-5.359091,31,46.482854
-10.294334,16,46.494854
-105.320901,95,46.564224
1.44435,13,46.574225
-81.72869,64,46.619226
-51.317507,80,46.679021
-10.323199,42,46.710021
-19.802735,21,46.726022
-111.306065,143,46.834673
5.039989,26,46.856187
-6.279729,21,46.871188
-62.548492,78,46.929061
5.899722,19,46.943068
-31.839947,36,46.971585
-30.104414,30,46.995581
-40.342676,32,47.020582
-533.756045,675,47.998695
4.935782,24,48.018696
-6.343313,28,48.038703
3.547434,13,48.048216
1.515648,33,48.072217
-37.077051,42,48.103218
3.25143,17,48.115218
-962.856719,1000,48.840693
-19.397776,27,48.862217
-50.907397,45,48.896214
-37.516394,41,48.927215
-80.282064,38,48.955738
-101.435027,133,49.057269
-7.050742,14,49.067265
-60.664931,97,49.140783
-39.678146,19,49.155875
-17.095613,57,49.200876
-7.986822,15,49.212876
-47.922518,73,49.720755
-15.56212,12,49.730756
-55.643989,98,49.811371
-26.535241,52,49.853893
-3.384772,11,49.861893
-14.228527,13,49.871896
19.366081,37,49.899161
-16.755418,28,49.919163
-51.86725,106,49.995684
-97.959994,90,50.061216
-3.7233,18,50.075214
-77.406769,56,50.117215
-11.504688,14,50.127222
-13.385852,50,50.163975
-16.824884,43,50.194973
-15.41506,13,50.204972
-32.002141,50,50.23998
8.569934,24,50.257496
-92.424839,101,50.331602
0.152673,36,50.358134
-10.84965,19,50.372134
-41.031305,44,50.405133
-20.573924,30,50.428134
-24.8611,22,50.445141
-9.654511,19,50.459655
-32.745144,42,50.490658
-883.110725,1000,51.729519
-17.852485,28,51.752035
-906.337226,1000,52.507997
-65.402248,45,52.542005
-84.647691,57,52.584522
-60.712013,88,52.649037
-14.946775,61,52.695153
-25.524382,20,52.709157
-27.428307,24,52.727154
-63.112927,110,52.80687
-28.907266,45,52.839878
7.354831,17,52.852396
-855.63807,1000,54.089311
-154.476322,114,54.177053
-74.420405,48,54.211054
-35.61662,83,54.270697
-81.316467,75,54.323699
-17.589587,10,54.331698
-118.89722,81,54.390221
-33.005673,24,54.408221
-47.299791,29,54.430221
3.015644,20,54.444229
-50.631776,40,54.473743
-32.870391,31,54.495744
-1.320551,55,54.535745
-2.204044,21,54.551259
-24.322622,26,54.570267
-215.639845,357,54.839494
-155.382118,217,54.998539
-37.176258,45,55.03454
-8.953176,13,55.044547
-49.82609,109,55.126063
-11.541606,67,55.178587
-133.436813,158,55.776285
-28.250845,41,55.808357
-11.688792,22,55.826358
-870.224496,1000,56.574176
-17.695745,12,56.584174
-19.440169,18,56.597171
-19.932828,16,56.609171
-57.589381,38,56.638179
-24.362858,24,56.655694
-19.83162,14,56.665694
-9.476038,20,56.680696
-19.883405,28,56.701694
-40.207754,71,56.754218
-60.917871,44,56.785333
-851.720203,1000,58.009832
-115.965547,159,58.127355
-52.933604,95,58.196878
5.834133,34,58.222879
-35.921465,58,58.264918
-9.805894,11,58.272512
-17.561338,14,58.283513
-9.689038,11,58.291514
-37.094749,61,58.336512
0.122192,74,58.391037
-29.026715,37,58.419039
-34.849317,57,58.460561
-1.531901,15,58.471561
-15.409961,26,58.490562
-42.249816,79,58.54757
-96.364611,62,58.592086
-5.685257,24,58.609087
-54.878403,42,58.639095
-3.487042,47,58.673612
-12.686268,9,58.68061
-3.911407,29,58.701611
-25.203846,45,58.735612
-112.633258,81,58.793406
-32.553825,36,58.820406
-3.635575,36,58.847416
-5.976527,13,58.855929
-20.654529,37,58.88293
-56.353836,109,58.962457
-8.407398,14,58.973458
-18.74466,22,58.989458
-5.069612,22,59.006459
-69.40406,64,59.05598
-16.672249,59,59.102976
-34.864365,24,59.12198
-9.600018,18,59.134981
-29.063981,43,59.169045
-1.775102,18,59.18422
-18.268202,21,59.202224
-14.357381,17,59.215223
2.26064,83,59.749372
-4.2988,14,59.759888
-34.04493,64,59.811496
14.804208,20,59.827492
-51.075712,38,59.858006
-122.674985,116,59.950018
-7.31288,22,59.967537
-39.700934,35,59.994537
-4.627578,23,60.011538
8.244605,37,60.038538
-65.022369,30,60.06206
-72.31303,108,60.141069
-0.306426,16,60.15207
-866.45687,1000,60.899439
-116.602025,131,60.99696
3.125241,15,61.00896
6.325745,23,61.02596
-95.881108,48,61.062478
-30.986407,60,61.107601
-21.377511,20,61.122477
-76.405264,116,61.214
-23.988144,60,61.266046
-5.093601,14,61.279019
-52.31709,67,61.790199
-17.519418,77,61.852938
-0.13847,18,61.867067
-7.820734,30,61.890068
-70.159966,97,61.961585
-66.659827,38,61.990473
-10.018636,15,62.001473
-33.043743,81,62.061349
-35.443192,20,62.07635
4.512797,40,62.10735
4.007549,14,62.118474
-786.846916,1000,62.864539
-3.972861,13,62.874549
-64.67652,66,62.925559
-115.293927,108,63.008593
-28.202371,17,63.022592
-9.472737,14,63.033593
-18.192657,24,63.051592
-8.483459,38,63.08111
-787.560623,1000,64.320547
-23.755035,43,64.351555
-13.990019,71,64.40307
-26.702355,39,64.433073
-19.947568,15,64.444073
-7.202319,20,64.459598
-34.461122,37,64.488131
-10.903388,19,64.502781
-19.063644,40,64.532783
-3.792057,22,64.549791
-85.671265,165,64.673827
-1.846475,13,64.683827
-21.670336,14,64.693828
-28.343303,29,64.714829
-3.175541,48,64.749836
1.194252,28,64.771358
-50.537203,66,64.820063
-88.826422,105,64.900587
13.480247,43,64.933588
5.284268,15,64.944588
-23.963275,110,65.028112
-5.926524,13,65.037113
-23.221398,45,65.070639
-24.20524,42,65.10264
-116.494399,91,65.171264
-10.177202,30,65.195268
-14.32283,15,65.207267
-9.369834,14,65.218261
-29.485532,35,65.245273
-66.960533,53,65.286549
-15.914166,35,65.313549
-9.142793,37,65.795891
2.651493,48,65.834648
7.220099,104,65.916172
-38.832301,36,65.943173
-770.34335,1000,66.690384
-6.514284,11,66.699385
-48.255664,36,66.725396
-19.77608,24,66.742386
-4.353529,26,66.761899
-12.047769,15,66.772913
-50.288898,68,66.822431
-35.576633,15,66.833443
-76.824479,61,66.878982
-17.359591,107,66.958992
-35.272423,45,66.993501
-43.501787,39,67.0245
-1.996152,9,67.031497
-3.492002,42,67.063025
-101.592097,117,67.152035
-26.265579,66,67.203554
12.14858,57,67.247557
-14.224595,17,67.261593
-17.388038,40,67.293597
-16.236913,17,67.310676
-21.362779,25,67.332598
-12.913175,34,67.819001
-38.831047,24,67.838002
3.963508,15,67.850009
-0.205127,48,67.887526
-83.311341,76,67.947536
-57.478592,63,67.994047
20.365391,36,68.021053
-33.244005,45,68.053061
-11.198414,43,68.083574
-59.771204,114,68.166304
-38.962826,31,68.188304
-26.576801,41,68.217305
-38.221804,24,68.235305
-9.662919,15,68.247314
-27.087944,21,68.263357
-58.665379,58,68.305073
-45.44816,53,68.343073
-46.761291,63,68.387599
-6.830885,16,68.399597
-22.876265,25,68.417598
-26.423129,52,68.453604
-12.410371,14,68.464118
-66.625165,53,68.503032
-26.080555,21,68.518032
-11.407644,10,68.526032
-29.280802,51,68.563546
-19.21042,20,68.578554
-29.028684,29,68.599555
-27.553239,20,68.614555
-70.303278,77,68.669085
-13.856719,17,68.682086
-44.466212,25,68.700083
-58.720762,136,68.796725
-34.816991,82,68.856733
-58.36571,42,68.887734
-73.908668,46,68.921734
-14.354455,14,68.932734
-39.645353,39,68.961742
-58.31019,83,69.023259
-42.212991,74,69.078769
18.306896,36,69.104773
-27.188932,36,69.131782
-38.409204,48,69.170526
-40.890634,42,69.203527
-35.214291,48,69.240528
-25.84122,20,69.255535
-26.462011,30,69.280072
-12.560383,24,69.298147
-8.378191,28,69.320148
-15.245154,19,69.796193
-37.033424,70,69.851777
-21.946715,16,69.865292
-35.225387,22,69.882292
5.256838,24,69.902293
-0.598898,20,69.917293
-18.36832,16,69.930293
-0.489417,22,69.947294
-136.26244,109,70.028817
-40.545249,28,70.049825
-28.556308,61,70.097343
-13.377915,14,70.108343
-18.340075,22,70.124343
-24.257989,22,70.142346
-3.235287,24,70.159351
-6.891852,51,70.195868
-14.53637,11,70.204868
-211.782347,165,70.326514
-20.390358,23,70.343512
-5.210815,22,70.359521
-46.161604,36,70.388039
-10.69688,13,70.398035
-5.611873,12,70.407041
-11.182507,41,70.437037
-2.684901,11,70.445038
-7.262972,15,70.456045
-5.866664,7,70.461046
-8.455873,24,70.480561
-22.54837,24,70.497562
-8.096106,25,70.515564
-15.697953,13,70.525564
-17.683863,20,70.539562
-32.835502,66,70.587699
-13.105708,24,70.605697
-69.676605,79,70.661706
-11.680868,15,70.673221
-56.487676,56,70.715222
-17.083626,25,70.733222
-21.299817,43,70.764737
-1.008876,9,70.771753
-67.878661,40,70.800932
-30.849744,64,70.847935
23.479621,46,70.881454
43.389595,59,70.924455
-784.820178,1000,72.147787
-64.564996,191,72.290046
4.342485,33,72.314046
-76.337278,76,72.37062
-30.043484,35,72.395566
-19.730343,38,72.423567
-43.388744,30,72.445567
-783.576195,1000,73.202319
-110.464812,114,73.289931
-3.055371,36,73.317932
-33.80931,54,73.821315
-2.288823,30,73.844315
-791.118617,1000,74.606649
-3.435853,22,74.62265
-57.684332,40,74.651651
-12.316724,33,74.676172
-48.491399,68,74.729174
-9.6283,60,74.772704
-5.896299,11,74.780705
-27.866407,33,74.805779
-5.037641,11,74.813779
-58.078184,65,74.862787
-16.614046,15,74.874301
-61.098074,73,74.929304
-83.04194,49,74.966311
-57.692605,77,75.027832
-37.03379,88,75.093348
-728.888371,1000,76.321213
6.998261,19,76.335214
-15.216493,52,76.372737
-24.410883,63,76.418738
-22.269605,37,76.445738
-812.773932,1000,77.212999
-38.128179,65,77.264516
-6.968951,34,77.290605
-14.274516,13,77.301605
-9.921117,13,77.311606
-159.764884,181,77.91068
-4.047189,52,77.950681
21.036065,26,77.970186
3.972229,31,77.993194
-686.140676,1000,78.726024
-15.38751,16,78.738024
-87.645323,85,78.798769
-5.61729,24,78.815769
-10.514945,13,78.82577
1.829139,15,78.83677
-709.553065,1000,80.062873
-23.143295,28,80.082392
-86.034012,131,80.176167
-23.272041,17,80.188166
9.300839,24,80.207166
-25.68621,34,80.232167
-14.877746,79,80.287807
-24.506524,29,80.309827
0.927316,22,80.325807
-3.635023,17,80.338808
-48.170814,74,80.391331
9.280823,42,80.420332
-23.31865,33,80.444332
-8.359661,14,80.454332
-45.344396,66,80.501856
-22.356937,77,80.559906
-11.883527,27,80.579385
-14.196106,34,80.605386
17.528171,31,80.63039
1.05352,36,80.657387
-34.892297,64,80.70391
-43.712799,121,80.791962
-8.336288,51,80.831592
-4.889762,16,80.843592
-9.635193,21,80.859599
-22.606918,75,80.914115
-98.194971,78,80.972631
-21.641496,29,80.993636
-3.198667,12,81.002636
-13.920145,33,81.027641
-42.33351,81,81.087164
-37.916285,30,81.109166
-13.447887,63,81.157167
-86.11927,82,81.218677
-19.074416,29,81.241682
1.61149,31,81.265993
-103.064653,68,81.319504
-33.635878,43,81.80864
-34.909296,45,81.843648
-45.432427,29,81.86666
-9.772133,39,81.897158
-0.436645,22,81.91416
12.883972,63,81.962172
5.222673,24,81.981686
-35.00161,55,82.023688
-15.889918,27,82.043688
-18.088539,36,82.069695
-15.744161,18,82.08321
-36.387826,40,82.11121
-14.159282,18,82.125211
-11.61468,19,82.138211
-61.656229,88,82.201733
-13.695487,53,82.240734
-74.19858,58,82.281512
-4.487072,26,82.300515
-15.279609,22,82.316512
-67.677567,60,82.360522
-8.913704,12,82.370529
-32.356307,83,82.430749
-744.926087,1000,83.174508
-31.953447,19,83.189517
-18.508742,31,83.213518
-72.362063,42,83.246522
-0.083996,31,83.27282
-11.900242,15,83.285332
-71.876281,67,83.339329
-573.039121,665,84.307784
-15.48064,20,84.322786
-11.2228,17,84.334784
-28.450313,59,84.377307
-21.412892,19,84.390306
-29.653196,33,84.415308
-27.608979,25,84.433307
-130.698262,103,84.507832
-51.517243,51,84.545833
-7.945761,42,84.576346
-15.751272,14,84.586355
-9.778641,16,84.598356
-35.580146,24,84.615355
-126.913148,168,84.737879
6.806177,34,84.761885
-10.682615,130,84.856625
-28.94058,35,84.883146
-21.878314,40,84.911146
-25.401059,14,84.922147
-34.311445,64,84.970155
-23.003048,89,85.036674
-5.44109,13,85.046673
8.794921,34,85.071682
-15.983225,20,85.086198
4.877122,42,85.117199
3.049258,32,85.142205
-10.778306,33,85.167204
-12.801017,44,85.200711
-29.252654,30,85.223713
-14.516769,11,85.231719
-27.705245,37,85.261238
-40.926589,37,85.29135
-26.442916,39,85.322739
-15.410803,51,85.836648
-44.667784,27,85.860648
-14.222592,11,85.870655
-13.58641,19,85.886173
7.20885,43,85.919821
-2.614207,39,85.955635
-44.343871,47,86.003166
3.781768,39,86.031161
-124.390325,130,86.124891
-54.365876,30,86.14649
-716.052253,974,86.872171
-61.30427,62,86.9167
-1.241399,17,86.929695
-19.996397,20,86.943694
-20.842093,23,86.961697
-34.133857,24,86.981218
-16.029177,19,86.996222
-25.261643,33,87.021219
-25.603225,23,87.038219
-8.219271,14,87.049219
5.534781,36,87.077231
-9.610405,38,87.105159
-1.421042,25,87.125151
-63.464163,76,87.181665
-3.956287,14,87.191665
-67.277344,77,87.248684
-17.577319,26,87.26891
-19.46676,82,87.33243
-25.790317,118,87.907893
-13.94581,17,87.921899
-17.506527,44,87.955186
4.014025,21,87.972193
-62.291841,30,87.994709
-43.446213,41,88.026108
-20.77432,16,88.039109
9.234596,53,88.079344
-23.801782,25,88.097862
-2.764562,26,88.11786
-25.01105,22,88.133861
-11.01072,14,88.144861
-45.05757,41,88.174872
-24.746019,66,88.225395
-68.395506,78,88.283314
-761.331339,1000,89.030917
-8.244919,40,89.060922
-17.189277,26,89.080434
-22.603647,27,89.100444
-21.926769,21,89.117444
-61.157551,88,89.186797
