#{"t_start": 1787236830.6350453, "env_id": "Ant-v5"}
r,l,t
-20.774611,42,108.100357
-66.781634,143,108.209888
-11.35476,21,108.22589
-66.96572,163,108.352423
-7.25303,24,108.370561
-11.797731,24,108.387568
-11.747741,17,108.400084
-535.253019,1000,109.140832
-10.227489,18,109.153832
-21.672033,63,109.20234
-30.916754,51,109.240855
-26.248322,40,109.271445
-5.831097,25,109.290454
-10.337019,18,109.303969
-62.608306,130,109.400605
-27.080024,68,109.451602
-23.834541,62,109.9648
-28.855001,52,110.006329
-57.596849,116,110.096839
-29.535659,56,110.145845
-18.821775,44,110.179736
-10.241996,27,110.201246
-39.914652,125,110.292339
-5.53059,13,110.302855
-8.933591,18,110.315855
-523.448064,1000,111.083283
-41.486557,77,111.141795
-6.963362,13,111.151795
-10.652127,23,111.169795
-17.130931,41,111.200317
-8.414394,18,111.213318
-6.911316,38,111.242319
-30.70146,47,111.27832
-16.761978,52,111.316842
-15.538349,21,111.333842
-20.469326,46,111.371053
-37.228956,69,111.422575
-8.440619,15,111.434576
-30.786034,70,111.486583
-17.468802,31,111.968529
-79.607863,199,112.134573
-7.914254,15,112.147574
-36.060522,66,112.202107
-10.651823,23,112.22122
-28.229069,88,112.295116
-8.211509,23,112.314635
-22.297344,39,112.345635
-8.162552,18,112.360643
-16.337045,55,112.403401
-12.450694,43,112.437402
-498.474759,1000,113.20111
-49.735993,116,113.288336
-24.32225,45,113.321852
-24.692327,48,113.35886
-30.482259,56,113.400897
-10.446428,21,113.416897
-10.659354,25,113.435897
-12.593737,19,113.449898
-4.672363,27,113.470894
-12.262583,21,113.486897
-15.316376,31,113.511409
-116.102885,281,114.191876
-39.058733,91,114.263463
-4.91198,26,114.284471
-16.462037,37,114.313988
-8.435687,13,114.324988
-8.2171,9,114.331988
-6.533992,19,114.346996
-33.776062,86,114.413752
-27.365632,46,114.449753
-9.033043,24,114.468753
-50.448527,107,114.548277
-24.882731,43,114.580279
-25.159334,51,114.6178
-463.0659,1000,115.37474
-65.781551,154,115.489261
-10.320319,23,115.506779
-23.3447,45,115.54078
-10.697517,35,115.56678
-30.713879,60,116.096419
-38.690514,92,116.174464
-8.676584,15,116.185667
-47.921408,145,116.304361
-10.584449,15,116.315362
-16.949952,45,116.35037
-16.754858,35,116.376567
-14.844148,27,116.397576
-35.004568,68,116.449093
-21.12463,47,116.485096
-18.420527,43,116.517622
-29.844561,91,116.58563
-54.808424,127,116.682148
-45.219958,107,116.760671
-18.930416,53,116.800186
-7.384787,32,116.823195
-26.160003,65,116.873196
-14.397047,30,116.898204
-17.457416,30,116.92085
-27.197803,51,116.95885
-10.133698,23,116.976851
-15.775846,43,117.008374
-38.794621,93,117.078377
-42.495828,125,117.170909
-16.317741,36,117.200439
-15.914429,37,117.22867
-41.497086,83,117.291865
-16.350733,36,117.319272
-17.239605,27,117.339272
-3.959848,12,117.34828
-8.031486,18,117.361787
-27.488998,57,117.40533
-6.364803,11,117.414398
-6.989305,10,117.421406
-5.914955,13,117.43241
-16.301398,60,117.478328
-17.241534,39,117.509839
-34.633982,94,117.58284
-10.085766,20,117.598848
-13.922195,31,117.622364
-43.319737,91,118.147559
-14.956335,30,118.17256
-11.275729,19,118.187558
-21.169965,74,118.24807
-9.281896,52,118.290078
-464.883472,1000,119.073456
-38.052373,126,119.167981
-8.140084,21,119.183982
-4.787454,14,119.193988
-18.207014,85,119.259099
-10.953956,18,119.2731
-10.461737,18,119.2871
-4.407238,13,119.297112
-8.179646,23,119.316626
-442.228094,1000,120.578561
-70.452354,206,120.739126
-31.477966,63,120.787127
-5.606245,22,120.803134
-8.749066,19,120.816649
-7.146716,18,120.829649
-26.747165,66,120.87965
-22.017074,59,120.922278
-13.588589,32,120.946287
-10.077266,15,120.956686
-9.33921,17,120.969686
-46.614227,145,121.078413
-27.760548,66,121.128844
-10.365405,19,121.142842
-38.730755,107,121.223613
-9.412881,29,121.245436
-11.363369,20,121.26044
-19.818388,61,121.306482
-11.672009,34,121.332478
-24.112748,46,121.366575
-21.163344,77,121.424676
-76.818398,138,121.531199
-31.630972,84,121.597208
-13.404374,27,121.617724
-5.217882,15,121.629725
-11.187616,32,121.654725
-9.690368,21,121.671726
-12.49193,39,121.701734
-10.47347,17,121.716249
-13.916703,34,121.744249
-14.900923,23,122.228339
-38.674982,107,122.318057
-473.153198,1000,123.095552
-22.425133,67,123.145074
-9.086365,19,123.160075
-26.205291,57,123.202082
-26.298151,103,123.278116
-22.076677,51,123.317639
-436.463581,1000,124.575776
-25.923533,85,124.640945
-30.157325,86,124.704954
-6.488898,17,124.718471
-3.606762,8,124.724471
-33.14201,117,124.811985
-8.385782,27,124.832986
-88.74045,183,124.968611
-16.130606,34,124.993619
-10.166271,37,125.02114
-11.37109,18,125.03514
-18.891548,61,125.081141
-5.689346,21,125.096148
-13.105194,68,125.147666
-18.30762,66,125.196679
-31.998782,72,125.249962
-12.325617,35,125.27554
-13.636038,42,125.307055
-10.284678,27,125.327063
-13.789482,52,125.3663
-14.545017,33,125.3913
-26.111343,101,125.468822
-13.878339,46,125.504831
-16.266656,39,125.534347
-33.374338,67,125.584348
-7.623105,12,125.593356
-416.612257,1000,126.840903
-15.741152,58,126.884786
-43.849945,114,126.968732
-8.375315,11,126.977732
-415.438067,1000,127.742951
-20.35366,56,127.784474
-17.795739,40,127.814999
-15.746241,32,127.838995
-7.884712,12,127.847995
-56.864365,205,128.483403
-9.668582,12,128.493403
-8.739831,31,128.517915
-11.110021,55,128.561923
-15.466235,31,128.586916
-51.003651,101,128.666433
-41.152791,151,128.780967
-5.39269,22,128.797989
-14.950727,32,128.822491
-16.185358,43,128.856492
-10.993523,32,128.881493
-26.245416,84,128.944197
-8.077354,19,128.959197
-26.270899,73,129.013721
-8.590371,47,129.048724
-6.454736,35,129.074723
-12.751031,51,129.11326
-26.934017,118,129.202265
-34.268402,108,129.280954
-17.245937,52,129.319609
-2.054697,13,129.328609
-8.787386,12,129.337609
-41.045557,179,129.475381
-34.806906,141,129.5809
-12.986037,72,129.636429
-11.957144,25,129.655428
-16.577476,38,129.684426
-25.100419,56,129.726948
-16.116549,44,129.760957
-11.164397,26,129.782269
-17.797354,85,129.846793
-13.68457,25,129.865794
-10.85804,32,129.890794
-14.597671,41,129.921375
-4.828328,19,130.390652
-4.314116,37,130.422179
-38.046301,114,130.515407
-4.404919,28,130.539404
-14.845776,46,130.577408
-25.615382,70,130.634935
-7.488747,14,130.646935
-6.94165,21,130.663935
-366.550692,1000,131.43862
-26.566145,70,131.491621
-1.613223,20,131.506629
-8.461059,49,131.544147
-7.394336,17,131.557147
-18.445221,87,131.622669
-19.58185,47,131.65767
-9.004692,27,131.67767
-6.094111,20,131.692671
-29.185751,112,131.776456
-11.622907,46,131.810465
-4.984042,28,131.83198
-11.535618,21,131.847981
-15.59252,31,131.870981
-17.747317,53,131.910989
-2.862117,46,131.947216
-6.882918,32,132.426066
-17.084076,118,132.519594
-8.160138,36,132.550592
-9.197758,40,132.582596
-12.546314,28,132.605599
-5.644722,51,132.64611
-19.991909,58,132.692111
-1.896401,14,132.70312
-4.338772,11,132.712119
-13.61653,34,132.738636
-376.185328,1000,133.493662
-9.987716,27,133.51267
-7.220434,38,133.542187
-26.147921,62,133.589183
-16.616392,38,133.619701
-16.65522,32,133.643701
-23.603441,76,133.700714
-9.53343,19,133.715215
-2.838172,14,133.72622
-22.860582,56,133.768225
-1.920089,10,133.776736
-36.154738,88,133.84426
-16.844397,86,133.90927
-37.968226,120,134.454105
-4.907338,16,134.467106
-9.648746,38,134.49811
-6.346309,12,134.508118
-10.871452,93,134.581635
-10.560167,63,134.631159
-4.781575,21,134.649159
-5.772361,17,134.663159
-24.793089,80,134.727685
-11.705368,41,134.761686
-41.596275,116,134.85321
-24.82909,76,134.912219
-364.272672,1000,135.664815
-0.178706,18,135.678815
0.485813,22,135.69482
-24.739344,85,135.757419
-10.802263,36,135.784695
-16.252217,49,135.821219
-8.384349,18,135.834218
-41.848906,89,135.901227
-9.188411,65,135.951772
-13.582569,62,135.998773
-14.801101,63,136.499157
-16.62635,74,136.559668
-7.304882,27,136.581672
-5.597618,57,136.628199
-6.086492,12,136.638199
-27.794467,78,136.701197
-8.579293,31,136.725707
-44.578557,213,136.8992
-5.774154,14,136.911209
-18.989304,87,136.978826
-10.636769,16,136.991824
-7.772453,69,137.042415
-5.073228,28,137.063354
-343.920567,1000,137.827452
-4.758356,22,137.844452
-37.51944,149,137.95822
-5.316444,12,137.96722
-3.480408,15,137.97922
-7.937463,31,138.003228
-5.715998,14,138.014229
-7.495973,34,138.039742
-16.212441,88,138.559842
-5.351161,27,138.580843
-349.636972,1000,139.352319
-7.230747,13,139.362319
-10.182048,48,139.397554
-13.045824,58,139.440083
-17.553848,76,139.498079
-5.999499,39,139.526601
-15.384245,73,139.581602
-4.853883,8,139.588602
-9.389004,38,139.618118
-3.276573,26,139.639126
-16.199708,52,139.679127
-9.863062,20,139.694127
-7.715722,38,139.723648
-4.764026,26,139.743649
-3.27871,31,139.766657
-8.270171,40,139.79817
-4.725294,45,139.831693
-4.393274,21,139.848689
-2.100204,23,139.865689
-5.839003,46,139.901695
-19.706259,56,139.944409
-7.201545,19,139.95841
-5.476346,36,139.98541
-11.738136,82,140.046936
-10.853333,34,140.072937
-11.847943,41,140.556721
-9.3799,28,140.58382
-31.349634,150,140.704244
-10.695804,53,140.74575
-6.288688,48,140.783756
-26.140448,93,140.859281
-309.798968,1000,141.622852
-6.560456,41,141.653852
-19.163512,61,141.701854
-5.207582,54,141.744372
-12.25847,40,141.776893
-264.388306,1000,143.028848
-3.474645,47,143.065862
-5.468819,16,143.078779
-286.232305,1000,143.838401
-7.849493,17,143.851401
-3.221827,27,143.871402
-3.642086,18,143.885402
-4.898453,26,143.905402
-5.862428,28,143.927452
-12.374016,32,143.95103
-14.220985,36,143.979031
-18.182138,90,144.045556
-273.145082,1000,145.290557
-251.93288,1000,146.060526
-0.845143,14,146.071533
-9.214224,33,146.096532
-4.282006,33,146.121705
-9.936952,47,146.156224
-8.438811,62,146.203027
-3.312185,13,146.213035
-14.481961,46,146.700469
-26.719686,104,146.78928
-12.238892,69,146.842045
-1.990505,40,146.874046
-6.835525,24,146.893046
-7.30784,57,146.936781
-4.099451,20,146.952782
-12.685302,122,147.050316
-14.029142,57,147.096318
-11.046882,48,147.133473
-11.785335,86,147.196473
-3.153876,54,147.235999
-6.975557,70,147.288614
-5.919036,41,147.319974
-11.350306,37,147.347497
-9.539689,35,147.37376
-4.952176,33,147.39776
-14.540601,84,147.460283
-7.681567,56,147.501284
-6.257342,42,147.532514
-14.164786,100,147.607516
-0.981293,104,147.686387
-11.304617,113,147.772917
-4.237577,16,147.786185
-13.436272,109,147.868711
-0.665106,38,147.899712
-2.443036,34,147.925234
-6.177987,20,147.941326
-8.658701,31,147.964327
-16.864871,105,148.045942
-17.171318,130,148.145462
-14.463725,37,148.172463
0.287301,32,148.197463
-17.138919,39,148.228987
-4.004905,22,148.691818
0.274736,101,148.773339
-5.13585,57,148.820127
-8.426458,50,148.861643
-194.303892,1000,149.642646
-14.889697,39,149.671648
-2.571347,14,149.682648
-188.902164,1000,150.906006
-19.523084,81,150.971588
-3.188103,105,151.055109
-17.062772,146,151.169585
-10.370849,42,151.202688
-8.862738,51,151.241237
-19.674662,74,151.299238
-4.736874,26,151.319245
-1.033578,21,151.33576
-6.636408,41,151.366843
-4.906872,76,151.423573
-12.080967,73,151.481092
-2.607842,43,151.514091
1.277247,16,151.527098
2.859196,25,151.545611
-11.799308,41,151.577611
-9.114539,82,151.638137
-21.345265,200,151.786026
-1.904926,28,151.807174
-7.252187,29,151.829267
-24.407378,149,151.941387
-2.086406,16,151.953391
-3.761364,31,151.977392
-2.302931,26,151.997392
-3.839748,25,152.015393
-13.661896,66,152.064916
-3.250811,29,152.086916
-8.959999,47,152.12192
-4.699504,37,152.15043
-4.483819,62,152.197432
-4.542896,17,152.210432
-11.04076,36,152.239461
-8.272022,207,152.858063
-127.155588,1000,153.63388
-9.376928,41,153.664881
-16.916579,169,153.793679
0.222816,12,153.802679
2.854269,74,153.861201
-8.655477,24,153.879201
-12.722879,53,153.919209
-3.291916,16,153.930722
-8.771153,133,154.031838
-1.442661,23,154.050351
-6.419083,33,154.075352
-3.998475,21,154.091352
-5.02524,68,154.142876
-3.91386,25,154.161878
-5.830666,26,154.181872
-3.254199,71,154.234401
-10.373901,82,154.295648
-6.926962,47,154.330667
0.229534,26,154.799444
-9.496824,51,154.84096
1.36907,15,154.85296
-6.616412,109,154.939534
-0.953182,73,154.998531
0.957731,14,155.009536
-0.448971,41,155.042061
-0.551448,20,155.058061
-5.251743,16,155.071061
0.754283,49,155.110068
-17.928493,210,155.279252
-2.931455,19,155.295253
-2.230344,42,155.327261
-8.036971,23,155.344777
-5.936589,48,155.379937
-7.572983,111,155.461467
-2.935081,28,155.482467
-153.055497,1000,156.254959
2.736785,99,156.328969
-4.457092,15,156.340484
-13.2649,125,156.898489
-3.67236,37,156.927952
7.094301,71,156.983284
-0.557877,73,157.039814
5.65003,120,157.132831
-7.857795,40,157.167081
0.231105,101,157.243949
-2.638892,91,157.311932
-3.591822,15,157.32393
8.354139,213,157.478991
-0.655239,18,157.49299
-2.064698,18,157.505991
0.211663,20,157.520999
-6.285092,38,157.549515
1.547132,22,157.565515
-3.493606,23,157.581516
0.793376,11,157.590516
2.69001,39,157.619516
-2.67261,65,157.66904
1.372538,30,157.693041
-10.58853,123,157.785826
-2.724456,15,157.797827
-2.906141,26,157.817827
-1.722238,28,157.83935
-4.968702,94,157.910352
-5.441076,123,158.00509
-0.001433,22,158.022098
4.831126,234,158.202255
-1.384005,77,158.260844
-0.470322,17,158.27385
-0.351051,42,158.304845
-3.006525,35,158.331857
1.484242,17,158.345374
-3.822043,20,158.361382
-0.947235,83,158.877924
-111.667245,1000,159.693313
-5.397809,38,159.724321
-7.196399,121,159.814131
1.147373,44,159.846653
-2.91169,188,159.993402
-3.238991,131,160.091922
4.918622,149,160.207448
-5.082842,12,160.216448
-3.07219,40,160.247974
-4.169257,73,160.304975
1.054622,24,160.323973
-12.450884,156,160.443135
-3.792746,45,160.478136
-6.151711,33,160.968248
-3.858166,55,161.012249
1.614363,96,161.090759
-7.19027,65,161.143299
-11.874132,223,161.326047
0.030874,56,161.370944
1.101574,59,161.417948
0.961247,16,161.431042
4.698883,20,161.446263
-9.883364,126,161.543701
-2.851061,31,161.566708
-2.571354,124,161.659226
17.081125,249,161.847798
2.34593,66,161.896799
4.74613,20,161.911799
6.266498,104,161.991405
-2.755408,18,162.005409
-2.387999,16,162.018399
-4.158739,44,162.051913
-4.590766,29,162.074914
-5.745614,14,162.084913
0.494649,18,162.098914
14.979933,73,162.155438
1.508017,38,162.184438
0.0146,20,162.199435
0.345166,32,162.223447
-1.434911,22,162.240962
-3.884582,13,162.250962
5.610626,134,162.353485
3.810566,80,162.414589
-4.041261,62,162.462114
-3.644638,47,162.499115
-6.496297,59,162.999263
1.365676,130,163.103788
7.269597,50,163.143315
7.347185,109,163.230325
-1.434596,62,163.280843
2.814289,91,163.35435
6.204947,62,163.40558
-3.093539,19,163.421581
5.850891,67,163.476105
-2.951973,28,163.499105
1.684485,14,163.510105
-2.369185,33,163.535113
11.434638,131,163.635637
-2.444916,44,163.668154
12.888704,224,163.838376
1.653992,105,163.919393
-16.416441,1000,165.152637
-2.351375,127,165.258165
7.800506,218,165.433126
6.54352,66,165.486647
9.816576,341,165.748592
-2.009643,71,165.802114
1.648254,18,165.815114
18.89179,254,166.008396
4.915976,64,166.05991
2.95696,24,166.077911
0.89915,50,166.114911
2.178877,62,166.161435
5.870712,57,166.205318
14.136721,140,166.311903
-1.085611,29,166.334903
11.98745,78,166.394498
2.053391,14,166.405497
6.633196,134,166.509019
2.260788,133,166.611266
1.637598,70,167.126022
-0.178995,76,167.185541
4.476033,22,167.202541
-0.546756,81,167.269251
5.200588,59,167.316257
4.107049,27,167.337265
5.151057,23,167.35579
9.589277,128,167.458403
15.652042,105,167.54293
1.85966,15,167.555941
13.040471,112,167.644691
15.104158,57,167.687617
-1.043552,44,167.719618
12.969996,90,167.785662
-1.848445,37,167.813665
10.032558,90,167.884199
3.647942,38,167.913192
8.811397,1000,168.683529
13.23919,73,169.188235
1.380358,38,169.219232
11.38027,45,169.257828
4.281202,31,169.282828
39.251797,268,169.5
35.531471,171,169.631532
3.263195,60,169.676049
7.643534,43,169.70805
22.074056,94,169.776581
3.139131,26,169.796092
-0.1206,10,169.804098
13.072889,179,169.933002
1.684674,21,169.949181
1.062224,22,169.965181
0.375163,19,169.979182
6.689186,22,169.995182
15.634622,245,170.177231
10.314401,83,170.239747
2.049776,79,170.298868
5.186601,31,170.322869
0.786443,44,170.356402
20.449938,165,170.479019
3.429944,26,170.498019
10.666041,81,170.558543
39.321509,1000,171.786837
5.403549,25,171.805836
8.280756,35,171.830837
17.93539,80,171.89036
5.51729,21,171.906361
20.404442,162,172.024988
26.652812,287,172.239045
19.841779,99,172.31256
14.308394,109,172.393322
15.352051,156,172.509846
8.043585,50,172.547369
27.174479,128,172.643378
5.835526,65,172.691895
4.340672,85,173.200384
21.661506,169,173.331963
2.48113,48,173.370001
2.230147,35,173.397681
27.905914,158,173.51921
46.596957,293,173.741342
21.201665,89,173.806487
15.08693,97,173.878011
10.334822,60,173.922019
3.381679,20,173.936534
49.593472,193,174.080252
-2.91687,28,174.100256
17.136008,75,174.154775
11.310713,79,174.213776
1.135871,45,174.247013
4.406227,24,174.264528
88.32295,1000,175.486227
9.299156,48,175.523228
3.953226,29,175.546232
115.306267,1000,176.296232
-2.318823,31,176.319232
1.198002,41,176.349748
25.956859,148,176.459788
44.885683,287,176.674788
6.535979,34,177.153678
10.177874,40,177.185683
3.914157,28,177.207684
19.174378,102,177.286206
24.491479,92,177.35874
144.835866,1000,178.12486
37.065793,199,178.27291
141.657823,1000,179.551705
45.639432,193,179.703243
5.109698,23,179.721244
1.758432,13,179.731239
5.157444,30,179.755262
23.728682,105,179.83357
136.670739,1000,180.598701
15.050903,45,180.631702
10.705524,28,180.653225
5.528565,56,180.695505
32.248007,145,181.265057
4.349984,22,181.283053
35.113706,121,181.379186
199.215857,1000,182.174628
4.730838,18,182.187628
8.945258,26,182.207631
14.626256,72,182.260997
1.086341,21,182.277006
117.670999,1000,183.52017
166.72083,1000,184.294754
11.144495,35,184.321754
24.166313,110,184.404491
51.05174,234,184.58054
12.445187,47,184.615541
22.183647,102,184.691847
4.922453,27,184.711848
231.797607,1000,185.948543
65.763795,228,186.120663
45.595118,155,186.237416
22.154218,55,186.277534
1.562586,14,186.289534
141.910522,421,186.607838
19.587632,87,186.67336
231.205453,1000,187.891407
25.584556,56,187.93329
235.918244,1000,188.680316
33.547858,97,188.753212
43.804633,121,188.847895
69.968875,190,189.437314
55.741367,169,189.573364
13.587937,45,189.610365
22.051741,86,189.67989
186.45311,556,190.11662
3.28458,15,190.12762
12.233018,41,190.158628
5.160563,21,190.174144
18.041361,71,190.227147
7.054194,20,190.242146
9.826842,34,190.266667
13.603321,33,190.291668
35.190828,90,190.358681
15.703522,50,190.395462
9.793609,18,190.408463
57.944709,169,190.535991
7.568009,39,190.565507
18.360611,62,190.612507
16.633887,52,190.651515
50.30926,139,190.75504
261.46191,1000,191.990246
82.04396,218,192.150775
4.647091,22,192.167298
40.934296,105,192.244298
132.938096,371,192.526623
15.661918,57,192.570147
271.44312,1000,193.806592
20.859934,58,193.8526
32.386626,88,193.920116
12.701844,41,193.952247
77.866692,227,194.12429
29.260479,73,194.177813
261.711379,757,194.752343
78.935929,236,194.933391
302.786447,1000,196.177225
78.695717,169,196.302606
55.280507,133,196.401269
37.61457,93,196.472789
100.084477,324,196.715844
306.984262,1000,197.951612
20.684087,55,197.996395
15.488643,52,198.037392
73.538277,193,198.186443
113.219521,283,198.398565
22.439539,63,198.444566
62.956391,148,198.555097
49.247321,108,198.639614
78.979819,206,198.798663
9.053805,32,198.822664
418.596768,1000,200.057264
27.164316,79,200.117787
96.070698,233,200.293801
19.156798,43,200.325799
43.477897,98,200.398593
31.214305,93,200.472117
40.646163,85,200.53614
76.741735,218,200.701163
46.314374,151,200.817694
317.228236,1000,202.064879
45.255296,97,202.140399
195.465671,508,202.519032
188.811328,420,202.839233
17.161948,46,202.875756
27.899892,70,202.933764
82.030446,198,203.086086
316.598136,773,204.155728
144.685226,345,204.415271
200.983365,563,204.842307
379.870312,1000,206.082278
41.898621,95,206.158991
134.838574,296,206.38767
43.181559,94,206.45767
194.980392,399,206.759578
15.048456,36,206.788094
32.423163,70,206.843097
98.304496,220,207.008825
27.350646,56,207.051827
13.351501,43,207.083558
31.833114,73,207.137633
246.566584,518,208.009639
100.789458,229,208.19115
336.024704,1000,208.955746
68.0648,153,209.076783
64.162138,149,209.189318
30.953535,106,209.272928
303.562626,749,210.317266
34.131516,70,210.369176
55.518568,132,210.46676
26.339033,63,210.514369
144.031269,310,210.749415
374.528408,1000,211.9873
117.873808,269,212.211354
174.861715,364,212.491632
113.858596,241,212.670166
57.038984,124,212.765592
268.571612,561,213.203362
316.745702,649,214.163779
65.433844,163,214.292472
35.322986,78,214.352478
86.228006,163,214.475132
36.263923,86,214.537648
377.938839,1000,215.287531
35.777667,73,215.343533
218.480228,469,216.159772
261.566269,546,216.611862
69.187254,153,216.735091
136.012972,282,216.963392
198.161748,416,217.309376
458.83617,1000,218.552939
126.158589,257,218.75165
392.318544,1000,219.524387
468.381743,1000,220.788968
525.589221,1000,221.572548
16.670672,53,221.618063
504.6669,1000,222.907062
122.8576,247,223.09136
62.405295,127,223.187373
162.398706,323,223.42718
277.719098,545,224.333982
86.702828,164,224.476597
520.679571,1000,225.265923
133.088169,256,225.460124
509.065174,1000,226.687244
173.70711,330,226.938759
506.876159,1000,227.69426
374.01648,667,228.695345
191.500137,366,228.980662
519.156424,1000,229.750254
40.747738,65,229.800044
24.217267,44,229.834049
477.324015,1000,231.073644
56.2282,103,231.153201
589.423431,1000,231.92492
254.455274,424,232.734809
476.941592,1000,233.51117
128.966277,241,233.693704
512.981057,1000,234.927132
485.064041,840,235.567641
373.028362,702,236.551016
495.215727,1000,237.339845
494.372151,1000,238.530118
532.239302,1000,239.326193
238.910772,402,239.627081
229.41245,380,239.914586
634.084778,1000,241.140164
528.348068,1000,241.900782
408.863689,684,242.891688
370.716664,600,243.356453
481.542656,811,243.97648
342.227751,564,244.871627
636.598794,1000,245.639401
230.96561,389,245.941002
571.257607,1000,247.168525
472.966291,787,247.760237
579.721507,1000,248.98482
227.532127,367,249.280653
27.077996,52,249.322176
570.683245,1000,250.088864
616.375548,1000,257.471569
628.708972,1000,258.246446
529.433623,1000,259.539483
651.215793,1000,260.298517
367.625429,587,261.210128
651.151165,1000,261.9992
540.746561,850,263.108369
655.095137,1000,263.898304
579.34898,869,264.56782
660.239223,1000,265.808104
668.449785,1000,266.582966
660.050234,1000,267.822143
686.725953,1000,268.588065
344.896982,520,269.447919
407.512451,583,269.900764
603.967611,1000,270.668974
679.192117,1000,271.92197
286.170413,435,272.255021
184.62743,280,272.471261
162.809119,245,272.66131
109.345662,161,272.782835
12.361633,21,272.798936
675.402424,1000,274.059859
244.999353,371,274.343655
595.204254,908,275.515214
674.46375,1000,276.282255
592.185049,905,277.458124
664.483476,1000,278.246315
712.673539,1000,279.015841
676.686675,1000,280.254484
593.289533,1000,281.006689
741.662112,1000,282.227
723.611316,1000,282.987029
663.500095,1000,284.230091
263.84117,367,284.501645
413.484142,601,284.95745
732.153654,1000,286.191785
21.990476,30,286.215863
693.853385,1000,286.978069
29.498878,44,287.012109
727.288856,1000,288.252571
223.723319,303,288.481792
696.555805,1000,289.714907
689.982237,1000,290.492168
572.773979,793,291.099452
726.707516,1000,292.378475
732.55914,1000,293.138703
83.479212,118,293.230229
709.263576,1000,294.489479
84.50946,120,294.580002
642.328606,1000,295.354976
633.515465,1000,296.598017
682.67257,1000,297.368714
730.822622,1000,298.598305
697.148619,1000,299.366822
734.036633,1000,300.603483
742.559949,1000,301.369478
767.390923,1000,302.616796
714.559365,1000,303.379474
533.530694,737,304.40878
687.563674,1000,305.159342
759.548425,1000,306.38778
758.469176,1000,307.135583
254.539463,327,307.384369
477.950799,633,308.351267
710.546021,1000,309.109402
678.000166,1000,310.342716
215.171592,275,310.557022
714.15722,950,311.277852
552.387263,711,312.298668
723.300686,1000,313.06718
713.514193,1000,314.292236
744.954915,1000,315.04848
752.829872,1000,316.270157
765.116372,1000,317.045984
668.563808,1000,318.287511
725.602428,1000,319.057699
669.701549,1000,320.286426
750.188525,1000,321.071284
643.506724,821,321.70203
787.200288,1000,322.956791
691.882127,1000,323.72312
147.455185,175,323.865831
772.946716,1000,325.124776
783.486468,1000,325.884555
756.575557,1000,327.135336
797.337215,1000,327.893142
758.476986,1000,329.13945
795.901982,1000,329.89872
246.691301,313,330.616959
333.681624,435,330.959726
800.242672,1000,331.702034
748.919963,1000,333.041545
789.656912,1000,333.798605
811.769151,1000,335.082504
793.325154,1000,335.834787
769.776461,1000,337.115884
798.671695,1000,337.868465
775.728441,1000,339.144907
776.438313,1000,339.911415
504.709531,621,340.404209
783.875338,1000,341.649788
813.616856,1000,342.434117
833.642923,1000,343.7032
802.245982,1000,344.477972
720.933403,1000,345.755939
829.259772,1000,346.538435
819.123114,1000,347.785247
796.048748,1000,348.573394
807.503669,1000,349.838084
800.573052,1000,350.617891
703.192812,861,351.776977
816.853412,1000,352.585742
822.25101,1000,353.838574
826.382044,1000,354.601001
429.613062,524,355.021537
795.376577,1000,356.283602
832.786768,1000,357.071999
847.460833,1000,358.335393
808.120218,1000,359.116456
819.687974,1000,360.38356
830.8849,1000,361.179056
834.487198,1000,362.439247
740.756369,1000,363.222679
811.914688,1000,364.464123
796.094775,1000,365.250867
850.944979,1000,366.511913
814.652678,1000,367.30115
840.033345,1000,368.564933
860.168534,1000,369.382704
878.807572,1000,370.686019
846.032537,1000,371.449978
815.088338,1000,372.701636
878.094461,1000,373.478955
873.866625,1000,374.752295
850.351944,1000,375.531231
840.78783,1000,376.784837
867.05553,1000,377.570152
863.413681,1000,378.835404
846.217555,1000,379.599352
830.219387,1000,380.867322
881.895413,1000,381.651259
871.007847,1000,382.933614
838.990837,1000,383.714794
890.757122,1000,384.96878
891.851509,1000,385.746878
890.935682,1000,387.008786
626.70236,717,387.549225
848.21319,1000,388.33735
868.001467,1000,389.584853
874.738904,1000,390.380999
881.115244,1000,391.605381
900.241868,1000,392.40836
867.786778,1000,393.650698
871.427071,1000,394.441606
898.170225,1000,395.683468
824.579432,1000,396.491822
313.34864,376,397.234001
900.340001,1000,398.008655
915.393891,1000,399.224598
906.324017,1000,399.988599
743.333391,1000,400.789241
899.281395,1000,402.018131
886.352998,1000,402.817105
908.646625,1000,404.199489
866.970188,1000,405.121955
911.625058,1000,406.580877
848.441206,1000,407.553056
889.952544,1000,409.199824
914.619458,1000,410.123475
932.284509,1000,411.700516
932.748055,1000,412.635379
905.189772,1000,414.077577
861.482644,1000,414.958189
947.287647,1000,416.327999
541.209549,595,416.840688
879.966731,1000,418.268821
895.290677,1000,419.12533
930.895767,1000,420.462458
929.520991,1000,421.354124
846.967362,1000,422.739185
926.560688,1000,423.59973
932.846664,1000,424.940132
238.792425,256,425.158245
925.814362,1000,426.065545
927.582542,1000,427.465197
888.384902,990,428.317448
917.357674,1000,429.735863
934.355131,1000,430.605586
960.554074,1000,431.938032
943.127796,1000,432.807189
935.341181,1000,434.198008
956.039218,1000,435.054711
900.142148,1000,436.419102
886.002206,1000,437.262967
943.760646,1000,438.630604
982.532065,1000,439.481475
978.21061,1000,440.79335
722.002821,745,441.433762
988.529243,1000,442.353145
940.739321,1000,443.80628
